"","Bosque","Codigo","Periodo","Dia","Transecto","Hora","Planta","Polinizador","Pollinator_id","Pollinator_genus","Pollinator_sps","Pollinator_family","Fecha2","julian"
"409","Pinar Puebla","PP",3,"11.3.2020",1,"9:45","Cistus ladanifer","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"410","Pinar Puebla","PP",3,"11.3.2020",1,"9:45","Cistus ladanifer","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-03-11,70
"411","Pinar Puebla","PP",3,"11.3.2020",1,"9:45","Cistus salvifolius","eucera","Eucera","Eucera","","Apidae",2020-03-11,70
"412","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","xylocopa cantabrita","Xylocopa cantabrita","Xylocopa","cantabrita","Apidae",2020-03-11,70
"413","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","eucera","Eucera","Eucera","","Apidae",2020-03-11,70
"414","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","xylocopa cantabrita","Xylocopa cantabrita","Xylocopa","cantabrita","Apidae",2020-03-11,70
"415","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Cistus salvifolius","bombilido","Bombylius  torquatus","Bombylius"," torquatus","Bombylidae",2020-03-11,70
"416","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Cistus salvifolius","avispa","avispa","avispa","","avispa",2020-03-11,70
"417","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"418","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"419","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"420","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"421","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"422","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"423","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","laseoglosum","Lasioglossum","Lasioglossum","","Halictidae",2020-03-11,70
"424","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Cistus ladanifer","xylocopa cantabrita","Xylocopa cantabrita","Xylocopa","cantabrita","Apidae",2020-03-11,70
"425","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"426","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"427","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"428","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"429","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"430","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","Callophrys rubi","Callophrys rubi","Callophrys","rubi","Lepidoptera",2020-03-11,70
"431","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-03-11,70
"432","Pinar Puebla","PP",3,"11.3.2020",2,"13:20","Lavandula stoechas","anthofora","Anthophora","Anthophora","","Apidae",2020-03-11,70
"433","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Lavandula stoechas","xylocopa cantabrita","Xylocopa cantabrita","Xylocopa","cantabrita","Apidae",2020-03-11,70
"434","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"435","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"436","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"437","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"438","Pinar Puebla","PP",3,"11.3.2020",3,"16:35","Rosmarinus officinalis","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-03-11,70
"440","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus salvifolius","coleoptero peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"441","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus salvifolius","coleoptero peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"442","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus salvifolius","coleoptero peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"443","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus salvifolius","coleoptero peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"444","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus salvifolius","coleoptero peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"445","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus crispus","xylocopa violacea","Xylocopa violacea","Xylocopa","violacea","Apidae",2020-04-19,109
"446","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus crispus","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-19,109
"447","Pinar Puebla","PP",3,"19.4.2020",2,"12:45","Cistus crispus","abejorro marron","Xylocopa  cantabrita","Xylocopa"," cantabrita","Apidae",2020-04-19,109
"448","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Leontodon hispidus","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-19,109
"449","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Echium plantagineum","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-19,109
"450","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Echium plantagineum","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-19,109
"451","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Echium plantagineum","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-19,109
"452","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Echium plantagineum","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-19,109
"453","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Cistus salvifolius","escarabajo peludo","Tropinota squalida","Tropinota","squalida","Scarabaeidae",2020-04-19,109
"454","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Lavandula stoechas","abejorro marron","Xylocopa  cantabrita","Xylocopa"," cantabrita","Apidae",2020-04-19,109
"455","Pinar Puebla","PP",3,"19.4.2020",3,"16:15","Leontodon hispidus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-19,109
"456","Pinar Hinojos","PH",3,"22.4.2020",1,"10:05","Cistus albidus","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-22,112
"457","Pinar Hinojos","PH",3,"22.4.2020",1,"10:05","Leontodon hispidus","escarabajo rojo y negro","Heliotaurus ruficollis","Heliotaurus","ruficollis","Tenebrionidae",2020-04-22,112
"458","Pinar Hinojos","PH",3,"22.4.2020",1,"10:05","Leontodon hispidus","abeja","Andrena  flavipes","Andrena"," flavipes","Andrenidae",2020-04-22,112
"459","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-22,112
"460","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"461","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Halimium calycinum","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-22,112
"462","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja= PHt2.1","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"463","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja= PHt1.1","Andrena  flavipes","Andrena"," flavipes","Andrenidae",2020-04-22,112
"464","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","laseoglosum","Lasioglossum","Lasioglossum","","Halictidae",2020-04-22,112
"465","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-22,112
"466","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja= PHt2.1","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"467","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja= PHt2.1","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"468","Pinar Hinojos","PH",3,"22.4.2020",2,"12:50","Leontodon hispidus","abeja= PHt2.1","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"469","Pinar Hinojos","PH",3,"22.4.2020",3,"16:10","Leontodon hispidus","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-22,112
"470","Pinar Hinojos","PH",3,"22.4.2020",3,"16:10","Leontodon hispidus","abeja= PHt2.1","Andrena  cinerea","Andrena"," cinerea","Andrenidae",2020-04-22,112
"471","Pinar Hinojos","PH",3,"22.4.2020",3,"16:10","Leontodon hispidus","abeja","Eucera  elongatula","Eucera"," elongatula","Apidae",2020-04-22,112
"472","Pinar Hinojos","PH",3,"22.4.2020",3,"16:10","Echium plantagineum","mosca","Platycheirus  sp","Platycheirus"," sp","Syrphidae",2020-04-22,112
"473","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Halimium halimifolium","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"474","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"475","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Anemone palmata","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"476","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"477","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Halimium halimifolium","mariposa blanca entera","Pieris sp","Pieris","sp","Lepidoptera",2020-04-23,113
"478","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","mosca","Empis  sp","Empis"," sp","Empididae",2020-04-23,113
"479","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"480","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","abeja","Andrena Hoplandrena sp","Andrena","Hoplandrena sp","Andrenidae",2020-04-23,113
"481","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"482","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Halimium halimifolium","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"483","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"484","Villamanrique Sur","VS",3,"23.4.2020",1,"9:50","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"485","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Halimium halimifolium","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"486","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"487","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"488","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"489","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","abeja","Dasypoda  iberica","Dasypoda"," iberica","Melittidae",2020-04-23,113
"490","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"491","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"492","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"493","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","abeja= VST2.1","Dasypoda  iberica","Dasypoda"," iberica","Melittidae",2020-04-23,113
"494","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Halimium halimifolium","mosca","Usia  sp","Usia"," sp","Bombylidae",2020-04-23,113
"495","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-23,113
"496","Villamanrique Sur","VS",3,"23.4.2020",2,"12:50","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"498","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","heliotaurus","Heliotaurus ruficollis","Heliotaurus","ruficollis","Tenebrionidae",2020-04-23,113
"499","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","heliotaurus","Heliotaurus ruficollis","Heliotaurus","ruficollis","Tenebrionidae",2020-04-23,113
"500","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"501","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-23,113
"502","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","episyrphus balteatus","Episyrphus balteatus","Episyrphus","balteatus","Syrphidae",2020-04-23,113
"503","Villamanrique Sur","VS",3,"23.4.2020",3,"16:30","Cistus salvifolius","insecto","Empis  tesellata","Empis"," tesellata","Empididae",2020-04-23,113
"504","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"505","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Echium plantagineum","sirfido grande","Syrphidae 3","Syrphidae","3","Syrphidae",2020-04-24,114
"506","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"507","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"508","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"509","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"510","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"511","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"512","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"513","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"514","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"515","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"516","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"517","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"518","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Tuberaria guttata","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"519","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"520","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"521","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"522","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"523","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"524","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"525","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"526","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"527","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Leontodon hispidus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"528","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"529","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"530","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"531","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"532","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"533","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"534","Villamanrique Chaparral","VC",3,"24.4.2020",1,"10:10","Cistus salvifolius","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"535","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"536","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","coleoptero verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"537","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","abeja=VCT1.1","Panurgus  calcaratus","Panurgus"," calcaratus","Andrenidae",2020-04-24,114
"538","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"539","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"540","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","bombilido","Bombylidae 2","Bombylidae","2","Bombylidae",2020-04-24,114
"541","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus salvifolius","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"542","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus salvifolius","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"543","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus salvifolius","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"544","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"545","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus salvifolius","escarabajo verdoso","Psilothrix viridicoerulea","Psilothrix","viridicoerulea","Melyridae",2020-04-24,114
"546","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"547","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"548","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"549","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Echium plantagineum","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"550","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"551","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"552","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"553","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"554","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Cistus salvifolius","escarabajo=VCC1","Chasmatopterus  illigeri","Chasmatopterus"," illigeri","Coleoptera",2020-04-24,114
"555","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","abeja=VCT1.1","Myathropa  florea","Myathropa"," florea","Syrphidae",2020-04-24,114
"556","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Leontodon hispidus","Cacyreus marshalli","Cacyreus marshalli","Cacyreus","marshalli","Lepidoptera",2020-04-24,114
"557","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Anthemis arvensis","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"558","Villamanrique Chaparral","VC",3,"24.4.2020",2,"13:07","Anthemis arvensis","abeja=VCT1.1","Myathropa  florea","Myathropa"," florea","Syrphidae",2020-04-24,114
"559","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Cistus crispus","bombilido=VCt2.1","Bombylidae","Bombylidae","","Bombylidae",2020-04-24,114
"560","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"561","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"562","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Echium plantagineum","bombilido","Dischistus biroi","Dischistus","biroi","Bombylidae",2020-04-24,114
"563","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Echium plantagineum","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"564","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Echium plantagineum","bombilido=VCt3.1","Dischistus biroi","Dischistus","biroi","Bombylidae",2020-04-24,114
"565","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Echium plantagineum","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
"566","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Echium plantagineum","bombilido=VCt3.1","Dischistus biroi","Dischistus","biroi","Bombylidae",2020-04-24,114
"567","Villamanrique Chaparral","VC",3,"24.4.2020",3,"16:20","Cistus crispus","apis mellifera","Apis mellifera","Apis","mellifera","Apidae",2020-04-24,114
