"","X","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Pollinator_id","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian","Year","Site"
"1",1,"08/04/21","13:30:00","2",2,"Anemone nemorosa","","","si",1,"","2021-04-08","2021-04-08 1","Sphaerophoria sp","Sphaerophoria","sp","Syrphidae",1,97,2021,"Gorbea"
"2",2,"08/04/21","13:30:00","2",2,"Potentilla montana","?=C1","","no",NA,"Andrena cf morio","2021-04-08","2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae",1,97,2021,"Gorbea"
"3",3,"08/04/21","13:30:00","2",2,"Bellis perennis","?=2","","no",NA,"foto","2021-04-08","2021-04-08 NA","Diptera","Diptera","","Diptera",1,97,2021,"Gorbea"
"4",4,"08/04/21","13:30:00","2",2,"Potentilla montana","?=C1","","no",NA,"Andrena cf morio","2021-04-08","2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae",1,97,2021,"Gorbea"
"5",5,"08/04/21","13:30:00","2",2,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-04-08","2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,97,2021,"Gorbea"
"6",6,"08/04/21","13:30:00","2",2,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-04-08","2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,97,2021,"Gorbea"
"7",7,"08/04/21","13:30:00","2",2,"Potentilla montana","?=C1","","no",NA,"Andrena cf morio","2021-04-08","2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae",1,97,2021,"Gorbea"
"8",8,"08/04/21","13:30:00","2",2,"Ranunculus ficaria","Eristalis sp.","","no",NA,"","2021-04-08","2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,97,2021,"Gorbea"
"9",9,"08/04/21","13:30:00","2",2,"Bellis perennis","?=C1","","no",NA,"Andrena cf morio","2021-04-08","2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae",1,97,2021,"Gorbea"
"10",10,"08/04/21","16:00:00","2",3,"Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"","2021-04-08","2021-04-08 NA","Apis mellifera","Apis","mellifera","Apidae",1,97,2021,"Gorbea"
"11",11,"13/04/21","11:00:00","3",1,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",1,102,2021,"Gorbea"
"12",12,"13/04/21","13:30:00","3",2,"Potentilla montana","","","si",3,"","2021-04-13","2021-04-13 3","Andrena nitida","Andrena","nitida","Andrenidae",1,102,2021,"Gorbea"
"13",13,"13/04/21","13:30:00","3",2,"Lathyrus linifolius","","","si",4,"Posible B. Pratorum??","2021-04-13","2021-04-13 4","Bombus lapidarius","Bombus","lapidarius","Apidae",1,102,2021,"Gorbea"
"14",14,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus pascuorum","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",1,102,2021,"Gorbea"
"15",15,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus pascuorum","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",1,102,2021,"Gorbea"
"16",16,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus pascuorum","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",1,102,2021,"Gorbea"
"17",17,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",1,102,2021,"Gorbea"
"18",18,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",1,102,2021,"Gorbea"
"19",19,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","?=3","","no",NA,"","2021-04-13","2021-04-13 NA","Andrena nitida","Andrena","nitida","Andrenidae",1,102,2021,"Gorbea"
"20",20,"13/04/21","15:30:00","3",3,"Lathyrus linifolius","Bombus pascuorum","","no",NA,"","2021-04-13","2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",1,102,2021,"Gorbea"
"21",21,"13/04/21","15:30:00","3",3,"Scilla verna","Eristalis sp.","","no",NA,"","2021-04-13","2021-04-13 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,102,2021,"Gorbea"
"22",22,"14/04/21","10:30:00","1",1,"Ranunculus ficaria","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"23",23,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","si",5,"","2021-04-14","2021-04-14 5","Eristalis similis","Eristalis","similis","Syrphidae",1,103,2021,"Gorbea"
"24",24,"14/04/21","10:30:00","1",1,"Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"","2021-04-14","2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae",1,103,2021,"Gorbea"
"25",25,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,103,2021,"Gorbea"
"26",26,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"27",27,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"28",28,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"29",29,"14/04/21","10:30:00","1",1,"Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"","2021-04-14","2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae",1,103,2021,"Gorbea"
"30",30,"14/04/21","10:30:00","1",1,"Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"","2021-04-14","2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae",1,103,2021,"Gorbea"
"31",31,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"32",32,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"33",33,"14/04/21","10:30:00","1",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,103,2021,"Gorbea"
"34",34,"14/04/21","10:30:00","1",1,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,103,2021,"Gorbea"
"35",35,"14/04/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-14","2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae",1,103,2021,"Gorbea"
"36",36,"14/04/21","13:30:00","1",2,"Taraxacum sp.","","","si",8,"similar a 3","2021-04-14","2021-04-14 8","Andrena nitida","Andrena","nitida","Andrenidae",1,103,2021,"Gorbea"
"37",37,"14/04/21","16:00:00","1",3,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",1,103,2021,"Gorbea"
"38",38,"14/04/21","16:00:00","1",3,"Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"","2021-04-14","2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae",1,103,2021,"Gorbea"
"39",39,"14/04/21","16:00:00","1",3,"Taraxacum sp.","?=8","","no",NA,"","2021-04-14","2021-04-14 NA","Andrena nitida","Andrena","nitida","Andrenidae",1,103,2021,"Gorbea"
"40",40,"14/04/21","16:00:00","1",3,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-14","2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,103,2021,"Gorbea"
"41",41,"14/04/21","16:00:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-14","2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae",1,103,2021,"Gorbea"
"42",42,"15/04/21","10:30:00","2",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",2,104,2021,"Gorbea"
"43",43,"15/04/21","13:15:00","2",2,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"44",44,"15/04/21","13:15:00","2",2,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"45",45,"15/04/21","13:15:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"46",46,"15/04/21","13:15:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"47",47,"15/04/21","13:15:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"48",48,"15/04/21","13:15:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"49",49,"15/04/21","13:15:00","2",2,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"50",50,"15/04/21","13:15:00","2",2,"Potentilla sterilis","Bombus terrestris","","no",NA,"","2021-04-15","2021-04-15 NA","Bombus terrestris","Bombus","terrestris","Apidae",2,104,2021,"Gorbea"
"51",51,"15/04/21","15:30:00","2",3,"Taraxacum sp.","?=8","","no",NA,"","2021-04-15","2021-04-15 NA","Andrena nitida","Andrena","nitida","Andrenidae",2,104,2021,"Gorbea"
"52",52,"15/04/21","15:30:00","2",3,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"53",53,"15/04/21","15:30:00","2",3,"Bellis perennis","Eupeodes sp.","","no",NA,"","2021-04-15","2021-04-15 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",2,104,2021,"Gorbea"
"54",54,"15/04/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-15","2021-04-15 NA","Apis mellifera","Apis","mellifera","Apidae",2,104,2021,"Gorbea"
"55",55,"15/04/21","15:30:00","2",3,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-15","2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,104,2021,"Gorbea"
"56",56,"15/04/21","15:30:00","2",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-15","2021-04-15 NA","Apis mellifera","Apis","mellifera","Apidae",2,104,2021,"Gorbea"
"57",57,"16/04/21","13:40:00","3",2,"Scilla verna","Eristalis sp.","","no",NA,"frío","2021-04-16","2021-04-16 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",2,105,2021,"Gorbea"
"58",58,"16/04/21","15:45:00","3",3,"Lathyrus linifolius","?=C4","","no",NA,"","2021-04-16","2021-04-16 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",2,105,2021,"Gorbea"
"59",59,"16/04/21","15:45:00","3",3,"Scilla verna","","","si",10,"","2021-04-16","2021-04-16 10","Andrena nigroaenea","Andrena","nigroaenea","Andrenidae",2,105,2021,"Gorbea"
"60",60,"21/04/21","10:30:00","5",1,"Scilla verna","Eristalis tenax","","no",NA,"","2021-04-21","2021-04-21 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,110,2021,"Gorbea"
"61",61,"21/04/21","10:30:00","5",1,"Scilla verna","","","si",11,"","2021-04-21","2021-04-21 11","Empis sp","Empis","sp","Empididae",1,110,2021,"Gorbea"
"62",62,"21/04/21","13:30:00","5",2,"Scilla verna","?=11","","no",NA,"","2021-04-21","2021-04-21 NA","Empis sp","Empis","sp","Empididae",1,110,2021,"Gorbea"
"63",63,"21/04/21","13:30:00","5",2,"Scilla verna","?=11","","no",NA,"","2021-04-21","2021-04-21 NA","Empis sp","Empis","sp","Empididae",1,110,2021,"Gorbea"
"64",64,"23/04/21","10:30:00","2",1,"Taraxacum sp.","Eupeodes sp.","","no",NA,"","2021-04-23","2021-04-23 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",3,112,2021,"Gorbea"
"65",65,"23/04/21","10:30:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"66",66,"23/04/21","10:30:00","2",1,"Taraxacum sp.","Andrena cf morio","","no",NA,"","2021-04-23","2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae",3,112,2021,"Gorbea"
"67",67,"23/04/21","10:30:00","2",1,"Taraxacum sp.","Andrena cf morio","","no",NA,"","2021-04-23","2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae",3,112,2021,"Gorbea"
"68",68,"23/04/21","10:30:00","2",1,"Bellis perennis","Andrena cf morio","","si",13,"","2021-04-23","2021-04-23 13","Andrena minutula","Andrena","minutula","Andrenidae",3,112,2021,"Gorbea"
"69",69,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"70",70,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"71",71,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"72",72,"23/04/21","13:30:00","2",2,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-04-23","2021-04-23 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",3,112,2021,"Gorbea"
"73",73,"23/04/21","13:30:00","2",2,"Bellis perennis","?=13","","no",NA,"","2021-04-23","2021-04-23 NA","Andrena minutula","Andrena","minutula","Andrenidae",3,112,2021,"Gorbea"
"74",74,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"75",75,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"76",76,"23/04/21","13:30:00","2",2,"Bellis perennis","Eristalis sp.","","no",NA,"","2021-04-23","2021-04-23 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",3,112,2021,"Gorbea"
"77",77,"23/04/21","13:30:00","2",2,"Taraxacum sp.","","","si",14,"","2021-04-23","2021-04-23 14","Andrena nitida","Andrena","nitida","Andrenidae",3,112,2021,"Gorbea"
"78",78,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Andrena cf morio","","no",NA,"","2021-04-23","2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae",3,112,2021,"Gorbea"
"79",79,"23/04/21","13:30:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-23","2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,112,2021,"Gorbea"
"80",80,"23/04/21","13:30:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-23","2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,112,2021,"Gorbea"
"81",81,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"82",82,"23/04/21","13:30:00","2",2,"Taraxacum sp.","?=14","","no",NA,"","2021-04-23","2021-04-23 NA","Andrena nitida","Andrena","nitida","Andrenidae",3,112,2021,"Gorbea"
"83",83,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"84",84,"23/04/21","13:30:00","2",2,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-04-23","2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",3,112,2021,"Gorbea"
"85",85,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"86",86,"23/04/21","13:30:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-23","2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae",3,112,2021,"Gorbea"
"87",87,"23/04/21","13:30:00","2",2,"Bellis perennis","","","si",15,"","2021-04-23","2021-04-23 15","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",3,112,2021,"Gorbea"
"88",88,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"89",89,"24/04/21","13:00:00","1",2,"Taraxacum sp.","","","si",18,"","2021-04-24","2021-04-24 18","Eupeodes corollae","Eupeodes","corollae","Syrphidae",2,113,2021,"Gorbea"
"90",90,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"91",91,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"92",92,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"93",93,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"94",94,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"95",95,"24/04/21","13:00:00","1",2,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-24","2021-04-24 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",2,113,2021,"Gorbea"
"96",96,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"97",97,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"98",98,"24/04/21","15:30:00","1",3,"Bellis perennis","Eupeodes sp.","","no",NA,"","2021-04-24","2021-04-24 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",2,113,2021,"Gorbea"
"99",99,"24/04/21","15:30:00","1",3,"Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"100",100,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"101",101,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Bombus sp.","","no",NA,"","2021-04-24","2021-04-24 NA","Bombus sp.","Bombus","sp.","Apidae",2,113,2021,"Gorbea"
"102",102,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"103",103,"24/04/21","15:30:00","1",3,"Taraxacum sp.","","","si",20,"","2021-04-24","2021-04-24 20","Andrena bicolor","Andrena","bicolor","Andrenidae",2,113,2021,"Gorbea"
"104",104,"24/04/21","15:30:00","1",3,"Taraxacum sp.","?=20","","no",NA,"","2021-04-24","2021-04-24 NA","Andrena bicolor","Andrena","bicolor","Andrenidae",2,113,2021,"Gorbea"
"105",105,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"106",106,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-04-24","2021-04-24 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",2,113,2021,"Gorbea"
"107",107,"24/04/21","15:30:00","1",3,"Helleborus viridis subsp. occidentalis","","","si",21,"","2021-04-24","2021-04-24 21","Bombus soroeensis","Bombus","soroeensis","Apidae",2,113,2021,"Gorbea"
"108",108,"24/04/21","15:30:00","1",3,"Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"109",109,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Pieris brassicae","","no",NA,"foto","2021-04-24","2021-04-24 NA","Pieris brassicae","Pieris","brassicae","Lepidoptera",2,113,2021,"Gorbea"
"110",110,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"111",111,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"112",112,"24/04/21","15:30:00","1",3,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-04-24","2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae",2,113,2021,"Gorbea"
"113",113,"02/05/21","10:30:00","5",1,"Scilla verna","","","si",22,"","2021-05-02","2021-05-02 22","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"114",114,"02/05/21","10:30:00","5",1,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"115",115,"02/05/21","13:00:00","5",2,"Scilla verna","Eristalis tenax","","no",NA,"","2021-05-02","2021-05-02 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",2,121,2021,"Gorbea"
"116",116,"02/05/21","13:00:00","5",2,"Pedicularis sylvatica subsp. sylvatica","Bombus hortorum","","no",NA,"","2021-05-02","2021-05-02 NA","Bombus hortorum","Bombus","hortorum","Apidae",2,121,2021,"Gorbea"
"117",117,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"118",118,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"119",119,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"120",120,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"121",121,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"122",122,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"123",123,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"124",124,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"125",125,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"126",126,"02/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-02","2021-05-02 NA","Empis sp","Empis","sp","Empididae",2,121,2021,"Gorbea"
"127",127,"02/05/21","13:00:00","5",2,"Pedicularis sylvatica subsp. sylvatica","Bombus hortorum","","no",NA,"","2021-05-02","2021-05-02 NA","Bombus hortorum","Bombus","hortorum","Apidae",2,121,2021,"Gorbea"
"128",128,"03/05/21","10:45:00","4",1,"Scilla verna","?=22","","no",NA,"","2021-05-03","2021-05-03 NA","Empis sp","Empis","sp","Empididae",1,122,2021,"Gorbea"
"129",129,"03/05/21","13:15:00","4",2,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-05-03","2021-05-03 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",1,122,2021,"Gorbea"
"130",130,"03/05/21","13:15:00","4",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-03","2021-05-03 NA","Apis mellifera","Apis","mellifera","Apidae",1,122,2021,"Gorbea"
"131",131,"04/05/21","10:30:00","3",1,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-05-04","2021-05-04 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",3,123,2021,"Gorbea"
"132",132,"04/05/21","13:30:00","3",2,"Potentilla erecta","","","si",24,"","2021-05-04","2021-05-04 24","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
"133",133,"04/05/21","13:30:00","3",2,"Potentilla erecta","?=24","","no",NA,"","2021-05-04","2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae",3,123,2021,"Gorbea"
