"","X","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Pollinator_id","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian","Year","Site"
"252",252,"14/05/21","13:00:00","5",2,"Pedicularis sylvatica subsp. sylvatica","Bombus pascuorum","","no",NA,"","2021-05-14","2021-05-14 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",3,133,2021,"Gorbea"
"253",253,"14/05/21","13:00:00","5",2,"Scilla verna","?=22","","no",NA,"","2021-05-14","2021-05-14 NA","Empis sp","Empis","sp","Empididae",3,133,2021,"Gorbea"
"254",254,"14/05/21","15:30:00","5",3,"Scilla verna","?=22","","no",NA,"","2021-05-14","2021-05-14 NA","Empis sp","Empis","sp","Empididae",3,133,2021,"Gorbea"
"255",255,"14/05/21","15:30:00","5",3,"Potentilla erecta","?=38","","no",NA,"","2021-05-14","2021-05-14 NA","Myolepta sp","Myolepta","sp","Syrphidae",3,133,2021,"Gorbea"
"256",256,"14/05/21","15:30:00","5",3,"Ranunculus repens","?=C23","","no",NA,"","2021-05-14","2021-05-14 NA","Orthoptera","Orthoptera","","Orthoptera",3,133,2021,"Gorbea"
"257",257,"14/05/21","15:30:00","5",3,"Potentilla erecta","?=C23","","no",NA,"","2021-05-14","2021-05-14 NA","Orthoptera","Orthoptera","","Orthoptera",3,133,2021,"Gorbea"
"258",258,"14/05/21","15:30:00","5",3,"Scilla verna","?=22","","no",NA,"","2021-05-14","2021-05-14 NA","Empis sp","Empis","sp","Empididae",3,133,2021,"Gorbea"
"259",259,"14/05/21","15:30:00","5",3,"Polygala vulgaris","Pyrgus malvoides","","no",NA,"","2021-05-14","2021-05-14 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera",3,133,2021,"Gorbea"
"260",260,"14/05/21","15:30:00","5",3,"Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"","2021-05-14","2021-05-14 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",3,133,2021,"Gorbea"
"261",261,"17/05/21","10:45:00","3",1,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-05-17","2021-05-17 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",4,136,2021,"Gorbea"
"262",262,"17/05/21","10:45:00","3",1,"Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"263",263,"17/05/21","10:45:00","3",1,"Lathyrus linifolius","Bombus lapidarius","","no",NA,"","2021-05-17","2021-05-17 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",4,136,2021,"Gorbea"
"264",264,"17/05/21","13:15:00","3",2,"Ranunculus repens","","","si",39,"","2021-05-17","2021-05-17 39","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"265",265,"17/05/21","13:15:00","3",2,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"266",266,"17/05/21","13:15:00","3",2,"Bellis perennis","Sphaerophoria scripta","macho","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"267",267,"17/05/21","13:15:00","3",2,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"268",268,"17/05/21","13:15:00","3",2,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"269",269,"17/05/21","13:15:00","3",2,"Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"270",270,"17/05/21","13:15:00","3",2,"Bellis perennis","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"271",271,"17/05/21","13:15:00","3",2,"Ranunculus repens","Eristalis tenax","","no",NA,"","2021-05-17","2021-05-17 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,136,2021,"Gorbea"
"272",272,"17/05/21","13:15:00","3",2,"Potentilla montana","","","si",40,"","2021-05-17","2021-05-17 40","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"273",273,"17/05/21","13:15:00","3",2,"Potentilla montana","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"274",274,"17/05/21","13:15:00","3",2,"Ranunculus repens","Sphaerophoria scripta","","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"275",275,"17/05/21","13:15:00","3",2,"Bellis perennis","Sphaerophoria scripta","","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"276",276,"17/05/21","13:15:00","3",2,"Potentilla montana","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"277",277,"17/05/21","13:15:00","3",2,"Bellis perennis","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"278",278,"17/05/21","13:15:00","3",2,"Bellis perennis","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"279",279,"17/05/21","13:15:00","3",2,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"280",280,"17/05/21","13:15:00","3",2,"Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"281",281,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"282",282,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"283",283,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"284",284,"17/05/21","15:45:00","3",3,"Bellis perennis","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"285",285,"17/05/21","15:45:00","3",3,"Pilosella officinarum","?=91","","no",NA,"","2021-05-17","2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae",4,136,2021,"Gorbea"
"286",286,"17/05/21","15:45:00","3",3,"Pilosella officinarum","?=91","","no",NA,"","2021-05-17","2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae",4,136,2021,"Gorbea"
"287",287,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"288",288,"17/05/21","15:45:00","3",3,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"289",289,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=91","","no",NA,"","2021-05-17","2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae",4,136,2021,"Gorbea"
"290",290,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"291",291,"17/05/21","15:45:00","3",3,"Bellis perennis","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"292",292,"17/05/21","15:45:00","3",3,"Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"293",293,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"294",294,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"295",295,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"296",296,"17/05/21","15:45:00","3",3,"Bellis perennis","Sphaerophoria scripta","macho","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"297",297,"17/05/21","15:45:00","3",3,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-17","2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,136,2021,"Gorbea"
"298",298,"17/05/21","15:45:00","3",3,"Bellis perennis","","","si",41,"","2021-05-17","2021-05-17 41","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae",4,136,2021,"Gorbea"
"299",299,"17/05/21","15:45:00","3",3,"Bellis perennis","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"300",300,"17/05/21","15:45:00","3",3,"Ranunculus repens","?=39","","no",NA,"","2021-05-17","2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,136,2021,"Gorbea"
"301",301,"17/05/21","15:45:00","3",3,"Potentilla erecta","?=40","","no",NA,"","2021-05-17","2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae",4,136,2021,"Gorbea"
"302",302,"18/05/21","10:40:00","2",1,"Taraxacum sp.","","","si",42,"","2021-05-18","2021-05-18 42","Bombus sylvestris","Bombus","sylvestris","Apidae",5,137,2021,"Gorbea"
"303",303,"18/05/21","10:40:00","2",1,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-18","2021-05-18 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",5,137,2021,"Gorbea"
"304",304,"18/05/21","10:40:00","2",1,"Cardamine pratensis","?=26","","no",NA,"","2021-05-18","2021-05-18 NA","Andrena bicolor","Andrena","bicolor","Andrenidae",5,137,2021,"Gorbea"
"305",305,"18/05/21","10:40:00","2",1,"Potentilla sterilis","","","si",43,"","2021-05-18","2021-05-18 43","Empis sp","Empis","sp","Empididae",5,137,2021,"Gorbea"
"306",306,"18/05/21","10:40:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"307",307,"18/05/21","10:40:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"308",308,"18/05/21","10:40:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"309",309,"18/05/21","10:40:00","2",1,"Cardamine pratensis","Anthocharis cardamines","hembra","no",NA,"","2021-05-18","2021-05-18 NA","Anthocharis cardamines","Anthocharis","cardamines","Lepidoptera",5,137,2021,"Gorbea"
"310",310,"18/05/21","10:40:00","2",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"311",311,"18/05/21","10:40:00","2",1,"Cardamine pratensis","?=C42","","no",NA,"bombilidae","2021-05-18","2021-05-18 NA","Bombylius sp","Bombylius","sp","Bombyliidae",5,137,2021,"Gorbea"
"312",312,"18/05/21","10:40:00","2",1,"Ranunculus repens","Pyrgus malvoides","","no",NA,"","2021-05-18","2021-05-18 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera",5,137,2021,"Gorbea"
"313",313,"18/05/21","13:40:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"314",314,"18/05/21","13:40:00","2",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-18","2021-05-18 NA","Apis mellifera","Apis","mellifera","Apidae",5,137,2021,"Gorbea"
"315",315,"18/05/21","13:40:00","2",2,"Taraxacum sp.","?=42","","no",NA,"","2021-05-18","2021-05-18 NA","Bombus sylvestris","Bombus","sylvestris","Apidae",5,137,2021,"Gorbea"
"316",316,"18/05/21","13:40:00","2",2,"Ranunculus repens","coleopteros liña laranxa foto","","no",NA,"","2021-05-18","2021-05-18 NA","coleopteros liña laranxa foto","coleopteros","liña laranxa foto","Coleoptera",5,137,2021,"Gorbea"
"317",317,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"318",318,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"319",319,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"320",320,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"321",321,"20/05/21","10:30:00","1",1,"Bellis perennis","Eupeodes sp.","","no",NA,"","2021-05-20","2021-05-20 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae",4,139,2021,"Gorbea"
"322",322,"20/05/21","10:30:00","1",1,"Bellis perennis","","","si",44,"","2021-05-20","2021-05-20 44","Lucilia caesar","Lucilia","caesar","Calliphoridae",4,139,2021,"Gorbea"
"323",323,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"324",324,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"325",325,"20/05/21","10:30:00","1",1,"Bellis perennis","?=44","","no",NA,"","2021-05-20","2021-05-20 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",4,139,2021,"Gorbea"
"326",326,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"327",327,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"328",328,"20/05/21","10:30:00","1",1,"Bellis perennis","?=44","","no",NA,"","2021-05-20","2021-05-20 NA","Lucilia caesar","Lucilia","caesar","Calliphoridae",4,139,2021,"Gorbea"
"329",329,"20/05/21","10:30:00","1",1,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"330",330,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"331",331,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Eristalis tenax","","no",NA,"","2021-05-20","2021-05-20 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,139,2021,"Gorbea"
"332",332,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"333",333,"20/05/21","10:30:00","1",1,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"334",334,"20/05/21","10:30:00","1",1,"Bellis perennis","Eristalis tenax","","no",NA,"","2021-05-20","2021-05-20 NA","Eristalis tenax","Eristalis","tenax","Syrphidae",4,139,2021,"Gorbea"
"335",335,"20/05/21","10:30:00","1",1,"Erysimum gorbeanum","?=26","","no",NA,"","2021-05-20","2021-05-20 NA","Andrena bicolor","Andrena","bicolor","Andrenidae",4,139,2021,"Gorbea"
"336",336,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"337",337,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Eristalis sp.","","no",NA,"","2021-05-20","2021-05-20 NA","Eristalis sp.","Eristalis","sp.","Syrphidae",4,139,2021,"Gorbea"
"338",338,"20/05/21","10:30:00","1",1,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"339",339,"20/05/21","10:30:00","1",1,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"340",340,"20/05/21","13:30:00","1",2,"Veronica sp.","?=C42","","",NA,"","2021-05-20","2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae",4,139,2021,"Gorbea"
"341",341,"20/05/21","13:30:00","1",2,"Scilla verna","","","",46,"","2021-05-20","2021-05-20 46","Empis sp","Empis","sp","Empididae",4,139,2021,"Gorbea"
"342",342,"20/05/21","13:30:00","1",2,"Vicia pyrenaica","","","",51,"","2021-05-20","2021-05-20 51","Eucera nigrescens","Eucera","nigrescens","Apidae",4,139,2021,"Gorbea"
"343",343,"20/05/21","13:30:00","1",2,"Erysimum gorbeanum","Sphaerophoria scripta","hembra","no",NA,"","2021-05-20","2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,139,2021,"Gorbea"
"344",344,"20/05/21","13:30:00","1",2,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-20","2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,139,2021,"Gorbea"
"345",345,"20/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"346",346,"20/05/21","13:30:00","1",2,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-20","2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,139,2021,"Gorbea"
"347",347,"20/05/21","13:30:00","1",2,"Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"","2021-05-20","2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,139,2021,"Gorbea"
"348",348,"20/05/21","13:30:00","1",2,"Scilla verna","?=C23","","no",NA,"","2021-05-20","2021-05-20 NA","Orthoptera","Orthoptera","","Orthoptera",4,139,2021,"Gorbea"
"349",349,"20/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"350",350,"20/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"351",351,"20/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"352",352,"20/05/21","13:30:00","1",2,"Taraxacum sp.","Apis mellifera","","no",NA,"","2021-05-20","2021-05-20 NA","Apis mellifera","Apis","mellifera","Apidae",4,139,2021,"Gorbea"
"353",353,"20/05/21","13:30:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"354",354,"20/05/21","13:30:00","1",2,"Ranunculus repens","?=39","","no",NA,"","2021-05-20","2021-05-20 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae",4,139,2021,"Gorbea"
"355",355,"20/05/21","13:30:00","1",2,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"356",356,"20/05/21","13:30:00","1",2,"Bellis perennis","Sphaerophoria scripta","macho","no",NA,"","2021-05-20","2021-05-20 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae",4,139,2021,"Gorbea"
"357",357,"20/05/21","13:30:00","1",2,"Bellis perennis","","","",48,"","2021-05-20","2021-05-20 48","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae",4,139,2021,"Gorbea"
"358",358,"20/05/21","16:00:00","1",3,"Veronica sp.","Lasiommata maera","","no",NA,"","2021-05-20","2021-05-20 NA","Lasiommata maera","Lasiommata","maera","Lepidoptera",4,139,2021,"Gorbea"
"359",359,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"360",360,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","?=30","","no",NA,"","2021-05-20","2021-05-20 NA","Anthophora plumipes","Anthophora","plumipes","Apidae",4,139,2021,"Gorbea"
"361",361,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","","","si",49,"","2021-05-20","2021-05-20 49","Eucera sp","Eucera","sp","Apidae",4,139,2021,"Gorbea"
"362",362,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","?=C42","","no",NA,"","2021-05-20","2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae",4,139,2021,"Gorbea"
"363",363,"20/05/21","16:00:00","1",3,"Bellis perennis","","","si",50,"","2021-05-20","2021-05-20 50","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,139,2021,"Gorbea"
"364",364,"20/05/21","16:00:00","1",3,"Erinus alpinus","?=C42","","no",NA,"","2021-05-20","2021-05-20 NA","Bombylius sp","Bombylius","sp","Bombyliidae",4,139,2021,"Gorbea"
"365",365,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","?=47","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus lapidarius","Bombus","lapidarius","Apidae",4,139,2021,"Gorbea"
"366",366,"20/05/21","16:00:00","1",3,"Erysimum gorbeanum","Vanessa cardui","","no",NA,"","2021-05-20","2021-05-20 NA","Vanessa cardui","Vanessa","cardui","Lepidoptera",4,139,2021,"Gorbea"
"367",367,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","Bombus pascuorum","","no",NA,"","2021-05-20","2021-05-20 NA","Bombus pascuorum","Bombus","pascuorum","Apidae",4,139,2021,"Gorbea"
"368",368,"20/05/21","16:00:00","1",3,"Vicia pyrenaica","?=30","","no",NA,"","2021-05-20","2021-05-20 NA","Anthophora plumipes","Anthophora","plumipes","Apidae",4,139,2021,"Gorbea"
"369",369,"20/05/21","16:00:00","1",3,"Erysimum gorbeanum","Macroglossum stellatarum","","no",NA,"","2021-05-20","2021-05-20 NA","Macroglossum stellatarum","Macroglossum","stellatarum","Lepidoptera",4,139,2021,"Gorbea"
"370",370,"25/05/21","13:30:00","5",2,"Potentilla erecta","","","si",51,"","2021-05-25","2021-05-25 51","Myolepta sp","Myolepta","sp","Syrphidae",4,144,2021,"Gorbea"
"371",371,"25/05/21","13:30:00","5",2,"Scilla verna","?=11","","no",NA,"","2021-05-25","2021-05-25 NA","Empis sp","Empis","sp","Empididae",4,144,2021,"Gorbea"
"372",372,"25/05/21","13:30:00","5",2,"Scilla verna","?=11","","no",NA,"","2021-05-25","2021-05-25 NA","Empis sp","Empis","sp","Empididae",4,144,2021,"Gorbea"
"373",373,"25/05/21","13:30:00","5",2,"Scilla verna","?=11","","no",NA,"","2021-05-25","2021-05-25 NA","Empis sp","Empis","sp","Empididae",4,144,2021,"Gorbea"
"374",374,"25/05/21","13:30:00","5",2,"Scorzonera humilis","?=51","","no",NA,"","2021-05-25","2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae",4,144,2021,"Gorbea"
"375",375,"25/05/21","13:30:00","5",2,"Potentilla erecta","?=52","","no",NA,"","2021-05-25","2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,144,2021,"Gorbea"
"376",376,"25/05/21","13:30:00","5",2,"Scorzonera humilis","?=52","","no",NA,"","2021-05-25","2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,144,2021,"Gorbea"
"377",377,"25/05/21","13:30:00","5",2,"Ranunculus repens","?=51","","no",NA,"","2021-05-25","2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae",4,144,2021,"Gorbea"
"378",378,"25/05/21","13:30:00","5",2,"Ranunculus repens","?=52","","no",NA,"","2021-05-25","2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,144,2021,"Gorbea"
"379",379,"25/05/21","15:30:00","5",3,"Ranunculus repens","?=51","","no",NA,"","2021-05-25","2021-05-25 NA","Myolepta sp","Myolepta","sp","Syrphidae",4,144,2021,"Gorbea"
"380",380,"25/05/21","15:30:00","5",3,"Ranunculus repens","?=52","","no",NA,"","2021-05-25","2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,144,2021,"Gorbea"
"381",381,"25/05/21","15:30:00","5",3,"Ranunculus repens","?=52","","no",NA,"","2021-05-25","2021-05-25 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae",4,144,2021,"Gorbea"
"382",382,"25/05/21","15:30:00","5",3,"Pedicularis sylvatica subsp. sylvatica","Bombus terrestris","","no",NA,"","2021-05-25","2021-05-25 NA","Bombus terrestris","Bombus","terrestris","Apidae",4,144,2021,"Gorbea"
