"","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Polinizador_curro","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian"
"152","04/05/21","16:00:00",3,"3","Potentilla montana","","","si",26,"",2021-05-04,"2021-05-04 26","Andrena bicolor","Andrena","bicolor","Andrenidae","3",123
"153","04/05/21","16:00:00",3,"3","Potentilla montana","Pyrgus malvoides","","no",NA,"",2021-05-04,"2021-05-04 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera","3",123
"154","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"155","06/05/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-06,"2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",125
"156","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"157","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"158","06/05/21","10:30:00",1,"1","Bellis perennis","","","si",27,"",2021-05-06,"2021-05-06 27","Eupeodes corollae","Eupeodes","corollae","Syrphidae","3",125
"159","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"160","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"161","06/05/21","10:30:00",1,"1","Bellis perennis","Eristalis sp.","","no",NA,"",2021-05-06,"2021-05-06 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","3",125
"162","06/05/21","10:30:00",1,"1","Scilla verna","Eristalis tenax","","no",NA,"",2021-05-06,"2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",125
"163","06/05/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-06,"2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",125
"164","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"165","06/05/21","10:30:00",1,"1","Taraxacum sp.","","","si",28,"",2021-05-06,"2021-05-06 28","Cheilosia sp","Cheilosia","sp","Syrphidae","3",125
"166","06/05/21","10:30:00",1,"1","Bellis perennis","?=33","","no",NA,"",2021-05-06,"2021-05-06 NA","Diptera","Diptera","","Diptera","3",125
"167","06/05/21","10:30:00",1,"1","Bellis perennis","?=33","","no",NA,"",2021-05-06,"2021-05-06 NA","Diptera","Diptera","","Diptera","3",125
"168","06/05/21","10:30:00",1,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"169","06/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"170","06/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"171","06/05/21","13:30:00",1,"2","Primula elatior","Bombus pascuorum","","no",NA,"",2021-05-06,"2021-05-06 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","3",125
"172","06/05/21","13:30:00",1,"2","Hutchinsia alpina","?=28","","no",NA,"",2021-05-06,"2021-05-06 NA","Cheilosia sp","Cheilosia","sp","Syrphidae","3",125
"173","06/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"174","06/05/21","13:30:00",1,"2","Erysimum gorbeanum","","","si",29,"",2021-05-06,"2021-05-06 29","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",125
"175","06/05/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"176","06/05/21","13:30:00",1,"2","Taraxacum sp.","Andrena cf morio","","no",NA,"",2021-05-06,"2021-05-06 NA","Andrena cf morio","Andrena","cf morio","Andrenidae","3",125
"177","06/05/21","16:00:00",1,"3","Viola riviniana","","","si",30,"",2021-05-06,"2021-05-06 30","Anthophora plumipes","Anthophora","plumipes","Apidae","3",125
"178","06/05/21","16:00:00",1,"3","Scilla verna","","","si",31,"",2021-05-06,"2021-05-06 31","Episyrphus sp","Episyrphus","sp","Syrphidae","3",125
"179","06/05/21","16:00:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"180","06/05/21","16:00:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"181","06/05/21","16:00:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"182","06/05/21","16:00:00",1,"3","Bellis perennis","Eristalis tenax","","no",NA,"",2021-05-06,"2021-05-06 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",125
"183","06/05/21","16:00:00",1,"3","Bellis perennis","?=27","","no",NA,"",2021-05-06,"2021-05-06 NA","Eupeodes corollae","Eupeodes","corollae","Syrphidae","3",125
"184","06/05/21","16:00:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-06,"2021-05-06 NA","Apis mellifera","Apis","mellifera","Apidae","3",125
"185","07/05/21","10:30:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"186","07/05/21","10:30:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"187","07/05/21","10:30:00",2,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-07,"2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",126
"188","07/05/21","10:30:00",2,"1","Taraxacum sp.","Pieris napi","","no",NA,"",2021-05-07,"2021-05-07 NA","Pieris napi","Pieris","napi","Lepidoptera","4",126
"189","07/05/21","13:00:00",2,"2","Taraxacum sp.","","","si",34,"",2021-05-07,"2021-05-07 34","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae","4",126
"190","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"191","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"192","07/05/21","13:00:00",2,"2","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-07,"2021-05-07 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","4",126
"193","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"194","07/05/21","13:00:00",2,"2","Pedicularis sylvatica subsp. sylvatica","Bombus pascuorum","","no",NA,"",2021-05-07,"2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",126
"195","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"196","07/05/21","13:00:00",2,"2","Viola riviniana","Bombus pascuorum","","no",NA,"",2021-05-07,"2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",126
"197","07/05/21","13:00:00",2,"2","Taraxacum sp.","Bombus pascuorum","","no",NA,"",2021-05-07,"2021-05-07 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","4",126
"198","07/05/21","13:00:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-05-07,"2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",126
"199","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"200","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"201","07/05/21","13:00:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"202","07/05/21","13:00:00",2,"2","Taraxacum sp.","?=34","","no",NA,"",2021-05-07,"2021-05-07 NA","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae","4",126
"203","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"204","07/05/21","15:30:00",2,"3","Bellis perennis","","","si",35,"",2021-05-07,"2021-05-07 35","Lucilia silvarum","Lucilia","silvarum","Calliphoridae","4",126
"205","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"206","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"207","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"208","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"209","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"210","07/05/21","15:30:00",2,"3","Bellis perennis","Eupeodes sp.","","",NA,"",2021-05-07,"2021-05-07 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","4",126
"211","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"212","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"213","07/05/21","15:30:00",2,"3","Taraxacum sp.","Eristalis tenax","","",NA,"",2021-05-07,"2021-05-07 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",126
"214","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"215","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"216","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"217","07/05/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","",NA,"",2021-05-07,"2021-05-07 NA","Apis mellifera","Apis","mellifera","Apidae","4",126
"218","07/05/21","15:30:00",2,"3","Bellis perennis","Pararge aegeria","","",NA,"",2021-05-07,"2021-05-07 NA","Pararge aegeria","Pararge","aegeria","Lepidoptera","4",126
"219","10/05/21","10:00:00",4,"1","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-05-10,"2021-05-10 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","2",129
"220","10/05/21","10:00:00",4,"1","Scilla verna","?=11","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"221","10/05/21","10:00:00",4,"1","Scilla verna","Eristalis tenax","","no",NA,"",2021-05-10,"2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",129
"222","10/05/21","13:00:00",4,"2","Bellis perennis","","","si",36,"",2021-05-10,"2021-05-10 36","Empis sp","Empis","sp","Empididae","2",129
"223","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"224","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"225","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"226","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"227","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"228","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"229","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"230","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"231","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"232","10/05/21","13:00:00",4,"2","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"233","10/05/21","13:00:00",4,"2","Scilla verna","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"234","10/05/21","13:00:00",4,"2","Scilla verna","","","si",37,"",2021-05-10,"2021-05-10 37","Andrena bicolor","Andrena","bicolor","Andrenidae","2",129
"235","10/05/21","13:00:00",4,"2","Ranunculus repens","Eristalis tenax","","",NA,"",2021-05-10,"2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",129
"236","10/05/21","13:00:00",4,"2","Bellis perennis","Eristalis tenax","","",NA,"",2021-05-10,"2021-05-10 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",129
"237","10/05/21","15:30:00",4,"3","Scilla verna","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"238","10/05/21","15:30:00",4,"3","Scilla verna","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"239","10/05/21","15:30:00",4,"3","Scilla verna","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"240","10/05/21","15:30:00",4,"3","Scilla verna","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"241","10/05/21","15:30:00",4,"3","Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"",2021-05-10,"2021-05-10 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","2",129
"242","10/05/21","15:30:00",4,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-10,"2021-05-10 NA","Apis mellifera","Apis","mellifera","Apidae","2",129
"243","10/05/21","15:30:00",4,"3","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"244","10/05/21","15:30:00",4,"3","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"245","10/05/21","15:30:00",4,"3","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"246","10/05/21","15:30:00",4,"3","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"247","10/05/21","15:30:00",4,"3","Bellis perennis","?=36","","no",NA,"",2021-05-10,"2021-05-10 NA","Empis sp","Empis","sp","Empididae","2",129
"248","10/05/21","15:30:00",4,"3","Taraxacum sp.","?=37","","no",NA,"",2021-05-10,"2021-05-10 NA","Andrena bicolor","Andrena","bicolor","Andrenidae","2",129
"249","14/05/21","10:30:00",5,"1","Scilla verna","?=22","","no",NA,"Moito frío",2021-05-14,"2021-05-14 NA","Empis sp","Empis","sp","Empididae","3",133
"250","14/05/21","10:30:00",5,"1","Ranunculus repens","coleopteros liña laranxa foto","","no",NA,"Moito frío",2021-05-14,"2021-05-14 NA","coleopteros liña laranxa foto","coleopteros","liña laranxa foto","Coleoptera","3",133
"251","14/05/21","13:00:00",5,"2","Ranunculus repens","","","si",38,"",2021-05-14,"2021-05-14 38","Myolepta sp","Myolepta","sp","Syrphidae","3",133
"252","14/05/21","13:00:00",5,"2","Pedicularis sylvatica subsp. sylvatica","Bombus pascuorum","","no",NA,"",2021-05-14,"2021-05-14 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","3",133
"253","14/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-14,"2021-05-14 NA","Empis sp","Empis","sp","Empididae","3",133
"254","14/05/21","15:30:00",5,"3","Scilla verna","?=22","","no",NA,"",2021-05-14,"2021-05-14 NA","Empis sp","Empis","sp","Empididae","3",133
"255","14/05/21","15:30:00",5,"3","Potentilla erecta","?=38","","no",NA,"",2021-05-14,"2021-05-14 NA","Myolepta sp","Myolepta","sp","Syrphidae","3",133
"256","14/05/21","15:30:00",5,"3","Ranunculus repens","?=C23","","no",NA,"",2021-05-14,"2021-05-14 NA","Orthoptera","Orthoptera","","Orthoptera","3",133
"257","14/05/21","15:30:00",5,"3","Potentilla erecta","?=C23","","no",NA,"",2021-05-14,"2021-05-14 NA","Orthoptera","Orthoptera","","Orthoptera","3",133
"258","14/05/21","15:30:00",5,"3","Scilla verna","?=22","","no",NA,"",2021-05-14,"2021-05-14 NA","Empis sp","Empis","sp","Empididae","3",133
"259","14/05/21","15:30:00",5,"3","Polygala vulgaris","Pyrgus malvoides","","no",NA,"",2021-05-14,"2021-05-14 NA","Pyrgus malvoides","Pyrgus","malvoides","Lepidoptera","3",133
"260","14/05/21","15:30:00",5,"3","Potentilla erecta","Sphaerophoria scripta","macho","no",NA,"",2021-05-14,"2021-05-14 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","3",133
"261","17/05/21","10:45:00",3,"1","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-05-17,"2021-05-17 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","4",136
"262","17/05/21","10:45:00",3,"1","Ranunculus repens","Sphaerophoria scripta","macho","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"263","17/05/21","10:45:00",3,"1","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-05-17,"2021-05-17 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","4",136
"264","17/05/21","13:15:00",3,"2","Ranunculus repens","","","si",39,"",2021-05-17,"2021-05-17 39","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"265","17/05/21","13:15:00",3,"2","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"266","17/05/21","13:15:00",3,"2","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"267","17/05/21","13:15:00",3,"2","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"268","17/05/21","13:15:00",3,"2","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"269","17/05/21","13:15:00",3,"2","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"270","17/05/21","13:15:00",3,"2","Bellis perennis","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"271","17/05/21","13:15:00",3,"2","Ranunculus repens","Eristalis tenax","","no",NA,"",2021-05-17,"2021-05-17 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","4",136
"272","17/05/21","13:15:00",3,"2","Potentilla montana","","","si",40,"",2021-05-17,"2021-05-17 40","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"273","17/05/21","13:15:00",3,"2","Potentilla montana","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"274","17/05/21","13:15:00",3,"2","Ranunculus repens","Sphaerophoria scripta","","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"275","17/05/21","13:15:00",3,"2","Bellis perennis","Sphaerophoria scripta","","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"276","17/05/21","13:15:00",3,"2","Potentilla montana","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"277","17/05/21","13:15:00",3,"2","Bellis perennis","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"278","17/05/21","13:15:00",3,"2","Bellis perennis","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"279","17/05/21","13:15:00",3,"2","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"280","17/05/21","13:15:00",3,"2","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"281","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"282","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"283","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"284","17/05/21","15:45:00",3,"3","Bellis perennis","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"285","17/05/21","15:45:00",3,"3","Pilosella officinarum","?=91","","no",NA,"",2021-05-17,"2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae","4",136
"286","17/05/21","15:45:00",3,"3","Pilosella officinarum","?=91","","no",NA,"",2021-05-17,"2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae","4",136
"287","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"288","17/05/21","15:45:00",3,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"289","17/05/21","15:45:00",3,"3","Ranunculus repens","?=91","","no",NA,"",2021-05-17,"2021-05-17 NA","Chrysolina sp","Chrysolina","sp","Chrysomelidae","4",136
"290","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"291","17/05/21","15:45:00",3,"3","Bellis perennis","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"292","17/05/21","15:45:00",3,"3","Ranunculus repens","Sphaerophoria scripta","hembra","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"293","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"294","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"295","17/05/21","15:45:00",3,"3","Ranunculus repens","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"296","17/05/21","15:45:00",3,"3","Bellis perennis","Sphaerophoria scripta","macho","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"297","17/05/21","15:45:00",3,"3","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-17,"2021-05-17 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","4",136
"298","17/05/21","15:45:00",3,"3","Bellis perennis","","","si",41,"",2021-05-17,"2021-05-17 41","Platycheirus albimanus","Platycheirus","albimanus","Syrphidae","4",136
"299","17/05/21","15:45:00",3,"3","Bellis perennis","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"300","17/05/21","15:45:00",3,"3","Ranunculus repens","?=39","","no",NA,"",2021-05-17,"2021-05-17 NA","Lasioglossum sp","Lasioglossum","sp","Halictidae","4",136
"301","17/05/21","15:45:00",3,"3","Potentilla erecta","?=40","","no",NA,"",2021-05-17,"2021-05-17 NA","Andrena minutuloides","Andrena","minutuloides","Andrenidae","4",136
"302","18/05/21","10:40:00",2,"1","Taraxacum sp.","","","si",42,"",2021-05-18,"2021-05-18 42","Bombus sylvestris","Bombus","sylvestris","Apidae","5",137
"303","18/05/21","10:40:00",2,"1","Bellis perennis","Sphaerophoria scripta","hembra","no",NA,"",2021-05-18,"2021-05-18 NA","Sphaerophoria scripta","Sphaerophoria","scripta","Syrphidae","5",137
"304","18/05/21","10:40:00",2,"1","Cardamine pratensis","?=26","","no",NA,"",2021-05-18,"2021-05-18 NA","Andrena bicolor","Andrena","bicolor","Andrenidae","5",137
"305","18/05/21","10:40:00",2,"1","Potentilla sterilis","","","si",43,"",2021-05-18,"2021-05-18 43","Empis sp","Empis","sp","Empididae","5",137
