"","Fecha","Hora","Bosque","Transecto","Planta","Polinizador","sexo","capturado","Codigo","Observaciones","Fecha2","b","Polinizador_curro","Pollinator_genus","Pollinator_sps","Pollinator_family","Periodo","julian"
"1","08/04/21","13:30:00",2,"2","Anemone nemorosa","","","si",1,"",2021-04-08,"2021-04-08 1","Sphaerophoria sp","Sphaerophoria","sp","Syrphidae","1",97
"2","08/04/21","13:30:00",2,"2","Potentilla montana","?=C1","","no",NA,"Andrena cf morio",2021-04-08,"2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae","1",97
"3","08/04/21","13:30:00",2,"2","Bellis perennis","?=2","","no",NA,"foto",2021-04-08,"2021-04-08 NA","Diptera","Diptera","","Diptera","1",97
"4","08/04/21","13:30:00",2,"2","Potentilla montana","?=C1","","no",NA,"Andrena cf morio",2021-04-08,"2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae","1",97
"5","08/04/21","13:30:00",2,"2","Bellis perennis","Eristalis sp.","","no",NA,"",2021-04-08,"2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",97
"6","08/04/21","13:30:00",2,"2","Bellis perennis","Eristalis sp.","","no",NA,"",2021-04-08,"2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",97
"7","08/04/21","13:30:00",2,"2","Potentilla montana","?=C1","","no",NA,"Andrena cf morio",2021-04-08,"2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae","1",97
"8","08/04/21","13:30:00",2,"2","Ranunculus ficaria","Eristalis sp.","","no",NA,"",2021-04-08,"2021-04-08 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",97
"9","08/04/21","13:30:00",2,"2","Bellis perennis","?=C1","","no",NA,"Andrena cf morio",2021-04-08,"2021-04-08 NA","Andrena cineraria","Andrena","cineraria","Andrenidae","1",97
"10","08/04/21","16:00:00",2,"3","Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"",2021-04-08,"2021-04-08 NA","Apis mellifera","Apis","mellifera","Apidae","1",97
"11","13/04/21","11:00:00",3,"1","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","1",102
"12","13/04/21","13:30:00",3,"2","Potentilla montana","","","si",3,"",2021-04-13,"2021-04-13 3","Andrena nitida","Andrena","nitida","Andrenidae","1",102
"13","13/04/21","13:30:00",3,"2","Lathyrus linifolius","","","si",4,"Posible B. Pratorum??",2021-04-13,"2021-04-13 4","Bombus lapidarius","Bombus","lapidarius","Apidae","1",102
"14","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus pascuorum","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","1",102
"15","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus pascuorum","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","1",102
"16","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus pascuorum","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","1",102
"17","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","1",102
"18","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","1",102
"19","13/04/21","15:30:00",3,"3","Lathyrus linifolius","?=3","","no",NA,"",2021-04-13,"2021-04-13 NA","Andrena nitida","Andrena","nitida","Andrenidae","1",102
"20","13/04/21","15:30:00",3,"3","Lathyrus linifolius","Bombus pascuorum","","no",NA,"",2021-04-13,"2021-04-13 NA","Bombus pascuorum","Bombus","pascuorum","Apidae","1",102
"21","13/04/21","15:30:00",3,"3","Scilla verna","Eristalis sp.","","no",NA,"",2021-04-13,"2021-04-13 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",102
"22","14/04/21","10:30:00",1,"1","Ranunculus ficaria","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"23","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","si",5,"",2021-04-14,"2021-04-14 5","Eristalis similis","Eristalis","similis","Syrphidae","1",103
"24","14/04/21","10:30:00",1,"1","Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"",2021-04-14,"2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae","1",103
"25","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",103
"26","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"27","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"28","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"29","14/04/21","10:30:00",1,"1","Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"",2021-04-14,"2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae","1",103
"30","14/04/21","10:30:00",1,"1","Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"",2021-04-14,"2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae","1",103
"31","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"32","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"33","14/04/21","10:30:00",1,"1","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",103
"34","14/04/21","10:30:00",1,"1","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",103
"35","14/04/21","13:30:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-14,"2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae","1",103
"36","14/04/21","13:30:00",1,"2","Taraxacum sp.","","","si",8,"similar a 3",2021-04-14,"2021-04-14 8","Andrena nitida","Andrena","nitida","Andrenidae","1",103
"37","14/04/21","16:00:00",1,"3","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","1",103
"38","14/04/21","16:00:00",1,"3","Helleborus viridis subsp. occidentalis","Bombus terrestris","","no",NA,"",2021-04-14,"2021-04-14 NA","Bombus terrestris","Bombus","terrestris","Apidae","1",103
"39","14/04/21","16:00:00",1,"3","Taraxacum sp.","?=8","","no",NA,"",2021-04-14,"2021-04-14 NA","Andrena nitida","Andrena","nitida","Andrenidae","1",103
"40","14/04/21","16:00:00",1,"3","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-14,"2021-04-14 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",103
"41","14/04/21","16:00:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-14,"2021-04-14 NA","Apis mellifera","Apis","mellifera","Apidae","1",103
"42","15/04/21","10:30:00",2,"1","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","2",104
"43","15/04/21","13:15:00",2,"2","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"44","15/04/21","13:15:00",2,"2","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"45","15/04/21","13:15:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"46","15/04/21","13:15:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"47","15/04/21","13:15:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"48","15/04/21","13:15:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"49","15/04/21","13:15:00",2,"2","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"50","15/04/21","13:15:00",2,"2","Potentilla sterilis","Bombus terrestris","","no",NA,"",2021-04-15,"2021-04-15 NA","Bombus terrestris","Bombus","terrestris","Apidae","2",104
"51","15/04/21","15:30:00",2,"3","Taraxacum sp.","?=8","","no",NA,"",2021-04-15,"2021-04-15 NA","Andrena nitida","Andrena","nitida","Andrenidae","2",104
"52","15/04/21","15:30:00",2,"3","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"53","15/04/21","15:30:00",2,"3","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-04-15,"2021-04-15 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","2",104
"54","15/04/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-15,"2021-04-15 NA","Apis mellifera","Apis","mellifera","Apidae","2",104
"55","15/04/21","15:30:00",2,"3","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-15,"2021-04-15 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",104
"56","15/04/21","15:30:00",2,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-15,"2021-04-15 NA","Apis mellifera","Apis","mellifera","Apidae","2",104
"57","16/04/21","13:40:00",3,"2","Scilla verna","Eristalis sp.","","no",NA,"frío",2021-04-16,"2021-04-16 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","2",105
"58","16/04/21","15:45:00",3,"3","Lathyrus linifolius","?=C4","","no",NA,"",2021-04-16,"2021-04-16 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","2",105
"59","16/04/21","15:45:00",3,"3","Scilla verna","","","si",10,"",2021-04-16,"2021-04-16 10","Andrena nigroaenea","Andrena","nigroaenea","Andrenidae","2",105
"60","21/04/21","10:30:00",5,"1","Scilla verna","Eristalis tenax","","no",NA,"",2021-04-21,"2021-04-21 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",110
"61","21/04/21","10:30:00",5,"1","Scilla verna","","","si",11,"",2021-04-21,"2021-04-21 11","Empis sp","Empis","sp","Empididae","1",110
"62","21/04/21","13:30:00",5,"2","Scilla verna","?=11","","no",NA,"",2021-04-21,"2021-04-21 NA","Empis sp","Empis","sp","Empididae","1",110
"63","21/04/21","13:30:00",5,"2","Scilla verna","?=11","","no",NA,"",2021-04-21,"2021-04-21 NA","Empis sp","Empis","sp","Empididae","1",110
"64","23/04/21","10:30:00",2,"1","Taraxacum sp.","Eupeodes sp.","","no",NA,"",2021-04-23,"2021-04-23 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","3",112
"65","23/04/21","10:30:00",2,"1","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"66","23/04/21","10:30:00",2,"1","Taraxacum sp.","Andrena cf morio","","no",NA,"",2021-04-23,"2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae","3",112
"67","23/04/21","10:30:00",2,"1","Taraxacum sp.","Andrena cf morio","","no",NA,"",2021-04-23,"2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae","3",112
"68","23/04/21","10:30:00",2,"1","Bellis perennis","Andrena cf morio","","si",13,"",2021-04-23,"2021-04-23 13","Andrena minutula","Andrena","minutula","Andrenidae","3",112
"69","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"70","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"71","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"72","23/04/21","13:30:00",2,"2","Bellis perennis","Eristalis sp.","","no",NA,"",2021-04-23,"2021-04-23 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","3",112
"73","23/04/21","13:30:00",2,"2","Bellis perennis","?=13","","no",NA,"",2021-04-23,"2021-04-23 NA","Andrena minutula","Andrena","minutula","Andrenidae","3",112
"74","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"75","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"76","23/04/21","13:30:00",2,"2","Bellis perennis","Eristalis sp.","","no",NA,"",2021-04-23,"2021-04-23 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","3",112
"77","23/04/21","13:30:00",2,"2","Taraxacum sp.","","","si",14,"",2021-04-23,"2021-04-23 14","Andrena nitida","Andrena","nitida","Andrenidae","3",112
"78","23/04/21","13:30:00",2,"2","Taraxacum sp.","Andrena cf morio","","no",NA,"",2021-04-23,"2021-04-23 NA","Andrena cf morio","Andrena","cf morio","Andrenidae","3",112
"79","23/04/21","13:30:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-23,"2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",112
"80","23/04/21","13:30:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-23,"2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",112
"81","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"82","23/04/21","13:30:00",2,"2","Taraxacum sp.","?=14","","no",NA,"",2021-04-23,"2021-04-23 NA","Andrena nitida","Andrena","nitida","Andrenidae","3",112
"83","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"84","23/04/21","13:30:00",2,"2","Bellis perennis","Eristalis tenax","","no",NA,"",2021-04-23,"2021-04-23 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","3",112
"85","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"86","23/04/21","13:30:00",2,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-23,"2021-04-23 NA","Apis mellifera","Apis","mellifera","Apidae","3",112
"87","23/04/21","13:30:00",2,"2","Bellis perennis","","","si",15,"",2021-04-23,"2021-04-23 15","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",112
"88","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"89","24/04/21","13:00:00",1,"2","Taraxacum sp.","","","si",18,"",2021-04-24,"2021-04-24 18","Eupeodes corollae","Eupeodes","corollae","Syrphidae","2",113
"90","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"91","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"92","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"93","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"94","24/04/21","13:00:00",1,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"95","24/04/21","13:00:00",1,"2","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-24,"2021-04-24 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","2",113
"96","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"97","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"98","24/04/21","15:30:00",1,"3","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-04-24,"2021-04-24 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","2",113
"99","24/04/21","15:30:00",1,"3","Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"100","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"101","24/04/21","15:30:00",1,"3","Taraxacum sp.","Bombus sp.","","no",NA,"",2021-04-24,"2021-04-24 NA","Bombus sp.","Bombus","sp.","Apidae","2",113
"102","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"103","24/04/21","15:30:00",1,"3","Taraxacum sp.","","","si",20,"",2021-04-24,"2021-04-24 20","Andrena bicolor","Andrena","bicolor","Andrenidae","2",113
"104","24/04/21","15:30:00",1,"3","Taraxacum sp.","?=20","","no",NA,"",2021-04-24,"2021-04-24 NA","Andrena bicolor","Andrena","bicolor","Andrenidae","2",113
"105","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"106","24/04/21","15:30:00",1,"3","Taraxacum sp.","Eristalis sp.","","no",NA,"",2021-04-24,"2021-04-24 NA","Eristalis sp.","Eristalis","sp.","Syrphidae","2",113
"107","24/04/21","15:30:00",1,"3","Helleborus viridis subsp. occidentalis","","","si",21,"",2021-04-24,"2021-04-24 21","Bombus soroeensis","Bombus","soroeensis","Apidae","2",113
"108","24/04/21","15:30:00",1,"3","Helleborus viridis subsp. occidentalis","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"109","24/04/21","15:30:00",1,"3","Taraxacum sp.","Pieris brassicae","","no",NA,"foto",2021-04-24,"2021-04-24 NA","Pieris brassicae","Pieris","brassicae","Lepidoptera","2",113
"110","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"111","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"112","24/04/21","15:30:00",1,"3","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-04-24,"2021-04-24 NA","Apis mellifera","Apis","mellifera","Apidae","2",113
"113","02/05/21","10:30:00",5,"1","Scilla verna","","","si",22,"",2021-05-02,"2021-05-02 22","Empis sp","Empis","sp","Empididae","2",121
"114","02/05/21","10:30:00",5,"1","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"115","02/05/21","13:00:00",5,"2","Scilla verna","Eristalis tenax","","no",NA,"",2021-05-02,"2021-05-02 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","2",121
"116","02/05/21","13:00:00",5,"2","Pedicularis sylvatica subsp. sylvatica","Bombus hortorum","","no",NA,"",2021-05-02,"2021-05-02 NA","Bombus hortorum","Bombus","hortorum","Apidae","2",121
"117","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"118","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"119","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"120","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"121","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"122","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"123","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"124","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"125","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"126","02/05/21","13:00:00",5,"2","Scilla verna","?=22","","no",NA,"",2021-05-02,"2021-05-02 NA","Empis sp","Empis","sp","Empididae","2",121
"127","02/05/21","13:00:00",5,"2","Pedicularis sylvatica subsp. sylvatica","Bombus hortorum","","no",NA,"",2021-05-02,"2021-05-02 NA","Bombus hortorum","Bombus","hortorum","Apidae","2",121
"128","03/05/21","10:45:00",4,"1","Scilla verna","?=22","","no",NA,"",2021-05-03,"2021-05-03 NA","Empis sp","Empis","sp","Empididae","1",122
"129","03/05/21","13:15:00",4,"2","Taraxacum sp.","Eristalis tenax","","no",NA,"",2021-05-03,"2021-05-03 NA","Eristalis tenax","Eristalis","tenax","Syrphidae","1",122
"130","03/05/21","13:15:00",4,"2","Taraxacum sp.","Apis mellifera","","no",NA,"",2021-05-03,"2021-05-03 NA","Apis mellifera","Apis","mellifera","Apidae","1",122
"131","04/05/21","10:30:00",3,"1","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-05-04,"2021-05-04 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","3",123
"132","04/05/21","13:30:00",3,"2","Potentilla erecta","","","si",24,"",2021-05-04,"2021-05-04 24","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"133","04/05/21","13:30:00",3,"2","Potentilla erecta","?=24","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"134","04/05/21","13:30:00",3,"2","Ranunculus repens","","","si",25,"",2021-05-04,"2021-05-04 25","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"135","04/05/21","13:30:00",3,"2","Potentilla montana","?=24","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"136","04/05/21","13:30:00",3,"2","Bellis perennis","Eupeodes sp.","","no",NA,"",2021-05-04,"2021-05-04 NA","Eupeodes sp.","Eupeodes","sp.","Syrphidae","3",123
"137","04/05/21","13:30:00",3,"2","Potentilla erecta","?=24","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"138","04/05/21","13:30:00",3,"2","Lathyrus linifolius","Bombus lapidarius","","no",NA,"",2021-05-04,"2021-05-04 NA","Bombus lapidarius","Bombus","lapidarius","Apidae","3",123
"139","04/05/21","13:30:00",3,"2","Bellis perennis","Curculionoidea","","no",NA,"fotos (superfamilia curculionoidea)",2021-05-04,"2021-05-04 NA","Curculionoidea","Curculionoidea","",NA,"3",123
"140","04/05/21","13:30:00",3,"2","Potentilla erecta","?=24","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"141","04/05/21","13:30:00",3,"2","Potentilla montana","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"142","04/05/21","13:30:00",3,"2","Potentilla montana","?=24","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum tricinctum","Lasioglossum","tricinctum","Halictidae","3",123
"143","04/05/21","16:00:00",3,"3","Ranunculus repens","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"144","04/05/21","16:00:00",3,"3","Potentilla erecta","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"145","04/05/21","16:00:00",3,"3","Bellis perennis","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"146","04/05/21","16:00:00",3,"3","Potentilla montana","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"147","04/05/21","16:00:00",3,"3","Potentilla erecta","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"148","04/05/21","16:00:00",3,"3","Potentilla montana","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"149","04/05/21","16:00:00",3,"3","Potentilla montana","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"150","04/05/21","16:00:00",3,"3","Potentilla erecta","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
"151","04/05/21","16:00:00",3,"3","Bellis perennis","?=25","","no",NA,"",2021-05-04,"2021-05-04 NA","Lasioglossum immunitum","Lasioglossum","immunitum","Halictidae","3",123
