"","Fecha","Hora","Bosque","Periodo","Transecto","entrada","Planta","capturado","Codigo","Order","Pollinator_genus","Pollinator_sps","Pollinator_family","Pollinator_id","Fecha2","julian"
"1","09.03.2021","9:30","Pinar Aznalcazar",1,1,1,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"2","09.03.2021","9:30","Pinar Aznalcazar",1,1,2,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"3","09.03.2021","9:30","Pinar Aznalcazar",1,1,3,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"4","09.03.2021","13:00","Pinar Aznalcazar",1,2,1,"Cistus salviifolius","no","","Hymenoptera","Lasioglossum","","Halictidae","Lasioglossum ",2021-03-09,67
"5","09.03.2021","13:00","Pinar Aznalcazar",1,2,2,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"6","09.03.2021","13:00","Pinar Aznalcazar",1,2,3,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"7","09.03.2021","13:00","Pinar Aznalcazar",1,2,4,"Cistus salviifolius","AT1-01","","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-03-09,67
"8","09.03.2021","13:00","Pinar Aznalcazar",1,2,5,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"9","09.03.2021","13:00","Pinar Aznalcazar",1,2,6,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"10","09.03.2021","13:00","Pinar Aznalcazar",1,2,7,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"11","09.03.2021","13:00","Pinar Aznalcazar",1,2,8,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"12","09.03.2021","13:00","Pinar Aznalcazar",1,2,9,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"13","09.03.2021","13:00","Pinar Aznalcazar",1,2,10,"Cistus salviifolius","no","","Coleoptera","Tropinota","squalida","Scarabaeidae","Tropinota squalida",2021-03-09,67
"14","09.03.2021","13:00","Pinar Aznalcazar",1,2,11,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"15","09.03.2021","13:00","Pinar Aznalcazar",1,2,12,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"16","09.03.2021","13:00","Pinar Aznalcazar",1,2,13,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"17","09.03.2021","13:00","Pinar Aznalcazar",1,2,14,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"18","09.03.2021","13:00","Pinar Aznalcazar",1,2,15,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"19","09.03.2021","13:00","Pinar Aznalcazar",1,2,16,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"20","09.03.2021","13:00","Pinar Aznalcazar",1,2,17,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"21","09.03.2021","13:00","Pinar Aznalcazar",1,2,18,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"22","09.03.2021","13:00","Pinar Aznalcazar",1,2,19,"Cistus salviifolius","AT1-02","","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-03-09,67
"23","09.03.2021","13:00","Pinar Aznalcazar",1,2,20,"Cistus salviifolius","idem AT1-02","","Hymenoptera","","",""," ",2021-03-09,67
"24","09.03.2021","13:00","Pinar Aznalcazar",1,2,21,"Cistus salviifolius","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-03-09,67
"25","09.03.2021","16:00","Pinar Aznalcazar",1,3,1,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"26","09.03.2021","16:00","Pinar Aznalcazar",1,3,2,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"27","09.03.2021","16:00","Pinar Aznalcazar",1,3,3,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"28","09.03.2021","16:00","Pinar Aznalcazar",1,3,4,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"29","09.03.2021","16:00","Pinar Aznalcazar",1,3,5,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"30","09.03.2021","16:00","Pinar Aznalcazar",1,3,6,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"31","09.03.2021","16:00","Pinar Aznalcazar",1,3,7,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"32","09.03.2021","16:00","Pinar Aznalcazar",1,3,8,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"33","09.03.2021","16:00","Pinar Aznalcazar",1,3,9,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"34","09.03.2021","16:00","Pinar Aznalcazar",1,3,10,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"35","09.03.2021","16:00","Pinar Aznalcazar",1,3,11,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"36","09.03.2021","16:00","Pinar Aznalcazar",1,3,12,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"37","09.03.2021","16:00","Pinar Aznalcazar",1,3,13,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"38","09.03.2021","16:00","Pinar Aznalcazar",1,3,14,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"39","09.03.2021","16:00","Pinar Aznalcazar",1,3,15,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"40","09.03.2021","16:00","Pinar Aznalcazar",1,3,16,"Cistus salviifolius","idem AT1-02","","Hymenoptera","","",""," ",2021-03-09,67
"41","09.03.2021","16:00","Pinar Aznalcazar",1,3,17,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"42","09.03.2021","16:00","Pinar Aznalcazar",1,3,18,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"43","09.03.2021","16:00","Pinar Aznalcazar",1,3,19,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"44","09.03.2021","16:00","Pinar Aznalcazar",1,3,20,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"45","09.03.2021","16:00","Pinar Aznalcazar",1,3,21,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"46","09.03.2021","16:00","Pinar Aznalcazar",1,3,22,"Lavandula stoechas","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"47","09.03.2021","16:00","Pinar Aznalcazar",1,3,23,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"48","09.03.2021","16:00","Pinar Aznalcazar",1,3,24,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"49","09.03.2021","16:00","Pinar Aznalcazar",1,3,25,"Cistus salviifolius","idem AT1-04","","Diptera","","",""," ",2021-03-09,67
"50","09.03.2021","16:00","Pinar Aznalcazar",1,3,26,"Cistus salviifolius","si","AT1-03","Diptera","Myathropa","florea","Syrphidae","Myathropa florea",2021-03-09,67
"51","09.03.2021","16:00","Pinar Aznalcazar",1,3,27,"Cistus salviifolius","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"52","09.03.2021","16:00","Pinar Aznalcazar",1,3,28,"Rosmarinus officinalis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-09,67
"53","09.03.2021","16:00","Pinar Aznalcazar",1,3,29,"Cistus salviifolius","si","AT1-04","Diptera","Eristalis","tenax","Syrphidae","Eristalis tenax",2021-03-09,67
"54","02.03.2021","9:30","Pinar Hinojos",1,1,1,"Halimium calycinum","si","HT1-01","Diptera","Platycheirus","sp","Syrphidae","Platycheirus sp",2021-03-02,60
"55","02.03.2021","9:30","Pinar Hinojos",1,1,2,"Halimium calycinum","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-03-02,60
"56","02.03.2021","9:30","Pinar Hinojos",1,1,3,"Halimium calycinum","idem HT1-01","","Diptera","","",""," ",2021-03-02,60
"57","02.03.2021","9:30","Pinar Hinojos",1,1,4,"Halimium calycinum","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-03-02,60
"58","02.03.2021","9:30","Pinar Hinojos",1,1,5,"Ulex australis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-02,60
"59","02.03.2021","9:30","Pinar Hinojos",1,1,6,"Halimium calycinum","idem HT1-01","","Diptera","","",""," ",2021-03-02,60
"60","02.03.2021","9:30","Pinar Hinojos",1,1,7,"Halimium calycinum","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-03-02,60
"61","02.03.2021","9:30","Pinar Hinojos",1,1,8,"Halimium calycinum","idem HT1-02","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-02,60
"62","02.03.2021","13:00","Pinar Hinojos",1,2,1,"Halimium calycinum","idem HT1-01","","Diptera","","",""," ",2021-03-02,60
"63","02.03.2021","13:00","Pinar Hinojos",1,2,2,"Halimium calycinum","si","HT1-02","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-02,60
"64","02.03.2021","13:00","Pinar Hinojos",1,2,3,"Halimium calycinum","no","","Hymenoptera","Ceratina","sp","Apidae","Ceratina sp",2021-03-02,60
"65","02.03.2021","13:00","Pinar Hinojos",1,2,4,"Halimium calycinum","idem HT1-01","","Diptera","","",""," ",2021-03-02,60
"66","02.03.2021","13:00","Pinar Hinojos",1,2,5,"Halimium calycinum","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-02,60
"67","02.03.2021","13:00","Pinar Hinojos",1,2,6,"Halimium calycinum","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-02,60
"68","02.03.2021","13:00","Pinar Hinojos",1,2,7,"Halimium calycinum","no","","Coleoptera","Oxythyrea","funesta","Cetonidae","Oxythyrea funesta",2021-03-02,60
"69","02.03.2021","13:00","Pinar Hinojos",1,2,8,"Halimium calycinum","no","","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-02,60
"70","02.03.2021","13:00","Pinar Hinojos",1,2,9,"Halimium calycinum","no","","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-02,60
"71","02.03.2021","13:00","Pinar Hinojos",1,2,10,"Halimium calycinum","no","","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-02,60
"72","02.03.2021","13:00","Pinar Hinojos",1,2,11,"Oxalis pes-caprae","no","","Hymenoptera","Andrena","sp","Andrenidae","Andrena sp",2021-03-02,60
"73","02.03.2021","16:00","Pinar Hinojos",1,3,1,"Halimium calycinum","no","","Hymenoptera","Anthophora","retusa","Apidae","Anthophora retusa",2021-03-02,60
"74","02.03.2021","16:00","Pinar Hinojos",1,3,2,"Halimium calycinum","no","","Hymenoptera","Anthophora","retusa","Apidae","Anthophora retusa",2021-03-02,60
"75","02.03.2021","16:00","Pinar Hinojos",1,3,3,"Ulex australis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-02,60
"76","11.03.2021","9:30","Pinar Hinojos",2,1,1,"Halimium calycinum","no","","Hymenoptera","Anthophora","hispania","Apidae","Anthophora hispania",2021-03-11,69
"77","11.03.2021","9:30","Pinar Hinojos",2,1,2,"Halimium calycinum","si","HT2-01","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-11,69
"78","11.03.2021","9:30","Pinar Hinojos",2,1,3,"Halimium calycinum","si","HT2-02","Diptera","Platycheirus","sp","Syrphidae","Platycheirus sp",2021-03-11,69
"79","11.03.2021","9:30","Pinar Hinojos",2,1,4,"Halimium calycinum","si","HT2-03","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-11,69
"80","11.03.2021","9:30","Pinar Hinojos",2,1,5,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"81","11.03.2021","9:30","Pinar Hinojos",2,1,6,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"82","11.03.2021","9:30","Pinar Hinojos",2,1,7,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"83","11.03.2021","9:30","Pinar Hinojos",2,1,8,"Halimium calycinum","idem HT2-01","","Hymenoptera","","",""," ",2021-03-11,69
"84","11.03.2021","9:30","Pinar Hinojos",2,1,9,"Halimium calycinum","idem HT2-01","","Hymenoptera","","",""," ",2021-03-11,69
"85","11.03.2021","9:30","Pinar Hinojos",2,1,10,"Halimium calycinum","","HT2-04","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-11,69
"86","11.03.2021","9:30","Pinar Hinojos",2,1,11,"Halimium calycinum","idem HT2-03","","Diptera","","",""," ",2021-03-11,69
"87","11.03.2021","9:30","Pinar Hinojos",2,1,12,"Brassica barrelieri","idem HT2-06","","Diptera","","",""," ",2021-03-11,69
"88","11.03.2021","9:30","Pinar Hinojos",2,1,13,"Retama sphaerocarpa","no","","Hymenoptera","Bombus","terrestris","Apidae","Bombus terrestris",2021-03-11,69
"89","11.03.2021","13:00","Pinar Hinojos",2,2,1,"Halimium calycinum","idem HT2-06","","Diptera","","",""," ",2021-03-11,69
"90","11.03.2021","13:00","Pinar Hinojos",2,2,2,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"91","11.03.2021","13:00","Pinar Hinojos",2,2,3,"Halimium calycinum","idem HT2-01","","Hymenoptera","","",""," ",2021-03-11,69
"92","11.03.2021","13:00","Pinar Hinojos",2,2,4,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"93","11.03.2021","13:00","Pinar Hinojos",2,2,5,"Halimium calycinum","si","HT2-05","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-11,69
"94","11.03.2021","13:00","Pinar Hinojos",2,2,6,"Halimium calycinum","si","HT2-06","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-11,69
"95","11.03.2021","13:00","Pinar Hinojos",2,2,7,"Oxalis pes-caprae","no","","Hymenoptera","Andrena","sp","Andrenidae","Andrena sp",2021-03-11,69
"96","11.03.2021","16:00","Pinar Hinojos",2,3,1,"Halimium calycinum","idem HT2-06","","Diptera","","",""," ",2021-03-11,69
"97","11.03.2021","16:00","Pinar Hinojos",2,3,2,"Halimium calycinum","idem HT2-02","","Diptera","","",""," ",2021-03-11,69
"98","11.03.2021","16:00","Pinar Hinojos",2,3,3,"Ulex australis","no","","Hymenoptera","Apis","mellifera","Apidae","Apis mellifera",2021-03-11,69
"99","11.03.2021","16:00","Pinar Hinojos",2,3,4,"Ulex australis","no","","Hymenoptera","Anthophora","sp","Apidae","Anthophora sp",2021-03-11,69
"100","19.03.2021","9:30","Pinar Hinojos",3,1,1,"Halimium calycinum","si","HT3-01","Diptera","Eristalis","similis","Syrphidae","Eristalis similis",2021-03-19,77
"101","19.03.2021","9:30","Pinar Hinojos",3,1,2,"Halimium calycinum","si","HT3-02","Hymenoptera","Lasioglossum","morio","Halictidae","Lasioglossum morio",2021-03-19,77
"102","19.03.2021","9:30","Pinar Hinojos",3,1,3,"Halimium calycinum","no","","Hymenoptera","Lasioglossum","sp","Halictidae","Lasioglossum sp",2021-03-19,77
"103","19.03.2021","9:30","Pinar Hinojos",3,1,4,"Halimium calycinum","si","HT3-03","Diptera","Platycheirus","sp","Syrphidae","Platycheirus sp",2021-03-19,77
"104","19.03.2021","13:00","Pinar Hinojos",3,2,1,"Halimium calycinum","si","HT3-04","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-19,77
"105","31.03.2021","9:30","Pinar Hinojos",4,1,1,"Halimium calycinum","no","","Diptera","Empis","tesellata","Empididae","Empis tesellata",2021-03-31,89
"106","31.03.2021","9:30","Pinar Hinojos",4,1,2,"Halimium calycinum","si","HT4-01","Diptera","Sphaerophoria","scripta","Syrphidae","Sphaerophoria scripta",2021-03-31,89
"107","31.03.2021","9:30","Pinar Hinojos",4,1,3,"Halimium calycinum","si","HT4-02","Diptera","Meliscaeva","auricollis","Syrphidae","Meliscaeva auricollis",2021-03-31,89
"108","31.03.2021","9:30","Pinar Hinojos",4,1,4,"Halimium calycinum","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-03-31,89
"109","31.03.2021","9:30","Pinar Hinojos",4,1,5,"Halimium calycinum","si","HT4-03","Diptera","Platycheirus","sp","Syrphidae","Platycheirus sp",2021-03-31,89
"110","31.03.2021","13:00","Pinar Hinojos",4,2,1,"Halimium calycinum","si","HT4-04","Diptera","Eupeodes","sp","Syrphidae","Eupeodes sp",2021-03-31,89
"111","31.03.2021","13:00","Pinar Hinojos",4,2,2,"Leontodon longirostris","si","HT4-05","Hymenoptera","Andrena","rhyssonota","Andrenidae","Andrena rhyssonota",2021-03-31,89
"112","31.03.2021","16:00","Pinar Hinojos",4,3,1,"Cistus salviifolius","idem HT4-04","","Diptera","","",""," ",2021-03-31,89
"113","31.03.2021","16:00","Pinar Hinojos",4,3,2,"Cistus salviifolius","idem HT4-05","","Diptera","","",""," ",2021-03-31,89
"114","09.04.2021","9:30","Pinar Hinojos",5,1,1,"Halimium calycinum","si","HT5-01","Diptera","Platycheirus","sp","Syrphidae","Platycheirus sp",2021-04-09,98
"115","09.04.2021","9:30","Pinar Hinojos",5,1,2,"Halimium calycinum","no","","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-04-09,98
"116","09.04.2021","9:30","Pinar Hinojos",5,1,3,"Halimium calycinum","si","HT5-02","Diptera","Eupeodes","sp","Syrphidae","Eupeodes sp",2021-04-09,98
"117","09.04.2021","9:30","Pinar Hinojos",5,1,4,"Cistus libanotis","si","HT5-03","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-04-09,98
"118","09.04.2021","9:30","Pinar Hinojos",5,1,5,"Halimium calycinum","idem HT5-01","","Diptera","","",""," ",2021-04-09,98
"119","09.04.2021","9:30","Pinar Hinojos",5,1,6,"Halimium calycinum","no","","Coleoptera","Psilothrix","viridicoerulea","Melyridae","Psilothrix viridicoerulea",2021-04-09,98
"120","09.04.2021","9:30","Pinar Hinojos",5,1,7,"Lavandula stoechas","no","","Hymenoptera","Bombus","terrestris","Apidae","Bombus terrestris",2021-04-09,98
"121","09.04.2021","13:00","Pinar Hinojos",5,2,1,"Halimium calycinum","si","HT5-04","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-09,98
"122","09.04.2021","13:00","Pinar Hinojos",5,2,2,"Halimium calycinum","si","HT5-05","Coleoptera","Brachycoleus","triangularis","Miridae","Brachycoleus triangularis",2021-04-09,98
"123","09.04.2021","13:00","Pinar Hinojos",5,2,3,"Halimium calycinum","si","HT5-06","Hymenoptera","Eucera","clypeata","Apidae","Eucera clypeata",2021-04-09,98
"124","09.04.2021","13:00","Pinar Hinojos",5,2,4,"Urospermum picroides","si","HT5-07","Hymenoptera","Andrena","sp","Andrenidae","Andrena sp",2021-04-09,98
"125","09.04.2021","13:00","Pinar Hinojos",5,2,5,"Cerinthe major","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-04-09,98
"126","09.04.2021","13:00","Pinar Hinojos",5,2,6,"Lavandula stoechas","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-04-09,98
"127","09.04.2021","16:00","Pinar Hinojos",5,3,1,"Crepis vesicaria","si","HT5-08","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-04-09,98
"128","09.04.2021","16:00","Pinar Hinojos",5,3,2,"Lavandula stoechas","no","","Hymenoptera","Xylocopa","cantabrita","Apidae","Xylocopa cantabrita",2021-04-09,98
"129","09.04.2021","16:00","Pinar Hinojos",5,3,3,"Lavandula stoechas","no","","Lepidoptera","Lycaena","phlaeas","Lepidoptera","Lycaena phlaeas",2021-04-09,98
"130","21.04.2021","9:30","Pinar Hinojos",6,1,1,"Cistus libanotis","si","HT6-01","Diptera","Episyrphus","balteatus","Syrphidae","Episyrphus balteatus",2021-04-21,110
"131","21.04.2021","9:30","Pinar Hinojos",6,1,2,"Cerinthe major","no","","Hymenoptera","Bombus","terrestris","Apidae","Bombus terrestris",2021-04-21,110
"132","21.04.2021","9:30","Pinar Hinojos",6,1,3,"Cistus libanotis","si","HT6-02","Coleoptera","Heliotaurus","ruficollis","Tenebrionidae","Heliotaurus ruficollis",2021-04-21,110
"133","21.04.2021","9:30","Pinar Hinojos",6,1,4,"Orobanche ramosa","no","","Hymenoptera","Bombus","terrestris","Apidae","Bombus terrestris",2021-04-21,110
"134","21.04.2021","9:30","Pinar Hinojos",6,2,1,"Crepis vesicaria","si","HT6-03","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"135","21.04.2021","9:30","Pinar Hinojos",6,2,2,"Crepis vesicaria","si","HT6-03","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"136","21.04.2021","9:30","Pinar Hinojos",6,2,3,"Crepis vesicaria","si","HT6-03","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"137","21.04.2021","9:30","Pinar Hinojos",6,2,4,"Leontodon longirostris","idem HT6-03","","","","",""," ",2021-04-21,110
"138","21.04.2021","9:30","Pinar Hinojos",6,2,5,"Leontodon longirostris","idem HT6-03","","","","",""," ",2021-04-21,110
"139","21.04.2021","9:30","Pinar Hinojos",6,2,6,"Leontodon longirostris","idem HT6-03","","","","",""," ",2021-04-21,110
"140","21.04.2021","9:30","Pinar Hinojos",6,2,7,"Crepis vesicaria","si","HT6-04","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"141","21.04.2021","9:30","Pinar Hinojos",6,2,8,"Crepis vesicaria","idem HT6-04","","","","",""," ",2021-04-21,110
"142","21.04.2021","9:30","Pinar Hinojos",6,2,9,"Crepis vesicaria","idem HT6-04","","","","",""," ",2021-04-21,110
"143","21.04.2021","9:30","Pinar Hinojos",6,2,10,"Cistus libanotis","si","HT6-05","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-04-21,110
"144","21.04.2021","9:30","Pinar Hinojos",6,2,11,"Crepis vesicaria","si","HT6-06","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"145","21.04.2021","9:30","Pinar Hinojos",6,2,12,"Crepis vesicaria","si","HT6-07","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"146","21.04.2021","9:30","Pinar Hinojos",6,2,13,"Crepis vesicaria","idem HT6-07","","","","",""," ",2021-04-21,110
"147","21.04.2021","9:30","Pinar Hinojos",6,2,14,"Leontodon longirostris","si","HT6-08","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"148","21.04.2021","9:30","Pinar Hinojos",6,2,15,"Leontodon longirostris","idem HT6-09","","","","",""," ",2021-04-21,110
"149","21.04.2021","9:30","Pinar Hinojos",6,2,16,"Leontodon longirostris","si","HT6-09","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"150","21.04.2021","9:30","Pinar Hinojos",6,2,17,"Leontodon longirostris","si","HT6-10","Hymenoptera","Panurgus","calcaratus","Andrenidae","Panurgus calcaratus",2021-04-21,110
"151","21.04.2021","9:30","Pinar Hinojos",6,2,18,"Cistus libanotis","idem HT6-09","","","","",""," ",2021-04-21,110
"152","21.04.2021","9:30","Pinar Hinojos",6,2,19,"Cistus libanotis","si","HT6-11","Hymenoptera","Andrena","hispania","Andrenidae","Andrena hispania",2021-04-21,110
"153","21.04.2021","9:30","Pinar Hinojos",6,2,20,"Leontodon longirostris","si","HT6-12","Hymenoptera","Panurgus","banksianus","Andrenidae","Panurgus banksianus",2021-04-21,110
"154","21.04.2021","9:30","Pinar Hinojos",6,2,21,"Leontodon longirostris","si","HT6-13","Hymenoptera","Andrena","rhyssonota","Andrenidae","Andrena rhyssonota",2021-04-21,110
"155","21.04.2021","9:30","Pinar Hinojos",6,3,1,"Cistus libanotis","si","HT6-14","Hymenoptera","Sphaerophoria","scripta","Syrphidae","Sphaerophoria scripta",2021-04-21,110
"156","21.04.2021","9:30","Pinar Hinojos",6,3,2,"Leontodon longirostris","si","HT6-15","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-04-21,110
"157","21.04.2021","9:30","Pinar Hinojos",6,3,3,"Chamaemelum mixtum","si","HT6-16","","","",""," ",2021-04-21,110
"158","21.04.2021","9:30","Pinar Hinojos",6,3,4,"Echium plantagineum","no","","Hymenoptera","Bombus","terrestris","Apidae","Bombus terrestris",2021-04-21,110
"159","21.04.2021","9:30","Pinar Hinojos",6,3,5,"Echium plantagineum","si","HT6-17","Hymenoptera","Anthophora","atroalba","Apidae","Anthophora atroalba",2021-04-21,110
"160","03.05.2021","9:30","Pinar Hinojos",7,1,1,"Leontodon longirostris","si","HT7-01","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-05-03,122
"161","03.05.2021","9:30","Pinar Hinojos",7,1,2,"Leontodon longirostris","idem HT7-01","","","","",""," ",2021-05-03,122
"162","03.05.2021","9:30","Pinar Hinojos",7,1,3,"Cistus libanotis","si","HT7-02","Hymenoptera","Lasioglossum","immunitum","Halictidae","Lasioglossum immunitum",2021-05-03,122
"163","03.05.2021","9:30","Pinar Hinojos",7,1,4,"Leontodon longirostris","si","HT7-03","Hymenoptera","Andrena","alluaudi","Andrenidae","Andrena alluaudi",2021-05-03,122
"164","03.05.2021","9:30","Pinar Hinojos",7,1,5,"Halimium halimifolium","si","HT7-04","Hymenoptera","Lasioglossum","interruptum","Halictidae","Lasioglossum interruptum",2021-05-03,122
