"Site_id","Year","Bosque","Periodo","Especies","morisita"
"Doñana",2021,"Pinar Hinojos",5,"Cerinthe major",0.121212121212121
"Doñana",2021,"Pinar Hinojos",5,"Cistus libanotis",0.036036036036036
"Doñana",2021,"Pinar Hinojos",5,"Crepis vesicaria",0
"Doñana",2021,"Pinar Hinojos",5,"Halimium calycinum",0.121212121212121
"Doñana",2021,"Pinar Hinojos",5,"Lavandula stoechas",0.036036036036036
"Doñana",2021,"Pinar Hinojos",5,"Urospermum picroides",0
"Doñana",2021,"Pinar Hinojos",7,"Andryala integrifolia",0.0903225806451613
"Doñana",2021,"Pinar Hinojos",7,"Chamaemelum mixtum",0.235980148883375
"Doñana",2021,"Pinar Hinojos",7,"Cistus libanotis",0.0597659765976598
"Doñana",2021,"Pinar Hinojos",7,"Halimium halimifolium",0.252450076998813
"Doñana",2021,"Pinar Hinojos",7,"Leontodon longirostris",0.356001300607527
"Doñana",2021,"Pinar Hinojos",8,"Andryala integrifolia",0.152727494610096
"Doñana",2021,"Pinar Hinojos",8,"Crepis vesicaria",0
"Doñana",2021,"Pinar Hinojos",8,"Halimium halimifolium",0.0499605726728834
"Doñana",2021,"Pinar Hinojos",8,"Leontodon longirostris",0.143134717407049
"Doñana",2021,"Pinar Hinojos",9,"Andryala integrifolia",0.214285714285714
"Doñana",2021,"Pinar Hinojos",9,"Crepis vesicaria",0.25
"Doñana",2021,"Pinar Hinojos",9,"Halimium halimifolium",0.214285714285714
"Doñana",2021,"Pinar Hinojos",9,"Leontodon longirostris",0.25
"Doñana",2021,"Villamanrique Chaparral",1,"Asphodelus ramosus",0.251570543725179
"Doñana",2021,"Villamanrique Chaparral",1,"Cistus salviifolius",0.05
"Doñana",2021,"Villamanrique Chaparral",1,"Lavandula stoechas",0.349859290825762
"Doñana",2021,"Villamanrique Chaparral",1,"Rosmarinus officinalis",0.351429834550941
"Doñana",2021,"Villamanrique Chaparral",2,"Cistus salviifolius",0.458386088774431
"Doñana",2021,"Villamanrique Chaparral",2,"Lavandula stoechas",0.559038642644809
"Doñana",2021,"Villamanrique Chaparral",2,"Rosmarinus officinalis",0.563996933961436
"Doñana",2021,"Villamanrique Chaparral",5,"Cistus crispus",0.207433536674164
"Doñana",2021,"Villamanrique Chaparral",5,"Cistus salviifolius",0.152863017055924
"Doñana",2021,"Villamanrique Chaparral",5,"Echium plantagineum",0.141420996818664
"Doñana",2021,"Villamanrique Chaparral",5,"Genista hirsuta",0.0614422057264051
"Doñana",2021,"Villamanrique Chaparral",5,"Leontodon longirostris",0.055609756097561
"Doñana",2021,"Villamanrique Chaparral",7,"Cistus crispus",0.103848701155346
"Doñana",2021,"Villamanrique Chaparral",7,"Cistus salviifolius",0.00440944881889764
"Doñana",2021,"Villamanrique Chaparral",7,"Echium plantagineum",0.154884796890904
"Doñana",2021,"Villamanrique Chaparral",7,"Galactites tomentosus",0
"Doñana",2021,"Villamanrique Chaparral",7,"Leontodon longirostris",0.0554455445544555
"Doñana",2021,"Villamanrique Chaparral",8,"Andryala integrifolia",0.2527350147396
"Doñana",2021,"Villamanrique Chaparral",8,"Cistus crispus",0.075
"Doñana",2021,"Villamanrique Chaparral",8,"Echium plantagineum",0.256370116489339
"Doñana",2021,"Villamanrique Chaparral",8,"Galactites tomentosus",0
"Doñana",2021,"Villamanrique Chaparral",8,"Leontodon longirostris",0.266663270763823
"Doñana",2021,"Villamanrique Chaparral",9,"Andryala integrifolia",0
"Doñana",2021,"Villamanrique Chaparral",9,"Echium plantagineum",0
"Doñana",2021,"Villamanrique Chaparral",9,"Myrtus communis",0
"Doñana",2021,"Villamanrique Chaparral",9,"Scolymus hispanicus",0
"Doñana",2021,"Villamanrique Sur",1,"Cistus salviifolius",0.212271973466003
"Doñana",2021,"Villamanrique Sur",1,"Rosmarinus officinalis",0.212271973466003
"Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",0.347274689692391
"Doñana",2021,"Villamanrique Sur",2,"Rosmarinus officinalis",0.347274689692391
"Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.0755822921486966
"Doñana",2021,"Villamanrique Sur",4,"Halimium halimifolium",0.0755822921486966
"Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",0.473573735304656
"Doñana",2021,"Villamanrique Sur",5,"Genista hirsuta",0.412212950830977
"Doñana",2021,"Villamanrique Sur",5,"Halimium halimifolium",0.473125490356032
"Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0.232020140164659
"Doñana",2021,"Villamanrique Sur",6,"Halimium halimifolium",0.190780597334449
"Doñana",2021,"Villamanrique Sur",6,"Leontodon longirostris",0.171320843643219
"Doñana",2021,"Pinar Aznalcazar",3,"Cistus salviifolius",0.138492013988853
"Doñana",2021,"Pinar Aznalcazar",3,"Lavandula stoechas",0.308128033087238
"Doñana",2021,"Pinar Aznalcazar",3,"Rosmarinus officinalis",0.291193473989173
"Doñana",2021,"Pinar Aznalcazar",4,"Cistus ladanifer",0.254859437751004
"Doñana",2021,"Pinar Aznalcazar",4,"Cistus salviifolius",0.206359134168733
"Doñana",2021,"Pinar Aznalcazar",4,"Genista hirsuta",0.343351548269581
"Doñana",2021,"Pinar Aznalcazar",4,"Lavandula stoechas",0.377037037037037
"Doñana",2021,"Pinar Aznalcazar",4,"Rosmarinus officinalis",0
"Doñana",2021,"Pinar Aznalcazar",6,"Aetheorhiza bulbosa",0.0116534628162535
"Doñana",2021,"Pinar Aznalcazar",6,"Cistus crispus",0.182575127931295
"Doñana",2021,"Pinar Aznalcazar",6,"Cistus salviifolius",0.0147572815533981
"Doñana",2021,"Pinar Aznalcazar",6,"Echium plantagineum",0.034703196347032
"Doñana",2021,"Pinar Aznalcazar",6,"Galactites tomentosus",0.121461187214612
"Doñana",2021,"Pinar Aznalcazar",8,"Aetheorhiza bulbosa",0
"Doñana",2021,"Pinar Aznalcazar",8,"Cistus crispus",0
"Doñana",2021,"Pinar Aznalcazar",8,"Echium plantagineum",0
"Doñana",2021,"Pinar Aznalcazar",8,"Tolpis barbata",0
"Doñana",2021,"Pinar Puebla",4,"Cistus ladanifer",0.23450715612507
"Doñana",2021,"Pinar Puebla",4,"Cistus salviifolius",0.314607722022557
"Doñana",2021,"Pinar Puebla",4,"Genista hirsuta",0.0268817204301075
"Doñana",2021,"Pinar Puebla",4,"Lavandula stoechas",0.142168414891487
"Doñana",2021,"Pinar Puebla",4,"Leontodon longirostris",0.289850577600657
"Doñana",2021,"Pinar Puebla",4,"Rosmarinus officinalis",0
"Doñana",2021,"Pinar Puebla",5,"Andryala arenaria",0.286587909049056
"Doñana",2021,"Pinar Puebla",5,"Cistus ladanifer",0
"Doñana",2021,"Pinar Puebla",5,"Cistus salviifolius",0.266898697463481
"Doñana",2021,"Pinar Puebla",5,"Galactites tomentosus",0.18661386251502
"Doñana",2021,"Pinar Puebla",5,"Lavandula stoechas",0.0952380952380952
"Doñana",2021,"Pinar Puebla",5,"Leontodon longirostris",0.211782150633998
"Doñana",2021,"Pinar Puebla",5,"Tolpis barbata",0.342216891792004
"Doñana",2021,"Pinar Puebla",6,"Andryala arenaria",0.430970566508305
"Doñana",2021,"Pinar Puebla",6,"Andryala integrifolia",0.362921501087745
"Doñana",2021,"Pinar Puebla",6,"Galactites tomentosus",0
"Doñana",2021,"Pinar Puebla",6,"Tolpis barbata",0.380549065420561
"Doñana",2021,"Pinar Puebla",7,"Andryala arenaria",0.235179786200194
"Doñana",2021,"Pinar Puebla",7,"Galactites tomentosus",0
"Doñana",2021,"Pinar Puebla",7,"Silene colorata",0.235179786200194
"Doñana",2021,"Pinar Puebla",7,"Tolpis barbata",0
"Doñana",2021,"Pinar Puebla",8,"Andryala arenaria",0.263157894736842
"Doñana",2021,"Pinar Puebla",8,"Leontodon longirostris",0.263157894736842
"Gorbea",2020,"2",2,"Taraxacum sp.",0
"Gorbea",2020,"2",2,"Viola riviniana",0
"Gorbea",2020,"5",2,"Pedicularis sylvatica subsp. sylvatica",0
"Gorbea",2020,"5",2,"Potentilla erecta",0.125592083665525
"Gorbea",2020,"5",2,"Scilla verna",0
"Gorbea",2020,"5",2,"Taraxacum sp.",0.125592083665525
"Gorbea",2020,"4",2,"Bellis perennis",0.228699134194556
"Gorbea",2020,"4",2,"Polygala vulgaris",0.0696132596685083
"Gorbea",2020,"4",2,"Potentilla erecta",0.38179412546327
"Gorbea",2020,"4",2,"Ranunculus sp.",0.213098165975687
"Gorbea",2020,"4",2,"Taraxacum sp.",0.348572599160703
"Gorbea",2020,"2",3,"Bellis perennis",0.450978232828709
"Gorbea",2020,"2",3,"Myosotis lamottiana",0.444061509813638
"Gorbea",2020,"2",3,"Potentilla erecta",0
"Gorbea",2020,"2",3,"Ranunculus sp.",0.429966589091841
"Gorbea",2020,"2",3,"Taraxacum sp.",0.222553426054047
"Gorbea",2020,"2",3,"Veronica sp.",0.360637759526023
"Gorbea",2020,"3",4,"Bellis perennis",0.35826012793177
"Gorbea",2020,"3",4,"Lotus corniculatus",0
"Gorbea",2020,"3",4,"Polygala vulgaris",0.359307359307359
"Gorbea",2020,"3",4,"Potentilla erecta",0.3921302578019
"Gorbea",2020,"3",4,"Potentilla montana",0.0606060606060606
"Gorbea",2020,"3",4,"Ranunculus sp.",0.282147186147186
"Gorbea",2020,"5",4,"Daboecia cantabrica",0
"Gorbea",2020,"5",4,"Potentilla erecta",0.0082363276960246
"Gorbea",2020,"5",4,"Ranunculus sp.",0
"Gorbea",2020,"5",4,"Scorzonera humilis",0.0082363276960246
"Gorbea",2020,"4",6,"Bellis perennis",0.411764705882353
"Gorbea",2020,"4",6,"Erica cinerea",0.0512820512820513
"Gorbea",2020,"4",6,"Jasione sp.",0.235294117647059
"Gorbea",2020,"4",6,"Potentilla erecta",0.411764705882353
"Gorbea",2020,"4",6,"Ranunculus sp.",0.0512820512820513
"Gorbea",2020,"4",6,"Taraxacum sp.",0.235294117647059
"Gorbea",2020,"2",8,"Bellis perennis",0.267579975159618
"Gorbea",2020,"2",8,"Plantago sp.",0.199205202312139
"Gorbea",2020,"2",8,"Prunella grandiflora",0.0152777777777778
"Gorbea",2020,"2",8,"Prunella vulgaris",0.167567567567568
"Gorbea",2020,"2",8,"Ranunculus sp.",0.289763969171484
"Gorbea",2020,"2",8,"Taraxacum sp.",0.0934139784946237
"Gorbea",2020,"2",8,"Thymus praecox subsp. polytrichus",0.0458333333333333
"Gorbea",2020,"2",8,"Trifolium repens",0.0704070353915824
"Gorbea",2020,"5",8,"Daboecia cantabrica",0
"Gorbea",2020,"5",8,"Erica cinerea",0.176282051282051
"Gorbea",2020,"5",8,"Potentilla erecta",0.0352564102564103
"Gorbea",2020,"5",8,"Ulex gallii",0.141025641025641
"Gorbea",2021,"1",1,"Bellis perennis",0.084
"Gorbea",2021,"1",1,"Helleborus viridis subsp. occidentalis",0.0198300283286119
"Gorbea",2021,"1",1,"Ranunculus ficaria",0.168
"Gorbea",2021,"1",1,"Taraxacum sp.",0.271830028328612
"Gorbea",2021,"3",2,"Lathyrus linifolius",0
"Gorbea",2021,"3",2,"Scilla verna",0
"Gorbea",2021,"2",3,"Bellis perennis",0
"Gorbea",2021,"2",3,"Taraxacum sp.",0
"Gorbea",2021,"5",2,"Pedicularis sylvatica subsp. sylvatica",0
"Gorbea",2021,"5",2,"Scilla verna",0
"Gorbea",2021,"4",1,"Scilla verna",0
"Gorbea",2021,"4",1,"Taraxacum sp.",0
"Gorbea",2021,"3",3,"Bellis perennis",0.38141495141871
"Gorbea",2021,"3",3,"Lathyrus linifolius",0
"Gorbea",2021,"3",3,"Potentilla erecta",0.377632506353023
"Gorbea",2021,"3",3,"Potentilla montana",0.455256665742888
"Gorbea",2021,"3",3,"Ranunculus repens",0.407805268270385
"Gorbea",2021,"4",2,"Bellis perennis",0.200841557974584
"Gorbea",2021,"4",2,"Potentilla erecta",0.133333333333333
"Gorbea",2021,"4",2,"Ranunculus repens",0.164658720275159
"Gorbea",2021,"4",2,"Scilla verna",0.238087599604187
"Gorbea",2021,"4",2,"Taraxacum sp.",0.0228571428571429
"Gorbea",2021,"2",5,"Bellis perennis",0
"Gorbea",2021,"2",5,"Cardamine pratensis",0
"Gorbea",2021,"2",5,"Potentilla sterilis",0
"Gorbea",2021,"2",5,"Ranunculus repens",0
"Gorbea",2021,"2",5,"Taraxacum sp.",0
"Gorbea",2021,"4",3,"Bellis perennis",0.121331092695411
"Gorbea",2021,"4",3,"Polygala vulgaris",0
"Gorbea",2021,"4",3,"Potentilla erecta",0.0449838718495435
"Gorbea",2021,"4",3,"Ranunculus repens",0.119145323512006
"Gorbea",2021,"4",3,"Taraxacum sp.",0.0996771589991929
"Gorbea",2021,"4",3,"Veronica officinalis",0.115519818856217
"Gorbea",2021,"5",5,"Bellis perennis",0.193548387096774
"Gorbea",2021,"5",5,"Myosotis lamottiana",0
"Gorbea",2021,"5",5,"Ranunculus repens",0.193548387096774
"Gorbea",2021,"5",5,"Taraxacum sp.",0
"Gorbea",2021,"4",4,"Bellis perennis",0.591427293280773
"Gorbea",2021,"4",4,"Galium saxatila",0
"Gorbea",2021,"4",4,"Polygala vulgaris",0.622899302519866
"Gorbea",2021,"4",4,"Potentilla erecta",0.627092539024833
"Gorbea",2021,"4",4,"Ranunculus repens",0.623920318098018
"Gorbea",2021,"4",4,"Veronica officinalis",0.628295018062548
"Gorbea",2021,"5",6,"Daboecia cantabrica",0.0442176870748299
"Gorbea",2021,"5",6,"Potentilla erecta",0.195169338102177
"Gorbea",2021,"5",6,"Scorzonera humilis",0.239387025177007
"Gorbea",2021,"4",5,"Erica tetralix",0
"Gorbea",2021,"4",5,"Galium saxatila",0.344806826207264
"Gorbea",2021,"4",5,"Potentilla erecta",0.411917551218399
"Gorbea",2021,"4",5,"Ranunculus repens",0.175701889655848
"Gorbea",2021,"4",5,"Sedum anglicum",0.35659335925205
"Gorbea",2021,"4",5,"Taraxacum sp.",0.298187169399408
"Gorbea",2021,"5",7,"Daboecia cantabrica",0.247747747747748
"Gorbea",2021,"5",7,"Erica cinerea",0.107142857142857
"Gorbea",2021,"5",7,"Erica tetralix",0.247747747747748
"Gorbea",2021,"5",7,"Potentilla erecta",0.107142857142857
"Gorbea",2022,"1",1,"Bellis perennis",0
"Gorbea",2022,"1",1,"Potentilla sterilis",0
"Gorbea",2022,"1",1,"Taraxacum officinale",0
"Gorbea",2022,"2",1,"Helleborus viridis subsp. occidentalis",0.442466460268318
"Gorbea",2022,"2",1,"Hepatica nobilis",0.364035087719298
"Gorbea",2022,"2",1,"Potentilla sterilis",0.411764705882353
"Gorbea",2022,"2",1,"Ranunculus ficaria",0
"Gorbea",2022,"4",1,"Bellis perennis",0.5
"Gorbea",2022,"4",1,"Taraxacum officinale",0.5
"Gorbea",2022,"3",1,"Bellis perennis",0.0235602094240838
"Gorbea",2022,"3",1,"Helleborus viridis subsp. occidentalis",0.0566518995838368
"Gorbea",2022,"3",1,"Hippocrepis comosa",0
"Gorbea",2022,"3",1,"Lathyrus linifolius",0.0500196948554523
"Gorbea",2022,"3",1,"Potentilla erecta",0.144318181818182
"Gorbea",2022,"3",1,"Potentilla montana",0.0951134380453752
"Gorbea",2022,"3",1,"Scilla verna",0.174995591559098
"Gorbea",2022,"3",1,"Taraxacum officinale",0.186742424242424
"Gorbea",2022,"1",2,"Bellis perennis",0.16374269005848
"Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.122249388753056
"Gorbea",2022,"1",2,"Hutchinsia alpina",0
"Gorbea",2022,"1",2,"Taraxacum officinale",0.16374269005848
"Gorbea",2022,"1",2,"Vicia pyrenaica",0.122249388753056
"Gorbea",2022,"1",2,"Viola riviniana",0
"Gorbea",2022,"2",2,"Bellis perennis",0.343230814245097
"Gorbea",2022,"2",2,"Helleborus viridis subsp. occidentalis",0
"Gorbea",2022,"2",2,"Hepatica nobilis",0.314251191319623
"Gorbea",2022,"2",2,"Potentilla sterilis",0.316169013242562
"Gorbea",2022,"2",2,"Ranunculus ficaria",0.0240334378265413
"Gorbea",2022,"2",2,"Taraxacum officinale",0.315102259630025
"Gorbea",2022,"4",2,"Bellis perennis",0.193266075118512
"Gorbea",2022,"4",2,"Scilla verna",0.0789473684210526
"Gorbea",2022,"4",2,"Taraxacum officinale",0.11431870669746
"Gorbea",2022,"4",2,"Vaccinium myrtillus",0
"Gorbea",2022,"3",2,"Bellis perennis",0
"Gorbea",2022,"3",2,"Helleborus viridis subsp. occidentalis",0
"Gorbea",2022,"3",2,"Lathyrus linifolius",0
"Gorbea",2022,"4",3,"Bellis perennis",0.221822405376985
"Gorbea",2022,"4",3,"Potentilla erecta",0.182558156885566
"Gorbea",2022,"4",3,"Scilla verna",0.109375
"Gorbea",2022,"4",3,"Taraxacum officinale",0.0852677345471956
"Gorbea",2022,"2",3,"Bellis perennis",0.108658213153174
"Gorbea",2022,"2",3,"Cardamine pratensis",0
"Gorbea",2022,"2",3,"Helleborus viridis subsp. occidentalis",0.0610372905713573
"Gorbea",2022,"2",3,"Taraxacum officinale",0.143872009171135
"Gorbea",2022,"2",3,"Viola riviniana",0.0376844060299617
"Gorbea",2022,"4",5,"Polygala vulgaris",0.378584392014519
"Gorbea",2022,"4",5,"Potentilla erecta",0.272131962864721
"Gorbea",2022,"4",5,"Ranunculus sp.",0.309337044534413
"Gorbea",2022,"4",5,"Veronica officinalis",0.1
"Gorbea",2022,"5",5,"Daboecia cantabrica",0.195454545454545
"Gorbea",2022,"5",5,"Pedicularis sylvatica subsp. sylvatica",0.175084175084175
"Gorbea",2022,"5",5,"Potentilla erecta",0.0587016641937124
"Gorbea",2022,"5",5,"Ranunculus sp.",0.118305982985449
"Gorbea",2022,"5",5,"Scorzonera humilis",0.163698780225648
"Gorbea",2022,"3",6," Thymus praecox subsp. polytrichus",0.108333333333333
"Gorbea",2022,"3",6,"Bellis perennis",0.0277777777777778
"Gorbea",2022,"3",6,"Helianthemum nummularium",0.116666666666667
"Gorbea",2022,"3",6,"Lotus corniculatus",0.0317460317460317
"Gorbea",2022,"3",6,"Plantago sp.",0.0833333333333333
"Gorbea",2022,"3",6,"Teucrium pyrenaicum L. subsp. pyrenaicum",0.133241758241758
"Gorbea",2022,"3",6,"Trifolium repens",0.133333333333333
"Gorbea",2022,"3",6,"Vicia pyrenaica",0.115384615384615
"Gorbea",2022,"5",6,"Daboecia cantabrica",0.0501896702655384
"Gorbea",2022,"5",6,"Erica tetralix",0.0625
"Gorbea",2022,"5",6,"Potentilla erecta",0.199595282146161
"Gorbea",2022,"5",6,"Ranunculus sp.",0.100328430672569
"Gorbea",2022,"5",6,"Scorzonera humilis",0
"Gorbea",2022,"2",7,"Bellis perennis",0.323225431876637
"Gorbea",2022,"2",7,"Myosotis lamottiana",0.343825472772841
"Gorbea",2022,"2",7,"Plantago sp.",0.0199115044247788
"Gorbea",2022,"2",7,"Potentilla erecta",0.207461836409205
"Gorbea",2022,"2",7,"Ranunculus sp.",0.345009074410163
"Gorbea",2022,"2",7,"Trifolium repens",0.105263157894737
