"","Site","Year","Bosque","Periodo","Planta","fruit_set","id_planta"
"306","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"3,09"
"307","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"3,10"
"308","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"4,03"
"309","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"4,09"
"310","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"(5,08)1"
"311","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",0.8,"7,09"
"312","Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,"9,10"
"313","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",0,"(1,02)1"
"314","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"1,03"
"315","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"(1,06)2"
"316","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",0.8,"2,03"
"317","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",0.8,"3,07"
"318","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"3,10"
"319","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"5,02"
"320","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"(6,03)1"
"321","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"8,03"
"322","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",0.8,"9,07"
"323","Doñana",2021,"Villamanrique Sur",3,"Cistus salviifolius",1,"9,08"
"324","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"3,10"
"325","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.8,"4,09"
"326","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"5,01"
"327","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"(6,03)1"
"328","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.8,"7,09"
"329","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"8,03"
"330","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"8,05"
"331","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.8,"9,02"
"332","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",1,"9,07"
"333","Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.8,"9,08"
"334","Doñana",2021,"Villamanrique Sur",5,"Cistus crispus",0.5,"(8,08)1"
"335","Doñana",2021,"Villamanrique Sur",5,"Cistus crispus",1,"7,09"
"336","Doñana",2021,"Villamanrique Sur",5,"Cistus crispus",1,"9,07"
"337","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"(1,01)2"
"338","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"(1,06)1"
"339","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"3,04"
"340","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"4,09"
"341","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",0.8,"(5,08)1"
"342","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",0.8,"(5,08)2"
"343","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"8,02"
"344","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"9,02"
"345","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",0.6,"9,07"
"346","Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",1,"9,08"
"347","Doñana",2021,"Villamanrique Sur",5,"Halimiun halimifolium",0.8,"1,09"
"348","Doñana",2021,"Villamanrique Sur",5,"Halimiun halimifolium",0,"(3,01)1"
"349","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",1,"5,04"
"350","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",0.8,"6,06"
"351","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",0.8,"7,10"
"352","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",1,"(8,08)1"
"353","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",1,"(8,08)3"
"354","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",1,"(8,08)4"
"355","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",0.8,"8,09"
"356","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",0.8,"(8,10)1"
"357","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",0.8,"(8,10)2"
"358","Doñana",2021,"Villamanrique Sur",6,"Cistus crispus",1,"9,07"
"359","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",1,"1,10"
"360","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0,"2,09"
"361","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0.5,"2,10"
"362","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0.933333333333333,"8,02"
"363","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0.6,"9,07"
"364","Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",1,"9,10"
"365","Doñana",2021,"Villamanrique Sur",6,"Halimiun halimifolium",0.4,"1,09"
"366","Doñana",2021,"Villamanrique Sur",6,"Halimiun halimifolium",0.4,"(3,01)1"
"367","Doñana",2021,"Villamanrique Sur",6,"Halimiun halimifolium",0,"(3,01)2"
"368","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.8,"(3,06)1"
"369","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.8,"(3,06)2"
"370","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",1,"5,04"
"371","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",1,"6,06"
"372","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",1,"(8,08)3"
"373","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.8,"(8,08)4"
"374","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.8,"8,09"
"375","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.6,"(8,10)1"
"376","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",0.2,"(8,10)2"
"377","Doñana",2021,"Villamanrique Sur",7,"Cistus crispus",1,"9,07"
"378","Doñana",2021,"Villamanrique Sur",7,"Halimiun halimifolium",0.1,"1,09"
"379","Doñana",2021,"Villamanrique Sur",7,"Halimiun halimifolium",0.1,"(3,01)1"
"380","Doñana",2021,"Villamanrique Sur",7,"Halimiun halimifolium",0,"(3,01)2"
"381","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0,"(3,05)2"
"382","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0,"(4,06)3"
"383","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0.5,"5,04"
"384","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0.2,"6,06"
"385","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0,"(8,08)2"
"386","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0,"(8,08)4"
"387","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0.8,"9,02"
"388","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",1,"9,07"
"389","Doñana",2021,"Villamanrique Sur",8,"Cistus crispus",0,"10,08"
"390","Doñana",2021,"Villamanrique Sur",8,"Halimiun halimifolium",0,"1,09"
"391","Doñana",2021,"Villamanrique Sur",8,"Halimiun halimifolium",0,"(3,01)1"
"392","Doñana",2021,"Villamanrique Sur",8,"Halimiun halimifolium",0,"(3,01)2"
"393","Doñana",2021,"Villamanrique Sur",9,"Cistus crispus",0,"5,04"
"394","Doñana",2021,"Villamanrique Sur",9,"Cistus crispus",0.5,"6,06"
"395","Doñana",2021,"Villamanrique Sur",9,"Cistus crispus",1,"9,02"
"396","Doñana",2021,"Villamanrique Sur",9,"Halimiun halimifolium",0,"1,09"
"397","Doñana",2021,"Villamanrique Sur",9,"Halimiun halimifolium",0,"(3,01)2"
"398","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",1,"20"
"399","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"21"
"400","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.8,"22"
"401","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.8,"23"
"402","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",1,"24"
"403","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",1,"25"
"404","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"26"
"405","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.8,"27"
"406","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.8,"28"
"407","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",1,"29"
"408","Gorbea",2021,"1",2,"Helleborus viridis subsp. occidentalis",0.4,"30"
"409","Gorbea",2021,"1",2,"Oxalis acetosella",1,"1"
"410","Gorbea",2021,"1",2,"Oxalis acetosella",0,"2"
"411","Gorbea",2021,"1",2,"Oxalis acetosella",1,"3"
"412","Gorbea",2021,"1",2,"Oxalis acetosella",1,"4"
"413","Gorbea",2021,"1",2,"Oxalis acetosella",1,"5"
"414","Gorbea",2021,"1",2,"Primula elatior",0.75,"1"
"415","Gorbea",2021,"1",2,"Primula elatior",1,"2"
"416","Gorbea",2021,"1",2,"Primula elatior",0,"3"
"417","Gorbea",2021,"1",2,"Primula elatior",0.833333333333333,"4"
"418","Gorbea",2021,"1",2,"Primula elatior",0,"5"
"419","Gorbea",2021,"1",2,"Primula veris",1,"10"
"420","Gorbea",2021,"1",2,"Primula veris",1,"22"
"421","Gorbea",2021,"1",2,"Primula veris",1,"23"
"422","Gorbea",2021,"1",2,"Primula veris",1,"24"
"423","Gorbea",2021,"1",2,"Primula veris",1,"6"
"424","Gorbea",2021,"1",2,"Primula veris",1,"7"
"425","Gorbea",2021,"1",2,"Primula veris",1,"9"
"426","Gorbea",2021,"1",2,"Ranunculus ficaria",1,"3"
"427","Gorbea",2021,"1",2,"Viola riviniana",1,"1"
"428","Gorbea",2021,"1",2,"Viola riviniana",1,"2"
"429","Gorbea",2021,"1",2,"Viola riviniana",1,"5"
"430","Gorbea",2021,"1",3,"Erysimum gorbeanum",0.722222222222222,"4"
"431","Gorbea",2021,"1",3,"Erysimum gorbeanum",0.8125,"6"
"432","Gorbea",2021,"1",3,"Hutchinsia alpina",0.96,"5"
"433","Gorbea",2021,"1",4,"Helleborus viridis subsp. occidentalis",0.8,"31"
"434","Gorbea",2021,"1",4,"Helleborus viridis subsp. occidentalis",1,"32"
"435","Gorbea",2021,"1",4,"Helleborus viridis subsp. occidentalis",0.8,"33"
"436","Gorbea",2021,"1",4,"Helleborus viridis subsp. occidentalis",0.4,"34"
"437","Gorbea",2021,"1",4,"Helleborus viridis subsp. occidentalis",0.6,"35"
"438","Gorbea",2021,"1",4,"Scilla verna",1,"31"
"439","Gorbea",2021,"1",4,"Scilla verna",1,"32"
"440","Gorbea",2021,"1",4,"Scilla verna",0.8,"36"
"441","Gorbea",2021,"1",4,"Scilla verna",0.333333333333333,"37"
"442","Gorbea",2021,"1",4,"Scilla verna",1,"38"
"443","Gorbea",2021,"1",4,"Scilla verna",0.75,"39"
"444","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"1"
"445","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"10"
"446","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"2"
"447","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"25"
"448","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"3"
"449","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"4"
"450","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"5"
"451","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"6"
"452","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"7"
"453","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"8"
"454","Gorbea",2021,"1",4,"Vicia pyrenaica",1,"9"
"455","Gorbea",2021,"1",5,"Cardamine pratensis",0.833333333333333,"7"
"456","Gorbea",2021,"1",5,"Erysimum gorbeanum",0.875,"22"
"457","Gorbea",2021,"1",5,"Erysimum gorbeanum",0.666666666666667,"9"
"458","Gorbea",2021,"1",6,"Erysimum gorbeanum",0.526315789473684,"10"
"459","Gorbea",2021,"1",6,"Erysimum gorbeanum",0.615384615384615,"13"
"460","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"12"
"461","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"13"
"462","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"14"
"463","Gorbea",2021,"1",6,"Vicia pyrenaica",0.666666666666667,"16"
"464","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"17"
"465","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"18"
"466","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"19"
"467","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"26"
"468","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"34"
"469","Gorbea",2021,"1",6,"Vicia pyrenaica",1,"36"
"470","Gorbea",2021,"2",3,"Hepatica nobilis",1,"1"
"471","Gorbea",2021,"2",3,"Hepatica nobilis",1,"10"
"472","Gorbea",2021,"2",3,"Hepatica nobilis",1,"2"
"473","Gorbea",2021,"2",3,"Hepatica nobilis",1,"3"
"474","Gorbea",2021,"2",3,"Hepatica nobilis",1,"4"
"475","Gorbea",2021,"2",3,"Hepatica nobilis",1,"5"
"476","Gorbea",2021,"2",3,"Hepatica nobilis",1,"6"
"477","Gorbea",2021,"2",3,"Hepatica nobilis",1,"7"
"478","Gorbea",2021,"2",3,"Hepatica nobilis",1,"8"
"479","Gorbea",2021,"2",3,"Hepatica nobilis",1,"9"
"480","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"1"
"481","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"10"
"482","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"3"
"483","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"4"
"484","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"5"
"485","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"6"
"486","Gorbea",2021,"2",3,"Hutchinsia alpina",1,"7"
"487","Gorbea",2021,"2",3,"Hutchinsia alpina",0.266666666666667,"9"
"488","Gorbea",2021,"2",4,"Cardamine pratensis",1,"5"
"489","Gorbea",2021,"2",5,"Cardamine pratensis",1,"10"
"490","Gorbea",2021,"2",5,"Cardamine pratensis",1,"11"
"491","Gorbea",2021,"2",5,"Cardamine pratensis",1,"13"
"492","Gorbea",2021,"2",5,"Cardamine pratensis",1,"14"
"493","Gorbea",2021,"2",5,"Cardamine pratensis",1,"15"
"494","Gorbea",2021,"2",5,"Cardamine pratensis",1,"8"
"495","Gorbea",2021,"2",5,"Cardamine pratensis",1,"9"
"496","Gorbea",2021,"3",2,"Lathyrus linifolius",0.5,"10"
"497","Gorbea",2021,"3",2,"Lathyrus linifolius",1,"2"
"498","Gorbea",2021,"3",2,"Lathyrus linifolius",0.5,"3"
"499","Gorbea",2021,"3",2,"Lathyrus linifolius",0.2,"4"
"500","Gorbea",2021,"3",2,"Lathyrus linifolius",0.5,"8"
"501","Gorbea",2021,"3",2,"Scilla verna",1,"1"
"502","Gorbea",2021,"3",2,"Scilla verna",1,"10"
"503","Gorbea",2021,"3",2,"Scilla verna",0.8,"2"
"504","Gorbea",2021,"3",2,"Scilla verna",0.8,"3"
"505","Gorbea",2021,"3",2,"Scilla verna",0.2,"4"
"506","Gorbea",2021,"3",2,"Scilla verna",1,"5"
"507","Gorbea",2021,"3",2,"Scilla verna",1,"6"
"508","Gorbea",2021,"3",2,"Scilla verna",1,"7"
"509","Gorbea",2021,"3",2,"Scilla verna",0.363636363636364,"8"
"510","Gorbea",2021,"3",2,"Scilla verna",0.75,"9"
"511","Gorbea",2021,"3",3,"Hippocrepis comosa",0.478968253968254,"1"
"512","Gorbea",2021,"3",3,"Hippocrepis comosa",0.357142857142857,"2"
"513","Gorbea",2021,"3",3,"Hippocrepis comosa",0.571428571428571,"3"
"514","Gorbea",2021,"3",3,"Hippocrepis comosa",0.666666666666667,"4"
"515","Gorbea",2021,"3",3,"Hippocrepis comosa",0.833333333333333,"5"
"516","Gorbea",2021,"3",3,"Lathyrus linifolius",1,"12"
"517","Gorbea",2021,"3",3,"Lathyrus linifolius",0.5,"13"
"518","Gorbea",2021,"3",3,"Lathyrus linifolius",1,"14"
"519","Gorbea",2021,"3",3,"Lathyrus linifolius",0.5,"15"
"520","Gorbea",2021,"3",3,"Pedicularis sylvatica",1,"1"
"521","Gorbea",2021,"3",3,"Pedicularis sylvatica",1,"2"
"522","Gorbea",2021,"3",3,"Pedicularis sylvatica",1,"3"
"523","Gorbea",2021,"3",3,"Pedicularis sylvatica",1,"4"
"524","Gorbea",2021,"3",3,"Pedicularis sylvatica",0.75,"8"
"525","Gorbea",2021,"3",5,"Helianthemum nummularium",0.333333333333333,"2"
"526","Gorbea",2021,"3",5,"Helianthemum nummularium",0.555555555555556,"3"
"527","Gorbea",2021,"3",5,"Hippocrepis comosa",0.5,"10"
"528","Gorbea",2021,"3",5,"Hippocrepis comosa",0.428571428571429,"6"
"529","Gorbea",2021,"3",5,"Hippocrepis comosa",0.666666666666667,"7"
"530","Gorbea",2021,"3",5,"Hippocrepis comosa",0.5,"8"
"531","Gorbea",2021,"3",5,"Hippocrepis comosa",0.833333333333333,"9"
"532","Gorbea",2021,"3",5,"Lathyrus linifolius",0.333333333333333,"20"
"533","Gorbea",2021,"3",6,"Helianthemum nummularium",1,"10"
"534","Gorbea",2021,"3",6,"Helianthemum nummularium",0.5,"11"
"535","Gorbea",2021,"3",6,"Helianthemum nummularium",0.5,"12"
"536","Gorbea",2021,"3",6,"Helianthemum nummularium",0.333333333333333,"13"
"537","Gorbea",2021,"3",6,"Helianthemum nummularium",0.333333333333333,"14"
"538","Gorbea",2021,"3",6,"Helianthemum nummularium",1,"7"
"539","Gorbea",2021,"3",6,"Helianthemum nummularium",0.5,"8"
"540","Gorbea",2021,"3",6,"Helianthemum nummularium",1,"9"
"541","Gorbea",2021,"3",6,"Hippocrepis comosa",0.428571428571429,"11"
"542","Gorbea",2021,"3",6,"Hippocrepis comosa",0.5,"12"
"543","Gorbea",2021,"3",6,"Hippocrepis comosa",0.166666666666667,"13"
"544","Gorbea",2021,"3",6,"Hippocrepis comosa",0.428571428571429,"14"
"545","Gorbea",2021,"3",6,"Hippocrepis comosa",0.285714285714286,"15"
"546","Gorbea",2021,"3",6,"Lotus corniculatus",0,"1"
"547","Gorbea",2021,"3",6,"Lotus corniculatus",0.666666666666667,"11"
"548","Gorbea",2021,"3",6,"Lotus corniculatus",0.75,"12"
"549","Gorbea",2021,"3",6,"Lotus corniculatus",0,"13"
"550","Gorbea",2021,"3",6,"Lotus corniculatus",0.5,"2"
"551","Gorbea",2021,"3",6,"Lotus corniculatus",0.75,"3"
"552","Gorbea",2021,"3",6,"Lotus corniculatus",0.5,"4"
"553","Gorbea",2021,"4",1,"Scilla verna",0.666666666666667,"1"
"554","Gorbea",2021,"4",1,"Scilla verna",0.5,"2"
"555","Gorbea",2021,"4",1,"Scilla verna",0.8,"3"
"556","Gorbea",2021,"4",1,"Scilla verna",0.142857142857143,"4"
"557","Gorbea",2021,"4",1,"Scilla verna",0.8,"5"
"558","Gorbea",2021,"4",1,"Scilla verna",0.666666666666667,"6"
"559","Gorbea",2021,"4",1,"Scilla verna",0.666666666666667,"7"
"560","Gorbea",2021,"4",1,"Scilla verna",0.666666666666667,"8"
"561","Gorbea",2021,"4",1,"Scilla verna",0.6,"9"
"562","Gorbea",2021,"4",2,"Scilla verna",0.75,"11"
"563","Gorbea",2021,"4",2,"Scilla verna",1,"12"
"564","Gorbea",2021,"4",2,"Scilla verna",1,"15"
"565","Gorbea",2021,"4",2,"Scilla verna",0.5,"16"
"566","Gorbea",2021,"4",2,"Scilla verna",1,"17"
"567","Gorbea",2021,"4",2,"Scilla verna",1,"18"
"568","Gorbea",2021,"4",2,"Scilla verna",0.6,"19"
"569","Gorbea",2021,"4",2,"Scilla verna",1,"20"
"570","Gorbea",2021,"4",2,"Scilla verna",0,"21"
"571","Gorbea",2021,"4",2,"Scilla verna",0,"23"
"572","Gorbea",2021,"4",2,"Scilla verna",0.833333333333333,"24"
"573","Gorbea",2021,"4",2,"Scilla verna",0.166666666666667,"25"
"574","Gorbea",2021,"4",2,"Scilla verna",0,"28"
"575","Gorbea",2021,"4",2,"Scilla verna",0,"29"
"576","Gorbea",2021,"4",2,"Scilla verna",0,"30"
"577","Gorbea",2021,"5",1,"Pedicularis sylvatica",1,"1"
"578","Gorbea",2021,"5",1,"Pedicularis sylvatica",1,"2"
"579","Gorbea",2021,"5",1,"Pedicularis sylvatica",1,"3"
"580","Gorbea",2021,"5",1,"Pedicularis sylvatica",0.5,"4"
"581","Gorbea",2021,"5",1,"Pedicularis sylvatica",1,"5"
"582","Gorbea",2021,"5",1,"Scilla verna",0.166666666666667,"10"
"583","Gorbea",2021,"5",1,"Scilla verna",1,"4"
"584","Gorbea",2021,"5",1,"Scilla verna",0.75,"5"
"585","Gorbea",2021,"5",1,"Scilla verna",1,"7"
"586","Gorbea",2021,"5",1,"Scilla verna",1,"9"
"587","Gorbea",2021,"5",4,"Scilla verna",1,"10"
"588","Gorbea",2021,"5",4,"Scilla verna",0.666666666666667,"13"
"589","Gorbea",2021,"5",4,"Scilla verna",1,"2"
"590","Gorbea",2021,"5",4,"Scilla verna",1,"3"
"591","Gorbea",2021,"5",4,"Scilla verna",0.5,"4"
"592","Gorbea",2021,"5",4,"Scilla verna",0.75,"5"
"593","Gorbea",2021,"5",4,"Scilla verna",0.333333333333333,"6"
"594","Gorbea",2021,"5",4,"Scilla verna",1,"8"
"595","Gorbea",2022,"1",2,"Erysimum gorbeanum",0.75,"11"
"596","Gorbea",2022,"1",2,"Erysimum gorbeanum",1,"12"
"597","Gorbea",2022,"1",2,"Erysimum gorbeanum",0.642857142857143,"13"
"598","Gorbea",2022,"1",2,"Erysimum gorbeanum",0.642857142857143,"14"
"599","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0,"1"
"600","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"10"
"601","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"2"
"602","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",1,"3"
"603","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"4"
"604","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.8,"6"
"605","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",1,"7"
"606","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"8"
"607","Gorbea",2022,"1",2,"Helleborus viridis subsp. occidentalis",0.6,"9"
"608","Gorbea",2022,"1",3,"Erysimum gorbeanum",0.3125,"31"
"609","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0.8,"21"
"610","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",1,"22"
"611","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",1,"23"
"612","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0,"24"
"613","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",1,"25"
"614","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0.6,"26"
"615","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0,"27"
"616","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0.8,"28"
"617","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",0.8,"29"
"618","Gorbea",2022,"1",3,"Helleborus viridis subsp. occidentalis",1,"30"
"619","Gorbea",2022,"1",3,"Vicia pyrenaica",0,"33"
"620","Gorbea",2022,"1",3,"Vicia pyrenaica",1,"34"
"621","Gorbea",2022,"1",3,"Vicia pyrenaica",0,"35"
"622","Gorbea",2022,"1",4,"Helleborus viridis subsp. occidentalis",0.8,"38"
"623","Gorbea",2022,"1",4,"Helleborus viridis subsp. occidentalis",0.8,"39"
"624","Gorbea",2022,"1",4,"Helleborus viridis subsp. occidentalis",1,"40"
"625","Gorbea",2022,"1",4,"Helleborus viridis subsp. occidentalis",1,"41"
"626","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"42"
"627","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"43"
"628","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"44"
"629","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"45"
"630","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"46"
"631","Gorbea",2022,"1",4,"Vicia pyrenaica",0.333333333333333,"47"
"632","Gorbea",2022,"1",4,"Vicia pyrenaica",0,"48"
"633","Gorbea",2022,"1",4,"Vicia pyrenaica",1,"49"
"634","Gorbea",2022,"1",4,"Vicia pyrenaica",0.5,"50"
"635","Gorbea",2022,"1",5,"Erysimum gorbeanum",0.818181818181818,"62"
"636","Gorbea",2022,"1",5,"Erysimum gorbeanum",1,"64"
"637","Gorbea",2022,"1",5,"Erysimum gorbeanum",0.5,"65"
"638","Gorbea",2022,"1",5,"Erysimum gorbeanum",0.857142857142857,"66"
"639","Gorbea",2022,"1",5,"Erysimum gorbeanum",0.461538461538462,"67"
"640","Gorbea",2022,"1",5,"Erysimum gorbeanum",0.454545454545455,"68"
"641","Gorbea",2022,"1",5,"Erysimum gorbeanum",1,"69"
"642","Gorbea",2022,"1",5,"Erysimum gorbeanum",1,"70"
"643","Gorbea",2022,"1",5,"Vicia pyrenaica",0,"51"
"644","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"52"
"645","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"53"
"646","Gorbea",2022,"1",5,"Vicia pyrenaica",0,"54"
"647","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"55"
"648","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"56"
"649","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"58"
"650","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"59"
"651","Gorbea",2022,"1",5,"Vicia pyrenaica",1,"60"
"652","Gorbea",2022,"1",6,"Lotus corniculatus",1,"81"
"653","Gorbea",2022,"1",6,"Lotus corniculatus",0.666666666666667,"82"
"654","Gorbea",2022,"1",6,"Lotus corniculatus",0.333333333333333,"83"
"655","Gorbea",2022,"1",6,"Lotus corniculatus",0.5,"84"
"656","Gorbea",2022,"1",6,"Lotus corniculatus",1,"85"
"657","Gorbea",2022,"1",6,"Lotus corniculatus",0,"86"
"658","Gorbea",2022,"1",6,"Lotus corniculatus",0,"87"
"659","Gorbea",2022,"1",6,"Lotus corniculatus",0,"88"
"660","Gorbea",2022,"1",6,"Lotus corniculatus",0,"89"
"661","Gorbea",2022,"1",6,"Lotus corniculatus",0.333333333333333,"90"
"662","Gorbea",2022,"1",6,"Vicia pyrenaica",1,"71"
"663","Gorbea",2022,"1",6,"Vicia pyrenaica",1,"72"
"664","Gorbea",2022,"1",6,"Vicia pyrenaica",0,"73"
"665","Gorbea",2022,"1",6,"Vicia pyrenaica",0,"74"
"666","Gorbea",2022,"1",6,"Vicia pyrenaica",0,"75"
"667","Gorbea",2022,"1",6,"Vicia pyrenaica",0.5,"76"
