Fecha,Hora,Bosque,"Transecto (1,2,3)",Planta,Polinizador,sexo,capturado?,Codigo_frasco,Observaciones,Ronda,Codigo_Final,Latitude,Longitude
07/06/22,14:05:00,3,2,Plantago sp.,?=6,,,,,6,,,
07/06/22,14:07:00,3,2,Helianthemum nummularium,?=13,,,,,6,,,
07/06/22,15:31:00,3,3,Teucrium pyrenaicum,Bombus pascuorum,,,,,6,,,
07/06/22,15:33:00,3,3,Vicia pyrenaica,Bombus pascuorum,,,,,6,,,
07/06/22,15:33:00,3,3,Helianthemum nummularium,Apis mellifera,,,,,6,,,
07/06/22,15:36:00,3,3,Bellis perennis,Eristalis sp.,,,,,6,,,
07/06/22,15:41:00,3,3,Lotus corniculatus,Bombus sp.,,,,,6,,,
07/06/22,15:42:00,3,3,Thymus praecox subsp. Polytrichus,?=11,,,,,6,,,
07/06/22,15:43:00,3,3,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,culo oscuro,6,,,
07/06/22,15:46:00,3,3,Lotus corniculatus,Zygaena lonicerae,,,,,6,,,
07/06/22,15:49:00,3,3,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,,,,,6,,,
07/06/22,16:03:00,3,3,Lotus corniculatus,Bombus lapidarius,,,,,6,,,
07/06/22,16:16:00,3,3,Teucrium pyrenaicum,Bombus pascuorum,,,,,6,,,
07/06/22,16:19:00,3,3,Teucrium pyrenaicum,Bombus pascuorum,,,,,6,,,
07/06/22,16:27:00,3,3,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,hembra,,,,6,,,
07/06/22,16:29:00,3,3,Teucrium pyrenaicum,Bombus lapidarius,,,,,6,,,
09/06/22,11:15:00,5,1,Daboecia cantabrica,,,si,104,empezamos transecto mas tarde por la niebla,6,,,
09/06/22,11:15:00,5,1,Daboecia cantabrica,?=106,,,,,6,,,
09/06/22,11:35:00,5,1,Daboecia cantabrica,,,si,105,,6,,,
09/06/22,11:42:00,5,1,Daboecia cantabrica,?=104,,,,,6,,,
09/06/22,13:10:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:10:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:10:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:15:00,5,2,Daboecia cantabrica,,,si,106,,6,,,
09/06/22,13:22:00,5,2,Potentilla erecta,?=10,,,,,6,,,
09/06/22,13:43:00,5,2,Ranunculus sp.,Sphaerophoria scripta,hembra,,,,6,,,
09/06/22,13:44:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:44:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:50:00,5,2,Scorzonera humilis,,,si,107,,6,,,
09/06/22,13:52:00,5,2,Ranunculus sp.,?=10,,,,,6,,,
09/06/22,13:52:00,5,2,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,13:55:00,5,2,Daboecia cantabrica,,,si,108,,6,,,
09/06/22,13:57:00,5,2,Daboecia cantabrica,Bombus pascuorum,,,,,6,,,
09/06/22,13:58:00,5,2,Daboecia cantabrica,,,si,109,,6,,,
09/06/22,14:02:00,5,2,Erica tetralix,Coenonympha pamphilus,,,,,6,,,
09/06/22,15:38:00,5,3,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,15:38:00,5,3,Ranunculus sp.,?=83,,,,,6,,,
09/06/22,15:54:00,5,3,Potentiila erecta,Sphaerophoria scripta,hembra,,,,6,,,
09/06/22,16:02:00,5,3,Potentiila erecta,?=83,,,,,6,,,
09/06/22,16:10:00,5,3,Potentiila erecta,Coenonympha pamphilus,,,,,6,,,
09/06/22,16:24:00,5,3,Scorzonera humilis,?=13,,,,,6,,,
09/06/22,16:31:00,5,3,Potentiila erecta,?=10,,,,,6,,,
10/06/22,10:40:00,2,1,Ranunculus sp.,?=10,,,,,6,,,
10/06/22,10:55:00,2,1,Ranunculus sp.,?=77,,,,,6,,,
10/06/22,11:03:00,2,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
10/06/22,11:17:00,2,1,Ranunculus sp.,?=97,,,,,6,,,
10/06/22,11:20:00,2,1,Bellis perennis,?=69,,,,,6,,,
10/06/22,11:28:00,2,1,Ranunculus sp.,?=35,,,,,6,,,
10/06/22,11:34:00,2,1,Ranunculus sp.,?=10,,,,,6,,,
10/06/22,11:36:00,2,1,Bellis perennis,Sphaerophoria scripta,,,,,6,,,
10/06/22,11:37:00,2,1,Plantago sp.,?=97,,,,,6,,,
10/06/22,13:13:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
10/06/22,13:15:00,2,2,Ranunculus sp.,?=77,,,,,6,,,
10/06/22,13:20:00,2,2,Ranunculus sp.,?=97,,,,,6,,,
10/06/22,13:22:00,2,2,Bellis perennis,?=52,,,,,6,,,
10/06/22,13:30:00,2,2,Bellis perennis,?=69,,,,,6,,,
10/06/22,13:31:00,2,2,Ranunculus sp.,?=10,,,,,6,,,
10/06/22,13:34:00,2,2,Bellis perennis,?=52,,,,,6,,,
10/06/22,13:36:00,2,2,Ranunculus sp.,?=13,,,,,6,,,
10/06/22,13:39:00,2,2,Ranunculus sp.,?=10,,,,,6,,,
10/06/22,13:40:00,2,2,Trifolium repens,Apis mellifera,,,,,6,,,
10/06/22,13:42:00,2,2,Bellis perennis,?=52,,,,,6,,,
10/06/22,13:42:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,6,,,
10/06/22,13:43:00,2,2,Potentiila erecta,,,si,110,,6,,,
10/06/22,13:44:00,2,2,Bellis perennis,Episyrphus balteatus,,,,,6,,,
10/06/22,13:46:00,2,2,Bellis perennis,?=11,,,,,6,,,
10/06/22,13:49:00,2,2,Bellis perennis,?=10,,,,,6,,,
10/06/22,13:53:00,2,2,Bellis perennis,?=10,,,,,6,,,
10/06/22,13:55:00,2,2,Lotus corniculatus,,,si,111,,6,,,
10/06/22,14:00:00,2,2,Bellis perennis,?=97,,,,,6,,,
10/06/22,14:01:00,2,2,Bellis perennis,Eristalis sp.,,,,,6,,,
10/06/22,14:02:00,2,2,Geranium robertianum,Bombus pascuorum,,,,,6,,,
10/06/22,14:03:00,2,2,Lotus corniculatus,Bombus pascuorum,,,,,6,,,
10/06/22,14:10:00,2,2,Veronica officinalis,?=110,,,,,6,,,
10/06/22,15:44:00,2,3,Bellis perennis,?=52,,,,,6,,,
10/06/22,15:44:00,2,3,Bellis perennis,?=52,,,,,6,,,
10/06/22,15:45:00,2,3,Ranunculus sp.,?=64,,,,,6,,,
10/06/22,15:45:00,2,3,Myosotis lamottiana,?=97,,,,,6,,,
10/06/22,15:47:00,2,3,Bellis perennis,Sphaerophoria scripta,,,,,6,,,
10/06/22,15:49:00,2,3,Bellis perennis,Sphaerophoria scripta,,,,,6,,,
10/06/22,15:50:00,2,3,Myosotis lamottiana,?=110,,,,,6,,,
10/06/22,15:53:00,2,3,Ranunculus sp.,?=69,,,,,6,,,
10/06/22,15:55:00,2,3,Ranunculus sp.,,,si,112,,6,,,
10/06/22,15:56:00,2,3,Ranunculus sp.,Sphaerophoria scripta,,,,,6,,,
10/06/22,15:59:00,2,3,Bellis perennis,?=52,,,,,6,,,
10/06/22,16:04:00,2,3,Veronica officinalis,,,si,113,,6,,,
10/06/22,16:05:00,2,3,Bellis perennis,Eristalis sp.,,,,,6,,,
10/06/22,16:07:00,2,3,Bellis perennis,Sphaerophoria scripta,,,,,6,,,
10/06/22,16:08:00,2,3,Bellis perennis,?=52,,,,,6,,,
10/06/22,16:10:00,2,3,Potentiila erecta,?=10,,,,,6,,,
10/06/22,16:12:00,2,3,Vicia sp.,Bombus pascuorum,,,,,6,,,
10/06/22,16:18:00,2,3,Bellis perennis,?=52,,,,,6,,,
10/06/22,16:18:00,2,3,Ranunculus sp.,?=97,,,,,6,,,
10/06/22,16:22:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,,,,,6,,,
10/06/22,16:23:00,2,3,Bellis perennis,?=97,,,,,6,,,
10/06/22,16:25:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,6,,,
10/06/22,16:30:00,2,3,Lotus corniculatus,?=111,,,,,6,,,
10/06/22,16:31:00,2,3,Myosotis lamottiana,?=97,,,,,6,,,
10/06/22,16:32:00,2,3,Bellis perennis,?=52,,,,,6,,,
14/06/22,10:35:00,1,1,Medicago lupulina,Sphaerophoria scripta,macho,,,"Sol, calorazo, ola de calor",7,,,
14/06/22,10:39:00,1,1,Bellis perennis,,,si,114,,7,,,
14/06/22,10:42:00,1,1,Prunella vulgaris,Bombus lapidarius,,,,,7,,,
14/06/22,10:46:00,1,1,Ranunculus sp.,Eristalis sp.,,,,,7,,,
14/06/22,10:46:00,1,1,Bellis perennis,Sphaerophoria scripta,,,,,7,,,
14/06/22,10:47:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,10:49:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,10:51:00,1,1,Thymus praecox subsp. Polytrichus,?=52,,,,,7,,,
14/06/22,10:54:00,1,1,Galium mollugo,Sphaerophoria scripta,,,,,7,,,
14/06/22,10:54:00,1,1,Ranunculus sp.,Eristalis sp.,,,,,7,,,
14/06/22,10:56:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,10:56:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,10:57:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:00:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:01:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:04:00,1,1,Medicago lupulina,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:04:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:05:00,1,1,Thymus praecox subsp. Polytrichus,?=52,,,,,7,,,
14/06/22,11:05:00,1,1,Bellis perennis,?=10,,,,,7,,,
14/06/22,11:05:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:06:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:06:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:06:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,11:07:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:07:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:07:00,1,1,Medicago lupulina,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:08:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,11:08:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,11:09:00,1,1,Thymus praecox subsp. Polytrichus,Pararge aegeria,,,,,7,,,
14/06/22,11:10:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,11:10:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,11:10:00,1,1,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,11:10:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:14:00,1,1,Trifolium pratense,,,si,115,,7,,,
14/06/22,11:14:00,1,1,Ranunculus sp.,Eristalis sp.,,,,,7,,,
14/06/22,11:15:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,11:15:00,1,1,Bellis perennis,?=52,,,,,7,,,
14/06/22,11:15:00,1,1,Bellis perennis,?=52,,,,,7,,,
14/06/22,11:17:00,1,1,Ranunculus sp.,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:17:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:17:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:18:00,1,1,Plantago sp.,Eristalis sp.,,,,,7,,,
14/06/22,11:18:00,1,1,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:19:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:20:00,1,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:22:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,11:22:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,11:24:00,1,1,Bellis perennis,?=52,,,,,7,,,
14/06/22,11:24:00,1,1,Bellis perennis,?=52,,,,,7,,,
14/06/22,11:24:00,1,1,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,11:24:00,1,1,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,11:24:00,1,1,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,11:25:00,1,1,Bellis perennis,?=52,,,,,7,,,
14/06/22,11:25:00,1,1,Bellis perennis,?=10,,,,,7,,,
14/06/22,11:26:00,1,1,Bellis perennis,?=35,,,,,7,,,
14/06/22,11:26:00,1,1,Bellis perennis,?=35,,,,,7,,,
14/06/22,11:30:00,1,1,Galium mollugo,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,11:31:00,1,1,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,11:32:00,1,1,Lotus corniculatus,?=115,,,,,7,,,
14/06/22,11:33:00,1,1,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,13:15:00,1,2,Prunella vulgaris,Bombus pascuorum,,,,,7,,,
14/06/22,13:17:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,13:21:00,1,2,Bellis perennis,?=6,,,,,7,,,
14/06/22,13:23:00,1,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:26:00,1,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:27:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,13:28:00,1,2,Lotus corniculatus,?=13,,,,,7,,,
14/06/22,13:33:00,1,2,Dianthus hyssopifolius subsp. Hyssopifolius,Pararge aegeria,,,,,7,,,
14/06/22,13:34:00,1,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,13:34:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,13:35:00,1,2,Medicago lupulina,?=34,,,,,7,,,
14/06/22,13:40:00,1,2,Galium mollugo,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:41:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:42:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:42:00,1,2,Bellis perennis,?=64,,,,,7,,,
14/06/22,13:43:00,1,2,Vicia pyrenaica,Bombus pascuorum,,,,,7,,,
14/06/22,13:44:00,1,2,Polygala vulgaris,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:44:00,1,2,Thymus praecox subsp. Polytrichus,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:45:00,1,2,Bellis perennis,?=6,,,,,7,,,
14/06/22,13:47:00,1,2,Bellis perennis,?=10,,,,,7,,,
14/06/22,13:48:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,13:49:00,1,2,Bellis perennis,?=52,,,,,7,,,
14/06/22,13:49:00,1,2,Cerastium fontanum,?=10,,,,,7,,,
14/06/22,13:50:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,13:52:00,1,2,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,13:54:00,1,2,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,13:55:00,1,2,Ranunculus sp.,Eristalis sp.,,,,,7,,,
14/06/22,13:56:00,1,2,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,13:58:00,1,2,Bellis perennis,?=52,,,,,7,,,
14/06/22,13:58:00,1,2,Bellis perennis,?=52,,,,,7,,,
14/06/22,14:00:00,1,2,Bellis perennis,?=6,,,,,7,,,
14/06/22,14:00:00,1,2,Bellis perennis,?=52,,,,,7,,,
14/06/22,14:01:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,14:02:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,14:03:00,1,2,Bellis perennis,,,si,116,,7,,,
14/06/22,14:04:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,14:04:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,14:04:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,14:05:00,1,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,14:06:00,1,2,Bellis perennis,?=52,,,,,7,,,
14/06/22,14:07:00,1,2,Galium mollugo,Eristalis sp.,,,,,7,,,
14/06/22,14:07:00,1,2,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,14:08:00,1,2,Lotus corniculatus,?=115,,,,,7,,,
14/06/22,14:13:00,1,2,Thymus praecox subsp. Polytrichus,?=64,,,,,7,,,
14/06/22,14:14:00,1,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,15:22:00,1,3,Linaria propinqua,Bombus pascuorum,,,,,7,,,
14/06/22,15:25:00,1,3,Bellis perennis,?=10,,,,,7,,,
14/06/22,15:29:00,1,3,Lotus corniculatus,Bombus pascuorum,,,,,7,,,
14/06/22,15:32:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,15:35:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,15:35:00,1,3,Thymus praecox subsp. Polytrichus,Eristalis sp.,,,,,7,,,
14/06/22,15:42:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,15:45:00,1,3,Bellis perennis,?=52,,,,,7,,,
14/06/22,15:45:00,1,3,Bellis perennis,?=52,,,,,7,,,
14/06/22,15:45:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,15:46:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,15:46:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,7,,,
14/06/22,15:48:00,1,3,Geranium robertianum,Lassiomata megera,,,,,7,,,
14/06/22,15:52:00,1,3,Bellis perennis,?=10,,,,,7,,,
14/06/22,15:53:00,1,3,Bellis perennis,?=35,,,,,7,,,
14/06/22,15:55:00,1,3,Trifolium pratense,?=115,,,,,7,,,
14/06/22,15:56:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,7,,,
14/06/22,16:02:00,1,3,Vicia pyrenaica,Bombus pascuorum,,,,,7,,,
14/06/22,16:02:00,1,3,Bellis perennis,Eristalis sp.,,,,,7,,,
14/06/22,16:03:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:03:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:03:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:05:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:05:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:05:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:05:00,1,3,Ranunculus sp.,?=35,,,,,7,,,
14/06/22,16:06:00,1,3,Geranium robertianum,,,si,117,,7,,,
14/06/22,16:07:00,1,3,Bellis perennis,?=52,,,,,7,,,
14/06/22,16:08:00,1,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
14/06/22,16:10:00,1,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
14/06/22,16:11:00,1,3,Medicago lupulina,?=116,,,,,7,,,
14/06/22,16:15:00,1,3,Bellis perennis,Pararge aegeria,,,,,7,,,
14/06/22,16:16:00,1,3,Linaria propinqua,Bombus pascuorum,,,,,7,,,
15/06/22,11:08:00,2,1,Ranunculus sp.,Sphaerophoria scripta,,,,,7,,,
15/06/22,11:14:00,2,1,Bellis perennis,Sphaerophoria scripta,,,,,7,,,
15/06/22,11:15:00,2,1,Ranunculus sp.,?=10,,,,,7,,,
15/06/22,11:18:00,2,1,Ranunculus sp.,?=10,,,,,7,,,
15/06/22,11:20:00,2,1,Ranunculus sp.,?=10,,,,,7,,,
15/06/22,11:23:00,2,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,11:24:00,2,1,Bellis perennis,Eristalis sp.,,,,,7,,,
15/06/22,11:27:00,2,1,Trifolium repens,?=115,,,,,7,,,
15/06/22,11:35:00,2,1,Potentilla erecta,?=13,,,,,7,,,
15/06/22,11:38:00,2,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,11:40:00,2,1,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:20:00,2,2,Myosotis lamottiana,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:22:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:22:00,2,2,Bellis perennis,?=52,,,,,7,,,
15/06/22,13:23:00,2,2,Bellis perennis,?=52,,,,,7,,,
15/06/22,13:25:00,2,2,Bellis perennis,?=10,,,,,7,,,
15/06/22,13:29:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:32:00,2,2,Ranunculus sp.,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,13:34:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:34:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,13:39:00,2,2,Bellis perennis,?=52,,,,,7,,,
15/06/22,13:39:00,2,2,Bellis perennis,?=52,,,,,7,,,
15/06/22,13:40:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:45:00,2,2,Bellis perennis,?=97,,,,,7,,,
15/06/22,13:47:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,13:49:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,13:52:00,2,2,Trifolium repens,?=13,,,,,7,,,
15/06/22,13:55:00,2,2,Plantago sp.,Eristalis sp.,,,,,7,,,
15/06/22,13:57:00,2,2,Bellis perennis,Eristalis sp.,,,,,7,,,
15/06/22,14:00:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,14:03:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,14:07:00,2,2,Bellis perennis,?=6,,,,,7,,,
15/06/22,14:10:00,2,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,14:12:00,2,2,Potentilla erecta,?=10,,,,,7,,,
15/06/22,14:12:00,2,2,Potentilla erecta,?=13,,,,,7,,,
15/06/22,14:14:00,2,2,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,14:18:00,2,2,Bellis perennis,?=97,,,,,7,,,
15/06/22,15:47:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,15:49:00,2,3,Bellis perennis,?=52,,,,,7,,,
15/06/22,16:04:00,2,3,Bellis perennis,?=10,,,,,7,,,
15/06/22,16:06:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,16:07:00,2,3,Myosotis lamottiana,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,16:07:00,2,3,Ranunculus sp.,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,16:09:00,2,3,Bellis perennis,?=10,,,,,7,,,
15/06/22,16:12:00,2,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,16:16:00,2,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,16:24:00,2,3,Bellis perennis,Sphaerophoria scripta,hembra,,,,7,,,
15/06/22,16:26:00,2,3,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
15/06/22,16:33:00,2,3,Bellis perennis,?=52,,,,,7,,,
15/06/22,16:35:00,2,3,Myosotis lamottiana,?=97,,,,,7,,,
15/06/22,16:38:00,2,3,Bellis perennis,Eristalis sp.,,,,,7,,,
16/06/22,11:05:00,4,1,Erica tetralix,Erebia meolans,,,,,7,,,
16/06/22,11:15:00,4,1,Erica cinerea,Bombus terrestris,,,,,7,,,
16/06/22,11:20:00,4,1,Taraxacum sp.,?=13,,,,,7,,,
16/06/22,11:23:00,4,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,11:24:00,4,1,Potentilla erecta,?=116,,,,,7,,,
16/06/22,11:25:00,4,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,11:26:00,4,1,Galium mollugo,Sphaerophoria scripta,macho,,,,7,,,
16/06/22,11:28:00,4,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,11:30:00,4,1,Erica cinerea,Sphaerophoria scripta,hembra,si,118,,7,,,
16/06/22,13:14:00,4,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,13:22:00,4,2,Erica cinerea,Erebia meolans,,,,,7,,,
16/06/22,13:26:00,4,2,Erica cinerea,,,si,119,,7,,,
16/06/22,13:29:00,4,2,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,13:30:00,4,2,Potentilla erecta,?=34,,,,,7,,,
16/06/22,13:45:00,4,2,Erica cinerea,,,si,120,,7,,,
16/06/22,13:46:00,4,2,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
16/06/22,13:50:00,4,2,Polygala vulgaris,Pyrgus sp.,,,,,7,,,
16/06/22,14:00:00,4,2,Bellis perennis,Sphaerophoria scripta,macho,,,,7,,,
16/06/22,15:42:00,4,3,Erica cinerea,Coenonympha pamphilus,,,,,7,,,
16/06/22,15:47:00,4,3,Erica cinerea,?=118,,,,,7,,,
16/06/22,15:49:00,4,3,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,16:10:00,4,3,Erica tetralix,?=118,,,,,7,,,
16/06/22,16:15:00,4,3,Erica cinerea,?=118,,,,,7,,,
16/06/22,16:23:00,4,3,Erica cinerea,?=118,,,,,7,,,
16/06/22,16:25:00,4,3,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
16/06/22,16:29:00,4,3,Erica cinerea,,,si,121,,7,,,
16/06/22,16:36:00,4,3,Erica cinerea,Bombus pascuorum,,,,,7,,,
16/06/22,16:40:00,4,3,Galium mollugo,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,10:37:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,10:45:00,5,1,Potentilla erecta,Sphaerophoria scripta,macho,,,,7,,,
17/06/22,10:54:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,10:57:00,5,1,Potentilla erecta,Sphaerophoria scripta,hembra,,,,7,,,
17/06/22,10:58:00,5,1,Potentilla erecta,,,si,122,,7,,,
