"","X.x","Planta","Periodo","Bosque","Year","Site","Semillas_viables","scaled_seeds","id_planta","X.y","Degree","Specialization","Closeness","nestedcontribution","match","tot.visits.pl","poll.sp","plant.sp"
"417",417,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",20,-1.05102653465527,"8,10",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"418",418,"Cistus salviifolius",2,"Pinar Aznalcazar",2021,"Doñana",51,0.85987842886782,"9,03",120,1,0.0517241379310345,0.778871148095346,2.14270438725973,"Doñana_2021_Pinar Aznalcazar_2",18,10,3
"419",419,"Cistus salviifolius",2,"Pinar Aznalcazar",2021,"Doñana",57,1.22973100245293,"9,03",120,1,0.0517241379310345,0.778871148095346,2.14270438725973,"Doñana_2021_Pinar Aznalcazar_2",18,10,3
"420",420,"Cistus salviifolius",2,"Pinar Aznalcazar",2021,"Doñana",61,1.47629938484301,"9,03",120,1,0.0517241379310345,0.778871148095346,2.14270438725973,"Doñana_2021_Pinar Aznalcazar_2",18,10,3
"421",421,"Cistus salviifolius",2,"Pinar Aznalcazar",2021,"Doñana",44,0.428383759685188,"9,03",120,1,0.0517241379310345,0.778871148095346,2.14270438725973,"Doñana_2021_Pinar Aznalcazar_2",18,10,3
"422",422,"Cistus salviifolius",2,"Pinar Aznalcazar",2021,"Doñana",49,0.736594237672783,"9,03",120,1,0.0517241379310345,0.778871148095346,2.14270438725973,"Doñana_2021_Pinar Aznalcazar_2",18,10,3
"423",423,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",42,0.30509956849015,"9,03",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"424",424,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",48,0.674952142075264,"9,03",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"425",425,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",51,0.85987842886782,"9,03",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"426",426,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",49,0.736594237672783,"9,03",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"427",427,"Cistus salviifolius",4,"Pinar Aznalcazar",2021,"Doñana",53,0.983162620062858,"9,03",127,0.555555555555556,0.290909090909091,0.385281867234438,0.996086943666815,"Doñana_2021_Pinar Aznalcazar_4",10,9,5
"428",428,"Cistus salviifolius",5,"Pinar Aznalcazar",2021,"Doñana",31,-0.372963483082559,"9,03",133,0.375,0.2,0.502713688725326,1.02425135123181,"Doñana_2021_Pinar Aznalcazar_5",8,16,7
"429",429,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",26,-0.105872164432386,"(1,01)1",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"430",430,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",30,0.140421723746346,"(1,01)1",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"431",431,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",19,-0.536886468745167,"(1,01)1",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"432",432,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",25,-0.167445636477069,"(1,01)2",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"433",433,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",19,-0.536886468745167,"(1,01)2",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"434",434,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",32,0.263568667835713,"(1,01)2",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"435",435,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",30,0.140421723746346,"(1,01)2",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"436",436,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",17,-0.660033412834533,"(1,01)2",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"437",437,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",22,-0.352166052611118,"(1,01)2",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"438",438,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",27,-0.0442986923877025,"(1,01)2",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"439",439,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",10,-1.09104771714731,"(1,01)2",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"440",440,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",10,-1.09104771714731,"(1,01)2",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"441",441,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",16,-0.721606884879216,"(1,01)2",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"442",442,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",12,-0.967900773057948,"(1,01)2",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"443",443,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",15,-0.783180356923899,"(1,01)2",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"444",444,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",25,-0.167445636477069,"1,02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"445",445,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",19,-0.536886468745167,"1,02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"446",446,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",27,-0.0442986923877025,"1,02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"447",447,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",33,0.325142139880396,"1,02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"448",448,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",17,-0.660033412834533,"1,02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"449",449,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",21,-0.413739524655801,"1,02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"450",450,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",14,-0.844753828968582,"1,02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"451",451,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",25,-0.167445636477069,"1,02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"452",452,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",24,-0.229019108521752,"1,02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"453",453,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",10,-1.09104771714731,"1,02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"454",454,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",22,-0.352166052611118,"1,02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"455",455,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",20,-0.475312996700484,"1,02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"456",456,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",16,-0.721606884879216,"1,02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"457",457,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",2,-1.58363549350478,"1,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"458",458,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",28,0.0172747796569805,"1,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"459",459,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",24,-0.229019108521752,"1,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"460",460,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",7,-1.27576813328136,"1,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"461",461,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",33,0.325142139880396,"1,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"462",462,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",49,1.31031769259532,"1,08",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"463",463,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",53,1.55661158077406,"1,08",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"464",464,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",42,0.879303388282543,"1,08",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"465",465,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",44,1.00245033237191,"1,08",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"466",466,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",43,0.940876860327226,"1,08",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"467",467,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",51,1.43346463668469,"1,09",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"468",468,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",61,2.04919935713152,"1,09",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"469",469,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",0,-1.70678243759414,"2,01",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"470",470,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",14,-0.844753828968582,"2,01",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"471",471,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",16,-0.721606884879216,"2,01",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"472",472,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",9,-1.152621189192,"2,01",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"473",473,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",15,-0.783180356923899,"2,01",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"474",474,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",33,0.325142139880396,"2,01",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"475",475,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",40,0.756156444193177,"2,01",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"476",476,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",17,-0.660033412834533,"2,01",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"477",477,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",26,-0.105872164432386,"2,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"478",478,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",13,-0.906327301013265,"2,03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"479",479,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",57,1.80290546895279,"2.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"480",480,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",66,2.35706671735493,"2.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"481",481,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",76,2.97280143780176,"2.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"482",482,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",78,3.09594838189113,"2.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"483",483,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",68,2.4802136614443,"2.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"484",484,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",64,2.23391977326557,"2.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"485",485,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",57,1.80290546895279,"2.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"486",486,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",60,1.98762588508684,"2.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"487",487,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",60,1.98762588508684,"2.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"488",488,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",58,1.86447894099747,"2.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"489",489,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",43,0.940876860327226,"2.06",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"490",490,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",34,0.386715611925079,"2.06",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"491",491,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",29,0.0788482517016635,"2.06",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"492",492,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",28,0.0172747796569805,"2.06",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"493",493,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",39,0.694582972148494,"2.06",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"494",494,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",46,1.12559727646127,"4.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"495",495,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",60,1.98762588508684,"4.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"496",496,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",46,1.12559727646127,"4.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"497",497,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",42,0.879303388282543,"4.07",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"498",498,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",48,1.24874422055064,"4.07",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"499",499,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",44,1.00245033237191,"4.07",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"500",500,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",40,0.756156444193177,"4.07",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"501",501,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",45,1.06402380441659,"4.07",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"502",502,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",29,0.0788482517016635,"4.07",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"503",503,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",29,0.0788482517016635,"4.07",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"504",504,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",12,-0.967900773057948,"4.07",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"505",505,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",51,1.43346463668469,"5.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"506",506,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",49,1.31031769259532,"5.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"507",507,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",54,1.61818505281874,"5.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"508",508,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",48,1.24874422055064,"6.02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"509",509,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",55,1.67975852486342,"6.02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"510",510,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",37,0.571436028059128,"6.02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"511",511,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",33,0.325142139880396,"6.02",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"512",512,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",45,1.06402380441659,"6.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"513",513,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",49,1.31031769259532,"6.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"514",514,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",49,1.31031769259532,"6.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"515",515,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",42,0.879303388282543,"6.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"516",516,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",37,0.571436028059128,"7.03",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"517",517,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",32,0.263568667835713,"7.03",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"518",518,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",33,0.325142139880396,"7.03",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"519",519,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",16,-0.721606884879216,"7.03",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"520",520,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",19,-0.536886468745167,"7.03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"521",521,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",25,-0.167445636477069,"7.03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"522",522,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",20,-0.475312996700484,"7.03",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"523",523,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",26,-0.105872164432386,"7.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"524",524,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",61,2.04919935713152,"7.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"525",525,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",58,1.86447894099747,"8.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"526",526,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",40,0.756156444193177,"8.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"527",527,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",56,1.7413319969081,"8.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"528",528,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",63,2.17234630122089,"8.07",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"529",529,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",55,1.67975852486342,"8.08",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"530",530,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",51,1.43346463668469,"8.08",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"531",531,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",46,1.12559727646127,"8.08",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"532",532,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",53,1.55661158077406,"8.08",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"533",533,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",4,-1.46048854941541,"9.02",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"534",534,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",17,-0.660033412834533,"9.02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"535",535,"Cistus crispus",7,"Pinar Aznalcazar",2021,"Doñana",20,-0.475312996700484,"9.02",145,0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"536",536,"Cistus crispus",5,"Pinar Aznalcazar",2021,"Doñana",46,1.12559727646127,"9.06",132,0.3125,0.185185185185185,0.687978103485236,0.368998448008325,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"537",537,"Cistus crispus",6,"Pinar Aznalcazar",2021,"Doñana",29,0.0788482517016635,"9.06",139,0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
