"","Planta","Periodo","Bosque","Year","Site","Semillas_viables","scaled_seeds","id_planta"
"508","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",48,1.24874422055064,"6.02"
"509","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",55,1.67975852486342,"6.02"
"510","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",37,0.571436028059128,"6.02"
"511","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",33,0.325142139880396,"6.02"
"512","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",45,1.06402380441659,"6.07"
"513","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",49,1.31031769259532,"6.07"
"514","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",49,1.31031769259532,"6.07"
"515","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",42,0.879303388282543,"6.07"
"516","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",37,0.571436028059128,"7.03"
"517","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",32,0.263568667835713,"7.03"
"518","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",33,0.325142139880396,"7.03"
"519","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",16,-0.721606884879216,"7.03"
"520","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",19,-0.536886468745167,"7.03"
"521","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",25,-0.167445636477069,"7.03"
"522","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",20,-0.475312996700484,"7.03"
"523","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",26,-0.105872164432386,"7.06"
"524","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",61,2.04919935713152,"7.06"
"525","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",58,1.86447894099747,"8.06"
"526","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",40,0.756156444193177,"8.07"
"527","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",56,1.7413319969081,"8.07"
"528","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",63,2.17234630122089,"8.07"
"529","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",55,1.67975852486342,"8.08"
"530","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",51,1.43346463668469,"8.08"
"531","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",46,1.12559727646127,"8.08"
"532","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",53,1.55661158077406,"8.08"
"533","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",4,-1.46048854941541,"9.02"
"534","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",17,-0.660033412834533,"9.02"
"535","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",20,-0.475312996700484,"9.02"
"536","Cistus crispus",5,"Pinar Aznalcazar","2021","Doñana",46,1.12559727646127,"9.06"
"537","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",29,0.0788482517016635,"9.06"
"538","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",40,0.756156444193177,"9.07"
"539","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",27,-0.0442986923877025,"9.07"
"540","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",23,-0.290592580566435,"9.07"
"541","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",28,0.0172747796569805,"9.07"
"542","Cistus crispus",7,"Pinar Aznalcazar","2021","Doñana",25,-0.167445636477069,"9.07"
"543","Cistus crispus",8,"Pinar Aznalcazar","2021","Doñana",14,-0.844753828968582,"9.07"
"544","Cistus crispus",8,"Pinar Aznalcazar","2021","Doñana",0,-1.70678243759414,"9.07"
"545","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",12,-0.967900773057948,"9.08"
"546","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",0,-1.70678243759414,"9.08"
"547","Cistus crispus",6,"Pinar Aznalcazar","2021","Doñana",34,0.386715611925079,"9.08"
"548","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",31,0.683153939450569,"8.1"
"549","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"8.1"
"550","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",27,0.427206458003524,"8.1"
"551","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",33,0.811127680174092,"8.1"
"552","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",24,0.23524584691824,"8.1"
"553","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",28,0.491193328365285,"8.1"
"554","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",31,0.683153939450569,"8.1"
"555","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",29,0.555180198727047,"8.1"
"556","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",24,0.23524584691824,"8.1"
"557","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",36,1.00308829125938,"8.1"
"558","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",32,0.74714080981233,"8.1"
"559","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",21,0.0432852358329561,"8.1"
"560","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",26,0.363219587641763,"8.1"
"561","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"8.1"
"562","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",12,-0.532596597422896,"9.06"
"563","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"9.06"
"564","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",4,-1.04449156031699,"9.06"
"565","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"9.06"
"566","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",11,-0.596583467784657,"9.06"
"567","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",8,-0.788544078869941,"9.06"
"568","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",4,-1.04449156031699,"9.06"
"569","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"9.06"
"570","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"9.06"
"571","Halimium halimifolium",5,"Pinar Aznalcazar","2021","Doñana",20,-0.0207016345288052,"(10,08)1"
"572","Halimium halimifolium",5,"Pinar Aznalcazar","2021","Doñana",14,-0.404622856699373,"(10,08)1"
"573","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",23,0.171258976556479,"(10,08)1"
"574","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"(10,08)1"
"575","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"(10,08)1"
"576","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",14,-0.404622856699373,"(10,08)1"
"577","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",4,-1.04449156031699,"(10,08)1"
"578","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"(10,08)1"
"579","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"(10,08)1"
"580","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",21,0.0432852358329561,"(10,08)1"
"581","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",20,-0.0207016345288052,"(10,08)1"
"582","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",23,0.171258976556479,"(10,08)1"
"583","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",23,0.171258976556479,"(10,08)1"
"584","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",3,-1.10847843067875,"(10,08)1"
"585","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",5,-0.980504689955225,"(10,08)1"
"586","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",6,-0.916517819593463,"(10,08)1"
"587","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",14,-0.404622856699373,"(10,08)1"
"588","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",23,0.171258976556479,"(10,08)1"
"589","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",25,0.299232717280001,"(10,08)1"
"590","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",3,-1.10847843067875,"(10,08)1"
"591","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",8,-0.788544078869941,"(10,08)1"
"592","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",3,-1.10847843067875,"(10,08)1"
"593","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",10,-0.660570338146418,"(10,08)1"
"594","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",10,-0.660570338146418,"(10,08)1"
"595","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",11,-0.596583467784657,"(10,08)1"
"596","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",10,-0.660570338146418,"(10,08)1"
"597","Halimium halimifolium",5,"Pinar Aznalcazar","2021","Doñana",24,0.23524584691824,"(10,08)2"
"598","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",12,-0.532596597422896,"(10,08)2"
"599","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",27,0.427206458003524,"(10,08)2"
"600","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",30,0.619167069088808,"(10,08)2"
"601","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",21,0.0432852358329561,"(10,08)2"
"602","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",19,-0.0846885048905665,"(10,08)2"
"603","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",20,-0.0207016345288052,"(10,08)2"
"604","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",10,-0.660570338146418,"(10,08)2"
"605","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",15,-0.340635986337612,"(10,08)2"
"606","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",30,0.619167069088808,"(10,08)2"
"607","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",8,-0.788544078869941,"(10,08)2"
"608","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"(10,08)2"
"609","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",9,-0.72455720850818,"(10,08)2"
"610","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",8,-0.788544078869941,"(10,08)2"
"611","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"(10,08)2"
"612","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",16,-0.27664911597585,"(10,08)2"
"613","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"10.9"
"614","Halimium halimifolium",6,"Pinar Aznalcazar","2021","Doñana",17,-0.212662245614089,"10.9"
"615","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"10.9"
"616","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"10.9"
"617","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",0,-1.30043904176403,"10.9"
"618","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",12,-0.532596597422896,"10.9"
"619","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",14,-0.404622856699373,"10.9"
"620","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",10,-0.660570338146418,"10.9"
"621","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",22,0.107272106194717,"10.9"
"622","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",15,-0.340635986337612,"10.9"
"623","Halimium halimifolium",7,"Pinar Aznalcazar","2021","Doñana",18,-0.148675375252328,"10.9"
"624","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",7,-0.852530949231702,"10.9"
"625","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",15,-0.340635986337612,"10.9"
"626","Halimium halimifolium",8,"Pinar Aznalcazar","2021","Doñana",13,-0.468609727061134,"10.9"
"627","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",44,1.00245033237191,"1.02"
"628","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",0,-1.70678243759414,"1.02"
"629","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",42,0.879303388282543,"1.02"
"630","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",17,-0.660033412834533,"(1,03)1"
"631","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",14,-0.844753828968582,"(1,03)1"
"632","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",15,-0.783180356923899,"(1,03)1"
"633","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"(1,03)1"
"634","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"(1,03)1"
"635","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"(1,03)2"
"636","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"(1,03)2"
"637","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",0,-1.70678243759414,"(1,03)2"
"638","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"1.04"
"639","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",36,0.509862556014445,"1.04"
"640","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",33,0.325142139880396,"1.04"
"641","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",33,0.325142139880396,"1.04"
"642","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"1.04"
"643","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"1.04"
"644","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",18,-0.59845994078985,"1.04"
"645","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"1.04"
"646","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",24,-0.229019108521752,"1.04"
"647","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",30,0.140421723746346,"1.04"
"648","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"1.04"
"649","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",16,-0.721606884879216,"1.04"
"650","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",23,-0.290592580566435,"1.04"
"651","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"1.04"
"652","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",27,-0.0442986923877025,"1.07"
"653","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"1.07"
"654","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"1.07"
"655","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"1.07"
"656","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"1.07"
"657","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",23,-0.290592580566435,"1.07"
"658","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"1.07"
"659","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",17,-0.660033412834533,"1.07"
"660","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"1.07"
"661","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"(2,03)1"
"662","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"(2,03)1"
"663","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",15,-0.783180356923899,"(2,03)1"
"664","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"(2,03)1"
"665","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",29,0.0788482517016635,"(2,03)2"
"666","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",11,-1.02947424510263,"(2,03)2"
"667","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",41,0.81772991623786,"(2,03)2"
"668","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"(2,03)2"
"669","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",27,-0.0442986923877025,"(2,03)2"
"670","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",37,0.571436028059128,"2.05"
"671","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",29,0.0788482517016635,"2.05"
"672","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",28,0.0172747796569805,"2.05"
"673","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",6,-1.33734160532605,"2.05"
"674","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",11,-1.02947424510263,"2.05"
"675","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",11,-1.02947424510263,"2.05"
"676","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",19,-0.536886468745167,"2.05"
"677","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",2,-1.58363549350478,"2.05"
"678","Cistus crispus",5,"Villamanrique Chaparral","2021","Doñana",34,0.386715611925079,"(3,01)1"
"679","Cistus crispus",9,"Villamanrique Chaparral","2021","Doñana",16,-0.721606884879216,"(3,01)1"
"680","Cistus crispus",5,"Villamanrique Chaparral","2021","Doñana",0,-1.70678243759414,"4.05"
"681","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",28,0.0172747796569805,"4.07"
"682","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",42,0.879303388282543,"4.07"
"683","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",34,0.386715611925079,"4.07"
"684","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",52,1.49503810872937,"4.07"
"685","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",47,1.18717074850596,"4.07"
"686","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",16,-0.721606884879216,"4.07"
"687","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",19,-0.536886468745167,"4.07"
"688","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",35,0.448289083969762,"4.07"
"689","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",50,1.37189116464001,"5.04"
"690","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",51,1.43346463668469,"5.04"
"691","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",37,0.571436028059128,"5.04"
"692","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",43,0.940876860327226,"5.04"
"693","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",23,-0.290592580566435,"5.04"
"694","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"5.04"
"695","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",25,-0.167445636477069,"5.04"
"696","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",11,-1.02947424510263,"5.04"
"697","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"5.04"
"698","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",30,0.140421723746346,"5.04"
"699","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",26,-0.105872164432386,"5.04"
"700","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",21,-0.413739524655801,"5.04"
"701","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"5.04"
"702","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",37,0.571436028059128,"5.05"
"703","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",35,0.448289083969762,"5.05"
"704","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",45,1.06402380441659,"5.05"
"705","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",15,-0.783180356923899,"5.05"
"706","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"5.05"
"707","Cistus crispus",5,"Villamanrique Chaparral","2021","Doñana",26,-0.105872164432386,"6.04"
"708","Cistus crispus",5,"Villamanrique Chaparral","2021","Doñana",0,-1.70678243759414,"6.04"
"709","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",47,1.18717074850596,"6.04"
"710","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",40,0.756156444193177,"6.04"
"711","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",18,-0.59845994078985,"6.04"
"712","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",36,0.509862556014445,"6.04"
"713","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",10,-1.09104771714731,"6.04"
"714","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"6.04"
"715","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",18,-0.59845994078985,"6.04"
"716","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",19,-0.536886468745167,"6.04"
"717","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",14,-0.844753828968582,"6.04"
"718","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",14,-0.844753828968582,"6.04"
"719","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"6.04"
"720","Cistus crispus",5,"Villamanrique Chaparral","2021","Doñana",34,0.386715611925079,"6.05"
"721","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",11,-1.02947424510263,"(7,01)2"
"722","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",23,-0.290592580566435,"(7,01)2"
"723","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"(7,01)2"
"724","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"(7,01)2"
"725","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",31,0.20199519579103,"(7,01)2"
"726","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"(7,01)2"
"727","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",27,-0.0442986923877025,"(7,01)2"
"728","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",28,0.0172747796569805,"(7,01)2"
"729","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",23,-0.290592580566435,"(7,01)2"
"730","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",31,0.20199519579103,"(7,01)2"
"731","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",20,-0.475312996700484,"(7,01)2"
"732","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",12,-0.967900773057948,"(7,01)2"
"733","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",9,-1.152621189192,"(7,01)2"
"734","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",22,-0.352166052611118,"(7,01)2"
"735","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",24,-0.229019108521752,"(7,01)2"
"736","Cistus crispus",8,"Villamanrique Chaparral","2021","Doñana",15,-0.783180356923899,"(7,01)2"
"737","Cistus crispus",6,"Villamanrique Chaparral","2021","Doñana",47,1.18717074850596,"9.05"
"738","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",32,0.263568667835713,"9.05"
"739","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",9,-1.152621189192,"9.05"
"740","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",18,-0.59845994078985,"9.05"
"741","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",27,-0.0442986923877025,"9.05"
"742","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",0,-1.70678243759414,"9.05"
"743","Cistus crispus",7,"Villamanrique Chaparral","2021","Doñana",30,0.140421723746346,"9.05"
"744","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",634,1.02132341766757,"3.09"
"745","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",467,0.327461216885089,"3.09"
"746","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",465,0.31915148992961,"3.09"
"747","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",703,1.30800899763159,"4.05"
"748","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",253,-0.561679567351143,"4.05"
"749","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",439,0.211125039508386,"4.05"
"750","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",480,0.381474442095701,"4.05"
"751","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",273,-0.478582297796355,"4.05"
"752","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",377,-0.0464764961114571,"4.05"
"753","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",136,-1.04779859424665,"5.01"
"754","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",436,0.198660449075168,"4.1"
"755","Cistus ladanifer",3,"Villamanrique Chaparral","2021","Doñana",804,1.72765020888327,"4.1"
"756","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",318,-0.291613441298082,"5.02"
"757","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",217,-0.711254652549761,"6.05"
"758","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",495,0.443797394261792,"7.09"
"759","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",190,-0.823435966448725,"7.09"
"760","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",510,0.506120346427883,"7.09"
"761","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",320,-0.283303714342603,"7.09"
"762","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",289,-0.412104482152524,"7.09"
"763","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",367,-0.0880251308888511,"7.09"
"764","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",415,0.11140831604264,"7.09"
"765","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",583,0.809425380302859,"7.09"
"766","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",666,1.15427904895523,"7.09"
"767","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",455,0.277602855152216,"7.09"
"768","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",162,-0.939772143825428,"7.09"
"769","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",231,-0.65308656386141,"7.09"
"770","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",727,1.40772572109733,"7.09"
"771","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",508,0.497810619472404,"7.09"
"772","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",238,-0.624002519517234,"7.09"
"773","Cistus ladanifer",4,"Villamanrique Chaparral","2021","Doñana",331,-0.23760021608747,"7.1"
