"","Site","Year","Periodo","Planta","Bosque","fruit_set"
"851","Gorbea","2021","3","Hepatica nobilis","2",1
"852","Gorbea","2021","3","Hepatica nobilis","2",1
"853","Gorbea","2021","3","Hepatica nobilis","2",1
"854","Gorbea","2021","3","Hepatica nobilis","2",1
"855","Gorbea","2021","3","Hepatica nobilis","2",1
"856","Gorbea","2021","3","Hepatica nobilis","2",1
"857","Gorbea","2021","2","Scilla verna","5",0
"858","Gorbea","2021","2","Scilla verna","5",0
"859","Gorbea","2021","2","Scilla verna","5",0
"860","Gorbea","2021","3","Oxalis acetosella","2",0
"861","Gorbea","2021","3","Oxalis acetosella","2",0
"862","Gorbea","2021","3","Oxalis acetosella","2",0
"863","Gorbea","2021","3","Oxalis acetosella","2",0
"864","Gorbea","2021","3","Oxalis acetosella","2",0
"865","Gorbea","2021","3","Hepatica nobilis","2",1
"866","Gorbea","2021","3","Hepatica nobilis","2",1
"867","Gorbea","2021","3","Hepatica nobilis","2",1
"868","Gorbea","2021","3","Hepatica nobilis","2",1
"869","Gorbea","2021","3","Hepatica nobilis","2",1
"870","Gorbea","2021","3","Hepatica nobilis","2",1
"871","Gorbea","2021","3","Hepatica nobilis","2",1
"872","Gorbea","2021","3","Hepatica nobilis","2",1
"873","Gorbea","2021","3","Hepatica nobilis","2",1
"874","Gorbea","2021","3","Hepatica nobilis","2",1
"875","Gorbea","2021","3","Hepatica nobilis","2",1
"876","Gorbea","2021","3","Hepatica nobilis","2",1
"877","Gorbea","2021","3","Hepatica nobilis","2",1
"878","Gorbea","2021","3","Hepatica nobilis","2",1
"879","Gorbea","2021","3","Hepatica nobilis","2",1
"880","Gorbea","2021","3","Hepatica nobilis","2",1
"881","Gorbea","2021","3","Hepatica nobilis","2",1
"882","Gorbea","2021","3","Hepatica nobilis","2",1
"883","Gorbea","2021","3","Hepatica nobilis","2",1
"884","Gorbea","2021","3","Hepatica nobilis","2",1
"885","Gorbea","2021","3","Hepatica nobilis","2",1
"886","Gorbea","2021","3","Hepatica nobilis","2",1
"887","Gorbea","2021","3","Hepatica nobilis","2",1
"888","Gorbea","2021","3","Hepatica nobilis","2",1
"889","Gorbea","2021","3","Hepatica nobilis","2",1
"890","Gorbea","2021","3","Hepatica nobilis","2",1
"891","Gorbea","2021","3","Hepatica nobilis","2",1
"892","Gorbea","2021","3","Hepatica nobilis","2",1
"893","Gorbea","2021","3","Hepatica nobilis","2",1
"894","Gorbea","2021","3","Hepatica nobilis","2",1
"895","Gorbea","2021","3","Hepatica nobilis","2",1
"896","Gorbea","2021","3","Hepatica nobilis","2",1
"897","Gorbea","2021","3","Hepatica nobilis","2",1
"898","Gorbea","2021","3","Hepatica nobilis","2",1
"899","Gorbea","2021","3","Hepatica nobilis","2",1
"900","Gorbea","2021","3","Hepatica nobilis","2",1
"901","Gorbea","2021","3","Hepatica nobilis","2",1
"902","Gorbea","2021","3","Hepatica nobilis","2",1
"903","Gorbea","2021","3","Hepatica nobilis","2",1
"904","Gorbea","2021","3","Hepatica nobilis","2",1
"905","Gorbea","2021","3","Hepatica nobilis","2",1
"906","Gorbea","2021","3","Hepatica nobilis","2",1
"907","Gorbea","2021","3","Hepatica nobilis","2",1
"908","Gorbea","2021","3","Hepatica nobilis","2",1
"909","Gorbea","2021","3","Hepatica nobilis","2",1
"910","Gorbea","2021","3","Hepatica nobilis","2",1
"911","Gorbea","2021","3","Hepatica nobilis","2",1
"912","Gorbea","2021","3","Hepatica nobilis","2",1
"913","Gorbea","2021","3","Hepatica nobilis","2",1
"914","Gorbea","2021","3","Hepatica nobilis","2",1
"915","Gorbea","2021","3","Hepatica nobilis","2",1
"916","Gorbea","2021","3","Hepatica nobilis","2",1
"917","Gorbea","2021","3","Hepatica nobilis","2",1
"918","Gorbea","2021","3","Hepatica nobilis","2",1
"919","Gorbea","2021","3","Hepatica nobilis","2",1
"920","Gorbea","2021","3","Hepatica nobilis","2",1
"921","Gorbea","2021","3","Hepatica nobilis","2",1
"922","Gorbea","2021","3","Hepatica nobilis","2",1
"923","Gorbea","2021","3","Hepatica nobilis","2",1
"924","Gorbea","2021","3","Hepatica nobilis","2",1
"925","Gorbea","2021","3","Hepatica nobilis","2",1
"926","Gorbea","2021","3","Hepatica nobilis","2",1
"927","Gorbea","2021","3","Hepatica nobilis","2",1
"928","Gorbea","2021","3","Hepatica nobilis","2",1
"929","Gorbea","2021","3","Hepatica nobilis","2",1
"930","Gorbea","2021","3","Hepatica nobilis","2",1
"931","Gorbea","2021","3","Hepatica nobilis","2",1
"932","Gorbea","2021","3","Hepatica nobilis","2",1
"933","Gorbea","2021","3","Hepatica nobilis","2",1
"934","Gorbea","2021","3","Hepatica nobilis","2",1
"935","Gorbea","2021","3","Hepatica nobilis","2",1
"936","Gorbea","2021","3","Hepatica nobilis","2",1
"937","Gorbea","2021","3","Hepatica nobilis","2",1
"938","Gorbea","2021","3","Hepatica nobilis","2",1
"939","Gorbea","2021","3","Hepatica nobilis","2",1
"940","Gorbea","2021","3","Hepatica nobilis","2",1
"941","Gorbea","2021","3","Hepatica nobilis","2",1
"942","Gorbea","2021","3","Hepatica nobilis","2",1
"943","Gorbea","2021","3","Hepatica nobilis","2",1
"944","Gorbea","2021","3","Hepatica nobilis","2",1
"945","Gorbea","2021","2","Scilla verna","1",0
"946","Gorbea","2021","2","Scilla verna","1",1
"947","Gorbea","2021","2","Helleborus viridis","1",0.1
"948","Gorbea","2021","2","Helleborus viridis","1",0.6
"949","Gorbea","2021","2","Helleborus viridis","1",0.6
"950","Gorbea","2021","2","Helleborus viridis","1",0.6
"951","Gorbea","2021","2","Helleborus viridis","1",0.4
"952","Gorbea","2021","4","Vicia pyrenaica","1",0
"953","Gorbea","2021","4","Scilla verna","5",0.666666666666667
"954","Gorbea","2021","4","Scilla verna","5",0
"955","Gorbea","2021","4","Scilla verna","5",1
"956","Gorbea","2021","4","Scilla verna","5",1
"957","Gorbea","2021","4","Scilla verna","5",1
"958","Gorbea","2021","5","Lathyrus linifolius","3",0
"959","Gorbea","2021","5","Lathyrus linifolius","3",0
"960","Gorbea","2021","5","Lathyrus linifolius","3",0
"961","Gorbea","2021","6","Helianthemum nummularium","3",0
"962","Gorbea","2021","6","Helianthemum nummularium","3",0
"963","Gorbea","2021","6","Helianthemum nummularium","3",0
"964","Gorbea","2021","6","Helianthemum nummularium","3",0
"965","Gorbea","2021","6","Vicia pyrenaica","1",0
"966","Gorbea","2021","3","Erysimum gorbeanum","1",0.230769230769231
"967","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"968","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"969","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"970","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"971","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"972","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"973","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"974","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"975","Gorbea","2021","3","Erysimum gorbeanum","1",0.9
"976","Gorbea","2021","3","Erysimum gorbeanum","1",1
"977","Gorbea","2021","3","Erysimum gorbeanum","1",1
"978","Gorbea","2021","3","Erysimum gorbeanum","1",1
"979","Gorbea","2021","3","Erysimum gorbeanum","1",1
"980","Gorbea","2021","3","Erysimum gorbeanum","1",1
"981","Gorbea","2021","3","Erysimum gorbeanum","1",1
"982","Gorbea","2021","3","Erysimum gorbeanum","1",1
"983","Gorbea","2021","3","Erysimum gorbeanum","1",1
"984","Gorbea","2021","3","Erysimum gorbeanum","1",1
"985","Gorbea","2021","3","Erysimum gorbeanum","1",1
"986","Gorbea","2021","3","Erysimum gorbeanum","1",1
"987","Gorbea","2021","3","Erysimum gorbeanum","1",1
"988","Gorbea","2021","3","Erysimum gorbeanum","1",1
"989","Gorbea","2021","6","Erysimum gorbeanum","1",1
"990","Gorbea","2021","6","Erysimum gorbeanum","1",1
"991","Gorbea","2021","6","Erysimum gorbeanum","1",1
"992","Gorbea","2021","6","Erysimum gorbeanum","1",1
"993","Gorbea","2021","6","Erysimum gorbeanum","1",0.714285714285714
"994","Gorbea","2021","6","Erysimum gorbeanum","2",0.857142857142857
"995","Gorbea","2021","6","Erysimum gorbeanum","3",1
"996","Gorbea","2021","4","Erysimum gorbeanum","4",1
"997","Gorbea","2021","6","Erysimum gorbeanum","5",1
"998","Gorbea","2021","6","Erysimum gorbeanum","1",1
"999","Gorbea","2021","6","Erysimum gorbeanum","1",1
"1000","Gorbea","2021","6","Erysimum gorbeanum","1",1
"1001","Gorbea","2021","6","Erysimum gorbeanum","1",1
"1002","Gorbea","2021","4","Cardamine pratensis","2",0.833333333333333
"1003","Gorbea","2021","4","Cardamine pratensis","2",1
"1004","Gorbea","2021","4","Cardamine pratensis","2",1
"1005","Gorbea","2022","1","Hepatica nobilis","2",1
"1006","Gorbea","2022","1","Hepatica nobilis","2",1
"1007","Gorbea","2022","1","Hepatica nobilis","2",1
"1008","Gorbea","2022","1","Hepatica nobilis","2",1
"1009","Gorbea","2022","1","Hepatica nobilis","2",1
"1010","Gorbea","2022","1","Hepatica nobilis","2",1
"1011","Gorbea","2022","1","Hepatica nobilis","2",1
"1012","Gorbea","2022","1","Hepatica nobilis","2",1
"1013","Gorbea","2022","1","Hepatica nobilis","2",1
"1014","Gorbea","2022","1","Helleborus viridis","2",0.6
"1015","Gorbea","2022","1","Helleborus viridis","2",0.6
"1016","Gorbea","2022","1","Helleborus viridis","2",0.6
"1017","Gorbea","2022","1","Helleborus viridis","2",0.6
"1018","Gorbea","2022","1","Helleborus viridis","2",0.6
"1019","Gorbea","2022","1","Helleborus viridis","2",0.6
"1020","Gorbea","2022","1","Helleborus viridis","2",0.6
"1021","Gorbea","2022","1","Helleborus viridis","2",0.6
"1022","Gorbea","2022","1","Helleborus viridis","2",0.6
"1023","Gorbea","2022","1","Helleborus viridis","2",0.6
"1024","Gorbea","2022","1","Helleborus viridis","2",0.6
"1025","Gorbea","2022","1","Helleborus viridis","2",0.6
"1026","Gorbea","2022","1","Helleborus viridis","2",0.6
"1027","Gorbea","2022","1","Helleborus viridis","2",0.6
"1028","Gorbea","2022","1","Helleborus viridis","2",0.6
"1029","Gorbea","2022","1","Helleborus viridis","2",0.6
"1030","Gorbea","2022","1","Helleborus viridis","2",0.6
"1031","Gorbea","2022","1","Helleborus viridis","2",0.6
"1032","Gorbea","2022","1","Helleborus viridis","2",0.6
"1033","Gorbea","2022","1","Helleborus viridis","2",1
"1034","Gorbea","2022","1","Helleborus viridis","2",1
"1035","Gorbea","2022","1","Helleborus viridis","2",1
"1036","Gorbea","2022","1","Helleborus viridis","2",1
"1037","Gorbea","2022","1","Helleborus viridis","2",1
"1038","Gorbea","2022","1","Helleborus viridis","2",0.6
"1039","Gorbea","2022","1","Helleborus viridis","2",0.6
"1040","Gorbea","2022","1","Helleborus viridis","2",0.6
"1041","Gorbea","2022","1","Helleborus viridis","2",0.6
"1042","Gorbea","2022","1","Helleborus viridis","2",0.6
"1043","Gorbea","2022","1","Helleborus viridis","2",0.6
"1044","Gorbea","2022","1","Oxalis acetosella","2",1
"1045","Gorbea","2022","1","Oxalis acetosella","2",1
"1046","Gorbea","2022","1","Oxalis acetosella","2",0
"1047","Gorbea","2022","1","Oxalis acetosella","2",1
"1048","Gorbea","2022","1","Oxalis acetosella","2",0
"1049","Gorbea","2022","1","Oxalis acetosella","2",0
"1050","Gorbea","2022","1","Erythronium dens-canis","4",1
"1051","Gorbea","2022","1","Erythronium dens-canis","4",0
"1052","Gorbea","2022","1","Erythronium dens-canis","4",1
"1053","Gorbea","2022","1","Erythronium dens-canis","4",0
"1054","Gorbea","2022","1","Scilla verna","5",1
"1055","Gorbea","2022","1","Scilla verna","5",0.75
"1056","Gorbea","2022","1","Scilla verna","5",0.75
"1057","Gorbea","2022","1","Scilla verna","5",0.75
"1058","Gorbea","2022","1","Scilla verna","5",0.2
"1059","Gorbea","2022","1","Scilla verna","5",0.4
"1060","Gorbea","2022","1","Scilla verna","5",0.4
"1061","Gorbea","2022","1","Scilla verna","5",1
"1062","Gorbea","2022","1","Scilla verna","5",1
"1063","Gorbea","2022","1","Scilla verna","5",1
"1064","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1065","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1066","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1067","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1068","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1069","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1070","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1071","Gorbea","2022","1","Pedicularis sylvatica","5",0.727272727272727
"1072","Gorbea","2022","1","Pedicularis sylvatica","5",0.8
"1073","Gorbea","2022","1","Pedicularis sylvatica","5",0.8
"1074","Gorbea","2022","1","Pedicularis sylvatica","5",0.8
"1075","Gorbea","2022","1","Pedicularis sylvatica","5",0.8
"1076","Gorbea","2022","1","Scilla verna","3",0.25
"1077","Gorbea","2022","1","Scilla verna","3",1
"1078","Gorbea","2022","1","Scilla verna","3",1
"1079","Gorbea","2022","1","Scilla verna","3",1
"1080","Gorbea","2022","1","Scilla verna","3",1
"1081","Gorbea","2022","1","Scilla verna","3",1
"1082","Gorbea","2022","1","Scilla verna","3",1
"1083","Gorbea","2022","1","Scilla verna","3",1
"1084","Gorbea","2022","1","Scilla verna","3",1
"1085","Gorbea","2022","1","Scilla verna","3",0.3
"1086","Gorbea","2022","1","Scilla verna","3",0.3
"1087","Gorbea","2022","1","Scilla verna","3",0.3
"1088","Gorbea","2022","1","Scilla verna","3",1
"1089","Gorbea","2022","1","Scilla verna","3",1
"1090","Gorbea","2022","1","Scilla verna","3",1
"1091","Gorbea","2022","1","Scilla verna","3",1
"1092","Gorbea","2022","1","Scilla verna","3",1
"1093","Gorbea","2022","1","Scilla verna","3",1
"1094","Gorbea","2022","1","Scilla verna","3",1
"1095","Gorbea","2022","1","Scilla verna","3",1
"1096","Gorbea","2022","1","Scilla verna","3",1
"1097","Gorbea","2022","1","Scilla verna","3",1
"1098","Gorbea","2022","1","Scilla verna","3",1
"1099","Gorbea","2022","1","Scilla verna","3",1
"1100","Gorbea","2022","1","Scilla verna","3",1
"1101","Gorbea","2022","1","Scilla verna","3",1
"1102","Gorbea","2022","1","Scilla verna","3",0.25
"1103","Gorbea","2022","1","Scilla verna","3",0.25
"1104","Gorbea","2022","1","Scilla verna","3",1
"1105","Gorbea","2022","1","Scilla verna","3",1
"1106","Gorbea","2022","1","Scilla verna","3",1
"1107","Gorbea","2022","1","Scilla verna","3",1
"1108","Gorbea","2022","1","Scilla verna","3",1
"1109","Gorbea","2022","1","Scilla verna","3",1
"1110","Gorbea","2022","1","Scilla verna","3",1
"1111","Gorbea","2022","1","Scilla verna","3",1
"1112","Gorbea","2022","1","Scilla verna","3",1
"1113","Gorbea","2022","1","Scilla verna","3",1
"1114","Gorbea","2022","1","Scilla verna","3",1
"1115","Gorbea","2022","1","Scilla verna","3",1
"1116","Gorbea","2022","1","Scilla verna","3",1
"1117","Gorbea","2022","1","Scilla verna","3",1
"1118","Gorbea","2022","1","Scilla verna","3",1
"1119","Gorbea","2022","1","Scilla verna","3",1
"1120","Gorbea","2022","1","Scilla verna","3",1
"1121","Gorbea","2022","1","Scilla verna","3",1
"1122","Gorbea","2022","1","Lathyrus linifolius","3",0
"1123","Gorbea","2022","1","Lathyrus linifolius","3",0.2
"1124","Gorbea","2022","1","Lathyrus linifolius","3",0.5
"1125","Gorbea","2022","1","Lathyrus linifolius","3",0.333333333333333
"1126","Gorbea","2022","1","Lathyrus linifolius","3",0.333333333333333
"1127","Gorbea","2022","1","Lathyrus linifolius","3",0.333333333333333
"1128","Gorbea","2022","2","Helleborus viridis","1",0
"1129","Gorbea","2022","2","Helleborus viridis","1",0.6
"1130","Gorbea","2022","2","Helleborus viridis","1",0.6
"1131","Gorbea","2022","2","Helleborus viridis","1",0.6
"1132","Gorbea","2022","2","Helleborus viridis","1",1
"1133","Gorbea","2022","2","Helleborus viridis","1",1
"1134","Gorbea","2022","2","Helleborus viridis","1",1
"1135","Gorbea","2022","2","Helleborus viridis","1",1
"1136","Gorbea","2022","2","Helleborus viridis","1",1
"1137","Gorbea","2022","2","Helleborus viridis","1",0.6
"1138","Gorbea","2022","2","Helleborus viridis","1",0.6
"1139","Gorbea","2022","2","Helleborus viridis","1",0.6
"1140","Gorbea","2022","2","Helleborus viridis","1",0.8
"1141","Gorbea","2022","2","Helleborus viridis","1",0.8
"1142","Gorbea","2022","2","Helleborus viridis","1",0.8
"1143","Gorbea","2022","2","Helleborus viridis","1",0.8
"1144","Gorbea","2022","2","Helleborus viridis","1",1
"1145","Gorbea","2022","2","Helleborus viridis","1",1
"1146","Gorbea","2022","2","Helleborus viridis","1",1
"1147","Gorbea","2022","2","Helleborus viridis","1",1
"1148","Gorbea","2022","2","Helleborus viridis","1",1
"1149","Gorbea","2022","2","Helleborus viridis","1",0.6
"1150","Gorbea","2022","2","Helleborus viridis","1",0.6
"1151","Gorbea","2022","2","Helleborus viridis","1",0.6
"1152","Gorbea","2022","2","Helleborus viridis","1",0.6
"1153","Gorbea","2022","2","Helleborus viridis","1",0.6
"1154","Gorbea","2022","2","Helleborus viridis","1",0.6
"1155","Gorbea","2022","2","Helleborus viridis","1",0.6
"1156","Gorbea","2022","2","Helleborus viridis","1",0.6
"1157","Gorbea","2022","2","Helleborus viridis","1",0.6
"1158","Gorbea","2022","2","Erysimum gorbeanum","1",0.75
"1159","Gorbea","2022","2","Erysimum gorbeanum","1",1
"1160","Gorbea","2022","2","Erysimum gorbeanum","1",0.642857142857143
"1161","Gorbea","2022","2","Erysimum gorbeanum","1",0.642857142857143
"1162","Gorbea","2022","2","Hepatica nobilis","2",1
"1163","Gorbea","2022","2","Hepatica nobilis","2",1
"1164","Gorbea","2022","2","Hepatica nobilis","2",1
"1165","Gorbea","2022","2","Hepatica nobilis","2",1
"1166","Gorbea","2022","2","Hepatica nobilis","2",0
"1167","Gorbea","2022","2","Hepatica nobilis","2",1
"1168","Gorbea","2022","2","Hepatica nobilis","2",1
"1169","Gorbea","2022","2","Hepatica nobilis","2",0
"1170","Gorbea","2022","2","Helleborus viridis","2",0.8
"1171","Gorbea","2022","2","Helleborus viridis","2",0.8
"1172","Gorbea","2022","2","Helleborus viridis","2",0.8
"1173","Gorbea","2022","2","Helleborus viridis","2",0.8
"1174","Gorbea","2022","2","Helleborus viridis","2",0.6
"1175","Gorbea","2022","2","Helleborus viridis","2",0.6
"1176","Gorbea","2022","2","Helleborus viridis","2",0.6
"1177","Gorbea","2022","2","Helleborus viridis","2",0.6
"1178","Gorbea","2022","2","Helleborus viridis","2",0.6
"1179","Gorbea","2022","2","Helleborus viridis","2",0.6
"1180","Gorbea","2022","2","Helleborus viridis","2",1
"1181","Gorbea","2022","2","Helleborus viridis","2",1
"1182","Gorbea","2022","2","Helleborus viridis","2",1
"1183","Gorbea","2022","2","Helleborus viridis","2",1
"1184","Gorbea","2022","2","Helleborus viridis","2",1
"1185","Gorbea","2022","2","Helleborus viridis","2",1
"1186","Gorbea","2022","2","Helleborus viridis","2",1
"1187","Gorbea","2022","2","Helleborus viridis","2",1
"1188","Gorbea","2022","2","Helleborus viridis","2",1
"1189","Gorbea","2022","2","Helleborus viridis","2",1
"1190","Gorbea","2022","2","Helleborus viridis","2",0.6
"1191","Gorbea","2022","2","Helleborus viridis","2",0.6
"1192","Gorbea","2022","2","Helleborus viridis","2",0.6
"1193","Gorbea","2022","2","Helleborus viridis","2",0.6
"1194","Gorbea","2022","2","Helleborus viridis","2",0.6
"1195","Gorbea","2022","2","Helleborus viridis","2",0.6
"1196","Gorbea","2022","2","Helleborus viridis","2",0.6
"1197","Gorbea","2022","2","Helleborus viridis","2",0
"1198","Gorbea","2022","2","Helleborus viridis","2",0.8
"1199","Gorbea","2022","2","Helleborus viridis","2",0.8
"1200","Gorbea","2022","2","Helleborus viridis","2",0.8
"1201","Gorbea","2022","2","Helleborus viridis","2",0.8
"1202","Gorbea","2022","2","Oxalis acetosella","2",0
"1203","Gorbea","2022","2","Oxalis acetosella","2",0
"1204","Gorbea","2022","2","Oxalis acetosella","2",1
"1205","Gorbea","2022","2","Oxalis acetosella","2",1
"1206","Gorbea","2022","2","Oxalis acetosella","2",0
"1207","Gorbea","2022","2","Oxalis acetosella","2",1
"1208","Gorbea","2022","2","Oxalis acetosella","2",0
"1209","Gorbea","2022","2","Oxalis acetosella","2",1
"1210","Gorbea","2022","2","Oxalis acetosella","2",1
"1211","Gorbea","2022","2","Oxalis acetosella","2",0
"1212","Gorbea","2022","2","Scilla verna","4",1
"1213","Gorbea","2022","2","Scilla verna","4",0.285714285714286
"1214","Gorbea","2022","2","Scilla verna","4",1
"1215","Gorbea","2022","2","Scilla verna","4",1
"1216","Gorbea","2022","2","Scilla verna","4",0.714285714285714
"1217","Gorbea","2022","2","Scilla verna","4",0.4
"1218","Gorbea","2022","2","Scilla verna","4",0
"1219","Gorbea","2022","2","Scilla verna","4",0.25
"1220","Gorbea","2022","2","Scilla verna","4",0.714285714285714
"1221","Gorbea","2022","2","Scilla verna","4",0.666666666666667
"1222","Gorbea","2022","2","Scilla verna","5",1
"1223","Gorbea","2022","2","Scilla verna","5",1
"1224","Gorbea","2022","2","Scilla verna","5",1
"1225","Gorbea","2022","2","Scilla verna","5",1
"1226","Gorbea","2022","1","Scilla verna","5",1
"1227","Gorbea","2022","2","Scilla verna","5",1
"1228","Gorbea","2022","2","Scilla verna","5",1
"1229","Gorbea","2022","2","Scilla verna","5",1
"1230","Gorbea","2022","2","Scilla verna","5",1
"1231","Gorbea","2022","2","Scilla verna","5",0
"1232","Gorbea","2022","2","Scilla verna","5",0
"1233","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1234","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1235","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1236","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1237","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1238","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1239","Gorbea","2022","2","Pedicularis sylvatica","5",0.777777777777778
"1240","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1241","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1242","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1243","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1244","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1245","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1246","Gorbea","2022","2","Pedicularis sylvatica","5",0.636363636363636
"1247","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1248","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1249","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1250","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1251","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1252","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1253","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1254","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1255","Gorbea","2022","2","Pedicularis sylvatica","5",1
"1256","Gorbea","2022","2","Pedicularis sylvatica","5",0.571428571428571
"1257","Gorbea","2022","2","Pedicularis sylvatica","5",0.571428571428571
"1258","Gorbea","2022","2","Pedicularis sylvatica","5",0.571428571428571
"1259","Gorbea","2022","2","Pedicularis sylvatica","5",0.571428571428571
"1260","Gorbea","2022","2","Pedicularis sylvatica","5",0.454545454545455
"1261","Gorbea","2022","2","Pedicularis sylvatica","5",0.454545454545455
"1262","Gorbea","2022","2","Pedicularis sylvatica","5",0.454545454545455
"1263","Gorbea","2022","2","Pedicularis sylvatica","5",0.454545454545455
"1264","Gorbea","2022","2","Pedicularis sylvatica","5",0.454545454545455
"1265","Gorbea","2022","2","Pedicularis sylvatica","5",0.142857142857143
"1266","Gorbea","2022","2","Pedicularis sylvatica","5",0.142857142857143
"1267","Gorbea","2022","3","Helleborus viridis","1",0.8
"1268","Gorbea","2022","3","Helleborus viridis","1",0.8
"1269","Gorbea","2022","3","Helleborus viridis","1",0.8
"1270","Gorbea","2022","3","Helleborus viridis","1",0.8
"1271","Gorbea","2022","3","Helleborus viridis","1",1
"1272","Gorbea","2022","3","Helleborus viridis","1",1
"1273","Gorbea","2022","3","Helleborus viridis","1",1
"1274","Gorbea","2022","3","Helleborus viridis","1",1
"1275","Gorbea","2022","3","Helleborus viridis","1",1
"1276","Gorbea","2022","3","Helleborus viridis","1",1
"1277","Gorbea","2022","3","Helleborus viridis","1",1
"1278","Gorbea","2022","3","Helleborus viridis","1",1
"1279","Gorbea","2022","3","Helleborus viridis","1",1
"1280","Gorbea","2022","3","Helleborus viridis","1",1
"1281","Gorbea","2022","3","Helleborus viridis","1",0
"1282","Gorbea","2022","3","Helleborus viridis","1",1
"1283","Gorbea","2022","3","Helleborus viridis","1",1
"1284","Gorbea","2022","3","Helleborus viridis","1",1
"1285","Gorbea","2022","3","Helleborus viridis","1",1
"1286","Gorbea","2022","3","Helleborus viridis","1",1
"1287","Gorbea","2022","3","Helleborus viridis","1",0.6
"1288","Gorbea","2022","3","Helleborus viridis","1",0.6
"1289","Gorbea","2022","3","Helleborus viridis","1",0.6
"1290","Gorbea","2022","3","Helleborus viridis","1",0
"1291","Gorbea","2022","3","Helleborus viridis","1",0.8
"1292","Gorbea","2022","3","Helleborus viridis","1",0.8
"1293","Gorbea","2022","3","Helleborus viridis","1",0.8
"1294","Gorbea","2022","3","Helleborus viridis","1",0.8
"1295","Gorbea","2022","3","Helleborus viridis","1",0.8
"1296","Gorbea","2022","3","Helleborus viridis","1",1
"1297","Gorbea","2022","3","Helleborus viridis","1",1
"1298","Gorbea","2022","3","Helleborus viridis","1",1
"1299","Gorbea","2022","3","Helleborus viridis","1",1
"1300","Gorbea","2022","3","Helleborus viridis","1",1
"1301","Gorbea","2022","3","Erysimum gorbeanum","1",0.3125
"1302","Gorbea","2022","3","Vicia pyrenaica","1",0
"1303","Gorbea","2022","3","Vicia pyrenaica","1",1
"1304","Gorbea","2022","3","Vicia pyrenaica","1",0
"1305","Gorbea","2022","2","Lathyrus linifolius","3",0.333333333333333
"1306","Gorbea","2022","2","Lathyrus linifolius","3",0.333333333333333
"1307","Gorbea","2022","2","Lathyrus linifolius","3",1
"1308","Gorbea","2022","2","Lathyrus linifolius","3",0.5
"1309","Gorbea","2022","2","Lathyrus linifolius","3",0
"1310","Gorbea","2022","2","Lathyrus linifolius","3",0.333333333333333
"1311","Gorbea","2022","2","Lathyrus linifolius","3",0.333333333333333
"1312","Gorbea","2022","2","Lathyrus linifolius","3",0.5
"1313","Gorbea","2022","2","Lathyrus linifolius","3",0.333333333333333
"1314","Gorbea","2022","3","Scilla verna","4",0.333333333333333
"1315","Gorbea","2022","3","Scilla verna","4",0.333333333333333
"1316","Gorbea","2022","3","Scilla verna","4",0
"1317","Gorbea","2022","3","Scilla verna","4",1
"1318","Gorbea","2022","3","Scilla verna","4",0.875
"1319","Gorbea","2022","3","Scilla verna","4",0
"1320","Gorbea","2022","3","Scilla verna","4",0.5
"1321","Gorbea","2022","3","Scilla verna","4",0.5
"1322","Gorbea","2022","3","Scilla verna","4",1
"1323","Gorbea","2022","3","Scilla verna","4",0
"1324","Gorbea","2022","3","Scilla verna","5",1
"1325","Gorbea","2022","3","Scilla verna","5",1
