"","X.1","X","Fecha","Bosque","Especie.planta","Numero.flores","full.x","Periodo","full.y","full","Site","Year"
"1233",1233,1233,"2022-05-20","4","Erica tetralix",9,NA,5,NA,1,"Gorbea",2022
"1234",1234,1234,"2022-05-30","5","Potentilla erecta",149,NA,5,NA,1,"Gorbea",2022
"1235",1235,1235,"2022-05-30","5","Ranunculus sp.",42,NA,5,NA,1,"Gorbea",2022
"1236",1236,1236,"2022-05-30","5","Scilla verna",9,NA,5,NA,1,"Gorbea",2022
"1237",1237,1237,"2022-05-30","5","Pedicularis sylvatica subsp. sylvatica",24,NA,5,NA,1,"Gorbea",2022
"1238",1238,1238,"2022-05-30","5","Polygala vulgaris",151,NA,5,NA,1,"Gorbea",2022
"1239",1239,1239,"2022-05-30","5","Daboecia cantabrica",163,NA,5,NA,1,"Gorbea",2022
"1240",1240,1240,"2022-05-30","5","Scorzonera humilis",49,NA,5,NA,1,"Gorbea",2022
"1241",1241,1241,"2022-05-30","5","Galium mollugo",870,NA,5,NA,1,"Gorbea",2022
"1242",1242,1242,"2022-05-30","5","Erica tetralix",39,NA,5,NA,1,"Gorbea",2022
"1243",1243,1243,"2022-05-31","3","Bellis perennis",141,NA,5,NA,1,"Gorbea",2022
"1244",1244,1244,"2022-05-31","3","Potentilla erecta",98,NA,5,NA,1,"Gorbea",2022
"1245",1245,1245,"2022-05-31","3","Ranunculus sp.",130,NA,5,NA,1,"Gorbea",2022
"1246",1246,1246,"2022-05-31","3","Polygala vulgaris",28,NA,5,NA,1,"Gorbea",2022
"1247",1247,1247,"2022-05-31","3","Potentilla montana",15,NA,5,NA,1,"Gorbea",2022
"1248",1248,1248,"2022-05-31","3","Lathyrus linifolius",2,NA,5,NA,1,"Gorbea",2022
"1249",1249,1249,"2022-05-31","3","Genista hispanica",30,NA,5,NA,1,"Gorbea",2022
"1250",1250,1250,"2022-05-31","3","Hippocrepis comosa",91,NA,5,NA,1,"Gorbea",2022
"1251",1251,1251,"2022-05-31","3","Vicia pyrenaica",4,NA,5,NA,1,"Gorbea",2022
"1252",1252,1252,"2022-05-31","3","Lotus corniculatus",691,NA,5,NA,1,"Gorbea",2022
"1253",1253,1253,"2022-05-31","3","Helianthemum nummularium",97,NA,5,NA,1,"Gorbea",2022
"1254",1254,1254,"2022-05-31","3","Pilosella officinarum",3,NA,5,NA,1,"Gorbea",2022
"1255",1255,1255,"2022-05-31","3","Veronica officinalis",13,NA,5,NA,1,"Gorbea",2022
"1256",1256,1256,"2022-05-31","3","Cerastium sp.",2,NA,5,NA,1,"Gorbea",2022
"1257",1257,1257,"2022-05-31","3","Stellaria sp.",71,NA,5,NA,1,"Gorbea",2022
"1258",1258,1258,"2022-05-31","3","Thymus praecox subsp. Polytrichus",778,NA,5,NA,1,"Gorbea",2022
"1259",1259,1259,"2022-05-31","3","Medicago lupulina",24,NA,5,NA,1,"Gorbea",2022
"1260",1260,1260,"2022-05-31","3","Trifolium repens",9,NA,5,NA,1,"Gorbea",2022
"1261",1261,1261,"2022-05-31","3","Trifolium pratense",1,NA,5,NA,1,"Gorbea",2022
"1262",1262,1262,"2022-05-31","3","Prunella vulgaris",8,NA,5,NA,1,"Gorbea",2022
"1263",1263,1263,"2022-05-31","3","Plantago sp.",1,NA,5,NA,1,"Gorbea",2022
"1264",1264,1264,"2022-06-01","2","Taraxacum officinale",3,NA,5,NA,1,"Gorbea",2022
"1265",1265,1265,"2022-06-01","2","Bellis perennis",3011,NA,5,NA,1,"Gorbea",2022
"1266",1266,1266,"2022-06-01","2","Potentilla erecta",136,NA,5,NA,1,"Gorbea",2022
"1267",1267,1267,"2022-06-01","2","Ranunculus sp.",402,NA,5,NA,1,"Gorbea",2022
"1268",1268,1268,"2022-06-01","2","Geranium robertianum",10,NA,5,NA,1,"Gorbea",2022
"1269",1269,1269,"2022-06-01","2","Lysimachia nemorum",121,NA,5,NA,1,"Gorbea",2022
"1270",1270,1270,"2022-06-01","2","Veronica chamaedrys",35,NA,5,NA,1,"Gorbea",2022
"1271",1271,1271,"2022-06-01","2","Fragaria vesca",26,NA,5,NA,1,"Gorbea",2022
"1272",1272,1272,"2022-06-01","2","Veronica officinalis",82,NA,5,NA,1,"Gorbea",2022
"1273",1273,1273,"2022-06-01","2","Myosotis lamottiana",719,NA,5,NA,1,"Gorbea",2022
"1274",1274,1274,"2022-06-01","2","Ajuga reptans",37,NA,5,NA,1,"Gorbea",2022
"1275",1275,1275,"2022-06-01","2","Cirsium palustre",1,NA,5,NA,1,"Gorbea",2022
"1276",1276,1276,"2022-06-01","2","Hypochaeris radicata",38,NA,5,NA,1,"Gorbea",2022
"1277",1277,1277,"2022-06-01","2","Vicia sp.",8,NA,5,NA,1,"Gorbea",2022
"1278",1278,1278,"2022-06-02","1","Taraxacum officinale",85,NA,6,NA,1,"Gorbea",2022
"1279",1279,1279,"2022-06-02","1","Bellis perennis",6391,NA,6,NA,1,"Gorbea",2022
"1280",1280,1280,"2022-06-02","1","Pinguicula grandiflora subsp. Grandiflora",11,NA,6,NA,1,"Gorbea",2022
"1281",1281,1281,"2022-06-02","1","Hutchinsia alpina",184,NA,6,NA,1,"Gorbea",2022
"1282",1282,1282,"2022-06-02","1","Ranunculus sp.",954,NA,6,NA,1,"Gorbea",2022
"1283",1283,1283,"2022-06-02","1","Polygala vulgaris",35,NA,6,NA,1,"Gorbea",2022
"1284",1284,1284,"2022-06-02","1","Erysimum gorbeanum",4,NA,6,NA,1,"Gorbea",2022
"1285",1285,1285,"2022-06-02","1","Geranium robertianum",190,NA,6,NA,1,"Gorbea",2022
"1286",1286,1286,"2022-06-02","1","Lysimachia nemorum",157,NA,6,NA,1,"Gorbea",2022
"1287",1287,1287,"2022-06-02","1","Vicia pyrenaica",134,NA,6,NA,1,"Gorbea",2022
"1288",1288,1288,"2022-06-02","1","Veronica chamaedrys",182,NA,6,NA,1,"Gorbea",2022
"1289",1289,1289,"2022-06-02","1","Lotus corniculatus",254,NA,6,NA,1,"Gorbea",2022
"1290",1290,1290,"2022-06-02","1","Pilosella officinarum",5,NA,6,NA,1,"Gorbea",2022
"1291",1291,1291,"2022-06-02","1","Fragaria vesca",4,NA,6,NA,1,"Gorbea",2022
"1292",1292,1292,"2022-06-02","1","Veronica officinalis",4,NA,6,NA,1,"Gorbea",2022
"1293",1293,1293,"2022-06-02","1","Erinus alpinus",1180,NA,6,NA,1,"Gorbea",2022
"1294",1294,1294,"2022-06-02","1","Cerastium sp.",14,NA,6,NA,1,"Gorbea",2022
"1295",1295,1295,"2022-06-02","1","Stellaria sp.",9,NA,6,NA,1,"Gorbea",2022
"1296",1296,1296,"2022-06-02","1","Thymus praecox subsp. Polytrichus",361,NA,6,NA,1,"Gorbea",2022
"1297",1297,1297,"2022-06-02","1","Ajuga reptans",25,NA,6,NA,1,"Gorbea",2022
"1298",1298,1298,"2022-06-02","1","Medicago lupulina",1231,NA,6,NA,1,"Gorbea",2022
"1299",1299,1299,"2022-06-02","1","Linaria propinqua",8,NA,6,NA,1,"Gorbea",2022
"1300",1300,1300,"2022-06-02","1","Anthyllis vulneraria subsp. alpestris",8,NA,6,NA,1,"Gorbea",2022
"1301",1301,1301,"2022-06-02","1","Galium mollugo",64,NA,6,NA,1,"Gorbea",2022
"1302",1302,1302,"2022-06-02","1","Euphrasia sp.",23,NA,6,NA,1,"Gorbea",2022
"1303",1303,1303,"2022-06-02","1","Anagallis arvensis",7,NA,6,NA,1,"Gorbea",2022
"1304",1304,1304,"2022-06-06","4","Taraxacum officinale",190,NA,6,NA,1,"Gorbea",2022
"1305",1305,1305,"2022-06-06","4","Bellis perennis",46,NA,6,NA,1,"Gorbea",2022
"1306",1306,1306,"2022-06-06","4","Potentilla erecta",752,NA,6,NA,1,"Gorbea",2022
"1307",1307,1307,"2022-06-06","4","Ranunculus sp.",75,NA,6,NA,1,"Gorbea",2022
"1308",1308,1308,"2022-06-06","4","Polygala vulgaris",137,NA,6,NA,1,"Gorbea",2022
"1309",1309,1309,"2022-06-06","4","Lysimachia nemorum",12,NA,6,NA,1,"Gorbea",2022
"1310",1310,1310,"2022-06-06","4","Veronica officinalis",393,NA,6,NA,1,"Gorbea",2022
"1311",1311,1311,"2022-06-06","4","Daboecia cantabrica",8,NA,6,NA,1,"Gorbea",2022
"1312",1312,1312,"2022-06-06","4","Galium mollugo",15510,NA,6,NA,1,"Gorbea",2022
"1313",1313,1313,"2022-06-06","4","Erica cinerea",252,NA,6,NA,1,"Gorbea",2022
"1314",1314,1314,"2022-06-06","4","Erica tetralix",75,NA,6,NA,1,"Gorbea",2022
"1315",1315,1315,"2022-06-06","4","Sedum album",760,NA,6,NA,1,"Gorbea",2022
"1316",1316,1316,"2022-06-07","3","Bellis perennis",47,NA,6,NA,1,"Gorbea",2022
"1317",1317,1317,"2022-06-07","3","Potentilla erecta",36,NA,6,NA,1,"Gorbea",2022
"1318",1318,1318,"2022-06-07","3","Ranunculus sp.",114,NA,6,NA,1,"Gorbea",2022
"1319",1319,1319,"2022-06-07","3","Polygala vulgaris",14,NA,6,NA,1,"Gorbea",2022
"1320",1320,1320,"2022-06-07","3","Lathyrus linifolius",2,NA,6,NA,1,"Gorbea",2022
"1321",1321,1321,"2022-06-07","3","Hippocrepis comosa",22,NA,6,NA,1,"Gorbea",2022
"1322",1322,1322,"2022-06-07","3","Vicia pyrenaica",1,NA,6,NA,1,"Gorbea",2022
"1323",1323,1323,"2022-06-07","3","Lotus corniculatus",608,NA,6,NA,1,"Gorbea",2022
"1324",1324,1324,"2022-06-07","3","Helianthemum nummularium",44,NA,6,NA,1,"Gorbea",2022
"1325",1325,1325,"2022-06-07","3","Pilosella officinarum",4,NA,6,NA,1,"Gorbea",2022
"1326",1326,1326,"2022-06-07","3","Stellaria sp.",6,NA,6,NA,1,"Gorbea",2022
"1327",1327,1327,"2022-06-07","3","Thymus praecox subsp. Polytrichus",894,NA,6,NA,1,"Gorbea",2022
"1328",1328,1328,"2022-06-07","3","Medicago lupulina",32,NA,6,NA,1,"Gorbea",2022
"1329",1329,1329,"2022-06-07","3","Trifolium repens",2,NA,6,NA,1,"Gorbea",2022
"1330",1330,1330,"2022-06-07","3","Trifolium pratense",1,NA,6,NA,1,"Gorbea",2022
"1331",1331,1331,"2022-06-07","3","Prunella vulgaris",30,NA,6,NA,1,"Gorbea",2022
"1332",1332,1332,"2022-06-07","3","Plantago sp.",7,NA,6,NA,1,"Gorbea",2022
"1333",1333,1333,"2022-06-07","3","Prunella grandiflora",30,NA,6,NA,1,"Gorbea",2022
"1334",1334,1334,"2022-06-07","3","Teucrium pyrenaicum subsp. Pyrenaicum",48,NA,6,NA,1,"Gorbea",2022
"1335",1335,1335,"2022-06-07","3","Achillea millefolium",300,NA,6,NA,1,"Gorbea",2022
"1336",1336,1336,"2022-06-07","3","Rhinanthus angustifolius",2,NA,6,NA,1,"Gorbea",2022
"1337",1337,1337,"2022-06-07","3","Hypericum sp.",4,NA,6,NA,1,"Gorbea",2022
"1338",1338,1338,"2022-06-09","5","Potentilla erecta",909,NA,6,NA,1,"Gorbea",2022
"1339",1339,1339,"2022-06-09","5","Ranunculus sp.",18,NA,6,NA,1,"Gorbea",2022
"1340",1340,1340,"2022-06-09","5","Pedicularis sylvatica subsp. sylvatica",4,NA,6,NA,1,"Gorbea",2022
"1341",1341,1341,"2022-06-09","5","Polygala vulgaris",49,NA,6,NA,1,"Gorbea",2022
"1342",1342,1342,"2022-06-09","5","Daboecia cantabrica",187,NA,6,NA,1,"Gorbea",2022
"1343",1343,1343,"2022-06-09","5","Scorzonera humilis",8,NA,6,NA,1,"Gorbea",2022
"1344",1344,1344,"2022-06-09","5","Galium mollugo",552,NA,6,NA,1,"Gorbea",2022
"1345",1345,1345,"2022-06-09","5","Erica cinerea",65,NA,6,NA,1,"Gorbea",2022
"1346",1346,1346,"2022-06-09","5","Erica tetralix",89,NA,6,NA,1,"Gorbea",2022
"1347",1347,1347,"2022-06-10","2","Bellis perennis",1846,NA,6,NA,1,"Gorbea",2022
"1348",1348,1348,"2022-06-10","2","Potentilla erecta",54,NA,6,NA,1,"Gorbea",2022
"1349",1349,1349,"2022-06-10","2","Ranunculus sp.",435,NA,6,NA,1,"Gorbea",2022
"1350",1350,1350,"2022-06-10","2","Geranium robertianum",6,NA,6,NA,1,"Gorbea",2022
"1351",1351,1351,"2022-06-10","2","Lysimachia nemorum",51,NA,6,NA,1,"Gorbea",2022
"1352",1352,1352,"2022-06-10","2","Veronica chamaedrys",12,NA,6,NA,1,"Gorbea",2022
"1353",1353,1353,"2022-06-10","2","Lotus corniculatus",9,NA,6,NA,1,"Gorbea",2022
"1354",1354,1354,"2022-06-10","2","Fragaria vesca",8,NA,6,NA,1,"Gorbea",2022
"1355",1355,1355,"2022-06-10","2","Veronica officinalis",142,NA,6,NA,1,"Gorbea",2022
"1356",1356,1356,"2022-06-10","2","Erinus alpinus",18,NA,6,NA,1,"Gorbea",2022
"1357",1357,1357,"2022-06-10","2","Myosotis lamottiana",489,NA,6,NA,1,"Gorbea",2022
"1358",1358,1358,"2022-06-10","2","Ajuga reptans",14,NA,6,NA,1,"Gorbea",2022
"1359",1359,1359,"2022-06-10","2","Cerastium fontanum",12,NA,6,NA,1,"Gorbea",2022
"1360",1360,1360,"2022-06-10","2","Galium mollugo",11,NA,6,NA,1,"Gorbea",2022
"1361",1361,1361,"2022-06-10","2","Trifolium repens",3,NA,6,NA,1,"Gorbea",2022
"1362",1362,1362,"2022-06-10","2","Trifolium repens",3,NA,6,NA,1,"Gorbea",2022
"1363",1363,1363,"2022-06-10","2","Plantago sp.",85,NA,6,NA,1,"Gorbea",2022
"1364",1364,1364,"2022-06-10","2","Hypochaeris radicata",32,NA,6,NA,1,"Gorbea",2022
"1365",1365,1365,"2022-06-10","2","Vicia sp.",2,NA,6,NA,1,"Gorbea",2022
"1366",1366,1366,"2022-06-14","1","Taraxacum officinale",27,NA,7,NA,1,"Gorbea",2022
"1367",1367,1367,"2022-06-14","1","Bellis perennis",6590,NA,7,NA,1,"Gorbea",2022
"1368",1368,1368,"2022-06-14","1","Potentilla sterilis",2,NA,7,NA,1,"Gorbea",2022
"1369",1369,1369,"2022-06-14","1","Hutchinsia alpina",72,NA,7,NA,1,"Gorbea",2022
"1370",1370,1370,"2022-06-14","1","Ranunculus sp.",821,NA,7,NA,1,"Gorbea",2022
"1371",1371,1371,"2022-06-14","1","Polygala vulgaris",24,NA,7,NA,1,"Gorbea",2022
"1372",1372,1372,"2022-06-14","1","Geranium robertianum",47,NA,7,NA,1,"Gorbea",2022
"1373",1373,1373,"2022-06-14","1","Lysimachia nemorum",5,NA,7,NA,1,"Gorbea",2022
"1374",1374,1374,"2022-06-14","1","Vicia pyrenaica",28,NA,7,NA,1,"Gorbea",2022
"1375",1375,1375,"2022-06-14","1","Veronica chamaedrys",23,NA,7,NA,1,"Gorbea",2022
"1376",1376,1376,"2022-06-14","1","Lotus corniculatus",287,NA,7,NA,1,"Gorbea",2022
"1377",1377,1377,"2022-06-14","1","Pilosella officinarum",7,NA,7,NA,1,"Gorbea",2022
"1378",1378,1378,"2022-06-14","1","Erinus alpinus",33,NA,7,NA,1,"Gorbea",2022
"1379",1379,1379,"2022-06-14","1","Cerastium sp.",23,NA,7,NA,1,"Gorbea",2022
"1380",1380,1380,"2022-06-14","1","Stellaria sp.",34,NA,7,NA,1,"Gorbea",2022
"1381",1381,1381,"2022-06-14","1","Thymus praecox subsp. Polytrichus",1906,NA,7,NA,1,"Gorbea",2022
"1382",1382,1382,"2022-06-14","1","Medicago lupulina",2660,NA,7,NA,1,"Gorbea",2022
"1383",1383,1383,"2022-06-14","1","Linaria propinqua",60,NA,7,NA,1,"Gorbea",2022
"1384",1384,1384,"2022-06-14","1","Anthyllis vulneraria subsp. alpestris",6,NA,7,NA,1,"Gorbea",2022
"1385",1385,1385,"2022-06-14","1","Galium mollugo",3050,NA,7,NA,1,"Gorbea",2022
"1386",1386,1386,"2022-06-14","1","Trifolium repens",16,NA,7,NA,1,"Gorbea",2022
"1387",1387,1387,"2022-06-14","1","Trifolium pratense",30,NA,7,NA,1,"Gorbea",2022
"1388",1388,1388,"2022-06-14","1","Prunella vulgaris",65,NA,7,NA,1,"Gorbea",2022
"1389",1389,1389,"2022-06-14","1","Plantago sp.",405,NA,7,NA,1,"Gorbea",2022
"1390",1390,1390,"2022-06-14","1","Euphrasia sp.",248,NA,7,NA,1,"Gorbea",2022
"1391",1391,1391,"2022-06-14","1","Anagallis arvensis",4,NA,7,NA,1,"Gorbea",2022
"1392",1392,1392,"2022-06-14","1","Teucrium pyrenaicum subsp. Pyrenaicum",80,NA,7,NA,1,"Gorbea",2022
"1393",1393,1393,"2022-06-14","1","Rhinanthus angustifolius",10,NA,7,NA,1,"Gorbea",2022
"1394",1394,1394,"2022-06-14","1","Dianthus hyssopifolius subsp. Hyssopifolius",1,NA,7,NA,1,"Gorbea",2022
"1395",1395,1395,"2022-06-15","2","Taraxacum officinale",2,NA,7,NA,1,"Gorbea",2022
"1396",1396,1396,"2022-06-15","2","Bellis perennis",3147,NA,7,NA,1,"Gorbea",2022
"1397",1397,1397,"2022-06-15","2","Potentilla erecta",153,NA,7,NA,1,"Gorbea",2022
"1398",1398,1398,"2022-06-15","2","Ranunculus sp.",444,NA,7,NA,1,"Gorbea",2022
"1399",1399,1399,"2022-06-15","2","Geranium robertianum",24,NA,7,NA,1,"Gorbea",2022
"1400",1400,1400,"2022-06-15","2","Lysimachia nemorum",36,NA,7,NA,1,"Gorbea",2022
"1401",1401,1401,"2022-06-15","2","Veronica chamaedrys",1,NA,7,NA,1,"Gorbea",2022
"1402",1402,1402,"2022-06-15","2","Lotus corniculatus",95,NA,7,NA,1,"Gorbea",2022
"1403",1403,1403,"2022-06-15","2","Fragaria vesca",6,NA,7,NA,1,"Gorbea",2022
"1404",1404,1404,"2022-06-15","2","Veronica officinalis",9,NA,7,NA,1,"Gorbea",2022
"1405",1405,1405,"2022-06-15","2","Erinus alpinus",2,NA,7,NA,1,"Gorbea",2022
"1406",1406,1406,"2022-06-15","2","Thymus praecox subsp. Polytrichus",19,NA,7,NA,1,"Gorbea",2022
"1407",1407,1407,"2022-06-15","2","Myosotis lamottiana",260,NA,7,NA,1,"Gorbea",2022
"1408",1408,1408,"2022-06-15","2","Ajuga reptans",18,NA,7,NA,1,"Gorbea",2022
"1409",1409,1409,"2022-06-15","2","Cerastium fontanum",3,NA,7,NA,1,"Gorbea",2022
"1410",1410,1410,"2022-06-15","2","Galium mollugo",225,NA,7,NA,1,"Gorbea",2022
"1411",1411,1411,"2022-06-15","2","Trifolium repens",26,NA,7,NA,1,"Gorbea",2022
"1412",1412,1412,"2022-06-15","2","Trifolium pratense",21,NA,7,NA,1,"Gorbea",2022
"1413",1413,1413,"2022-06-15","2","Prunella vulgaris",20,NA,7,NA,1,"Gorbea",2022
"1414",1414,1414,"2022-06-15","2","Plantago sp.",289,NA,7,NA,1,"Gorbea",2022
"1415",1415,1415,"2022-06-15","2","Hypochaeris radicata",1,NA,7,NA,1,"Gorbea",2022
"1416",1416,1416,"2022-06-15","2","Vicia sp.",2,NA,7,NA,1,"Gorbea",2022
"1417",1417,1417,"2022-06-16","4","Taraxacum officinale",115,NA,7,NA,1,"Gorbea",2022
"1418",1418,1418,"2022-06-16","4","Bellis perennis",70,NA,7,NA,1,"Gorbea",2022
"1419",1419,1419,"2022-06-16","4","Potentilla erecta",674,NA,7,NA,1,"Gorbea",2022
"1420",1420,1420,"2022-06-16","4","Ranunculus sp.",31,NA,7,NA,1,"Gorbea",2022
"1421",1421,1421,"2022-06-16","4","Polygala vulgaris",37,NA,7,NA,1,"Gorbea",2022
"1422",1422,1422,"2022-06-16","4","Lathyrus linifolius",3,NA,7,NA,1,"Gorbea",2022
"1423",1423,1423,"2022-06-16","4","Lysimachia nemorum",2,NA,7,NA,1,"Gorbea",2022
"1424",1424,1424,"2022-06-16","4","Pilosella officinarum",4,NA,7,NA,1,"Gorbea",2022
"1425",1425,1425,"2022-06-16","4","Galium mollugo",1071,NA,7,NA,1,"Gorbea",2022
"1426",1426,1426,"2022-06-16","4","Erica cinerea",997,NA,7,NA,1,"Gorbea",2022
"1427",1427,1427,"2022-06-16","4","Erica tetralix",765,NA,7,NA,1,"Gorbea",2022
"1428",1428,1428,"2022-06-16","4","Prunella vulgaris",9,NA,7,NA,1,"Gorbea",2022
"1429",1429,1429,"2022-06-16","4","Sedum album",832,NA,7,NA,1,"Gorbea",2022
"1430",1430,1430,"2022-06-16","4","Hypericum sp.",2,NA,7,NA,1,"Gorbea",2022
"1431",1431,1431,"2022-06-17","5","Potentilla erecta",432,NA,7,NA,1,"Gorbea",2022
"1432",1432,1432,"2022-06-17","5","Ranunculus sp.",9,NA,7,NA,1,"Gorbea",2022
"1433",1433,1433,"2022-06-17","5","Pedicularis sylvatica subsp. sylvatica",2,NA,7,NA,1,"Gorbea",2022
"1434",1434,1434,"2022-06-17","5","Polygala vulgaris",12,NA,7,NA,1,"Gorbea",2022
"1435",1435,1435,"2022-06-17","5","Daboecia cantabrica",39,NA,7,NA,1,"Gorbea",2022
"1436",1436,1436,"2022-06-17","5","Erica cinerea",970,NA,7,NA,1,"Gorbea",2022
"1437",1437,1437,"2022-06-17","5","Erica tetralix",505,NA,7,NA,1,"Gorbea",2022
"1438",1438,1438,"2022-06-17","5","Ulex gallii",3,NA,7,NA,1,"Gorbea",2022
"1439",1439,1439,"2022-06-21","3","Taraxacum sp.",36,NA,7,NA,1,"Gorbea",2022
"1440",1440,1440,"2022-06-21","3","Ranunculus sp.",9,NA,7,NA,1,"Gorbea",2022
"1441",1441,1441,"2022-06-21","3","Helianthemum nummularium",13,NA,7,NA,1,"Gorbea",2022
"1442",1442,1442,"2022-06-21","3","Lotus corniculatus",42,NA,7,NA,1,"Gorbea",2022
"1443",1443,1443,"2022-06-21","3","Potentilla erecta",91,NA,7,NA,1,"Gorbea",2022
"1444",1444,1444,"2022-06-21","3","Trifolium pratense",73,NA,7,NA,1,"Gorbea",2022
"1445",1445,1445,"2022-06-21","3","Achillea millefolium",185,NA,7,NA,1,"Gorbea",2022
"1446",1446,1446,"2022-06-21","3","Prunella grandiflora",185,NA,7,NA,1,"Gorbea",2022
"1447",1447,1447,"2022-06-21","3","Prunella vulgaris",31,NA,7,NA,1,"Gorbea",2022
"1448",1448,1448,"2022-06-21","3","Galium mollugo",13,NA,7,NA,1,"Gorbea",2022
"1449",1449,1449,"2022-06-21","3","Dianthus hyssopifolius subsp. Hyssopifolius",2,NA,7,NA,1,"Gorbea",2022
"1450",1450,1450,"2022-06-21","3","Thymus praecox subsp. Polytrichus",255,NA,7,NA,1,"Gorbea",2022
"1451",1451,1451,"2022-06-21","3","Teucrium pyrenaicum subsp. Pyrenaicum",144,NA,7,NA,1,"Gorbea",2022
"1452",1452,1452,"2020-02-19","Pinar Puebla","Rosmarinus officinalis",450,1,1,NA,NA,"Doñana",2020
"1453",1453,1453,"2020-02-19","Pinar Puebla","Lavandula stoechas",5,1,1,NA,NA,"Doñana",2020
"1454",1454,1454,NA,"Pinar Hinojos","0",0,1,1,NA,NA,"Doñana",NA
"1455",1455,1455,"2020-02-21","Villamanrique Chaparral","Rosmarinus officinalis",80,1,1,NA,NA,"Doñana",2020
"1456",1456,1456,"2020-02-21","Villamanrique Chaparral","Rosmarinus officinalis",140,1,1,NA,NA,"Doñana",2020
"1457",1457,1457,"2020-02-21","Villamanrique Chaparral","Rosmarinus officinalis",60,1,1,NA,NA,"Doñana",2020
"1458",1458,1458,"2020-02-21","Villamanrique Chaparral","Rosmarinus officinalis",200,1,1,NA,NA,"Doñana",2020
"1459",1459,1459,"2020-02-21","Villamanrique Chaparral","Rosmarinus officinalis",30,1,1,NA,NA,"Doñana",2020
"1460",1460,1460,"2020-02-25","Villamanrique Sur","0",0,1,1,NA,NA,"Doñana",2020
"1461",1461,1461,"2020-02-26","Pinar Aznalcazar","Rosmarinus officinalis",90,1,1,NA,NA,"Doñana",2020
"1462",1462,1462,"2020-02-26","Pinar Aznalcazar","Rosmarinus officinalis",70,1,1,NA,NA,"Doñana",2020
"1463",1463,1463,"2020-02-26","Pinar Aznalcazar","Rosmarinus officinalis",60,1,1,NA,NA,"Doñana",2020
"1464",1464,1464,"2020-02-26","Pinar Aznalcazar","Rosmarinus officinalis",80,1,1,NA,NA,"Doñana",2020
"1465",1465,1465,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",340,1,2,NA,NA,"Doñana",2020
"1466",1466,1466,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",280,1,2,NA,NA,"Doñana",2020
"1467",1467,1467,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",120,1,2,NA,NA,"Doñana",2020
"1468",1468,1468,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",160,1,2,NA,NA,"Doñana",2020
"1469",1469,1469,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",250,1,2,NA,NA,"Doñana",2020
"1470",1470,1470,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",50,1,2,NA,NA,"Doñana",2020
"1471",1471,1471,"2020-03-03","Villamanrique Chaparral","Rosmarinus officinalis",140,1,2,NA,NA,"Doñana",2020
"1472",1472,1472,"2020-03-04","Villamanrique Sur","Cistus salviifolius",2,1,2,NA,NA,"Doñana",2020
"1473",1473,1473,"2020-03-04","Villamanrique Sur","Cistus salviifolius",1,1,2,NA,NA,"Doñana",2020
"1474",1474,1474,"2020-03-04","Villamanrique Sur","Cistus salviifolius",1,1,2,NA,NA,"Doñana",2020
"1475",1475,1475,"2020-03-04","Villamanrique Sur","Cistus salviifolius",4,1,2,NA,NA,"Doñana",2020
"1476",1476,1476,"2020-03-04","Villamanrique Sur","Cistus salviifolius",2,1,2,NA,NA,"Doñana",2020
"1477",1477,1477,"2020-03-04","Villamanrique Sur","Cistus salviifolius",3,1,2,NA,NA,"Doñana",2020
"1478",1478,1478,"2020-03-04","Villamanrique Sur","Lavandula stoechas",34,1,2,NA,NA,"Doñana",2020
"1479",1479,1479,"2020-03-04","Villamanrique Sur","Asplodelus racemosus",NA,1,2,NA,NA,"Doñana",2020
"1480",1480,1480,"2020-03-10","Pinar Aznalcazar","Rosmarinus officinalis",30,1,2,NA,NA,"Doñana",2020
"1481",1481,1481,"2020-03-10","Pinar Aznalcazar","Rosmarinus officinalis",70,1,2,NA,NA,"Doñana",2020
"1482",1482,1482,"2020-03-10","Pinar Aznalcazar","Rosmarinus officinalis",90,1,2,NA,NA,"Doñana",2020
"1483",1483,1483,"2020-03-10","Pinar Aznalcazar","Cistus albidus",1,1,2,NA,NA,"Doñana",2020
"1484",1484,1484,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",13,1,2,NA,NA,"Doñana",2020
"1485",1485,1485,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",2,1,2,NA,NA,"Doñana",2020
"1486",1486,1486,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",1,1,2,NA,NA,"Doñana",2020
"1487",1487,1487,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",14,1,2,NA,NA,"Doñana",2020
"1488",1488,1488,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",6,1,2,NA,NA,"Doñana",2020
"1489",1489,1489,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",18,1,2,NA,NA,"Doñana",2020
"1490",1490,1490,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",14,1,2,NA,NA,"Doñana",2020
"1491",1491,1491,"2020-03-10","Pinar Aznalcazar","Lavandula stoechas",7,1,2,NA,NA,"Doñana",2020
