"","X.1","X","Fecha","Bosque","Especie.planta","Numero.flores","full.x","Periodo","full.y","full","Site","Year"
"593",593,593,"2021-04-24","1","Ranunculus ficaria",103,NA,3,1,NA,"Gorbea",2021
"594",594,594,"2021-04-24","1","Helleborus viridis subsp. occidentalis",38,NA,3,1,NA,"Gorbea",2021
"595",595,595,"2021-05-02","5","Scilla verna",735,NA,3,1,NA,"Gorbea",2021
"596",596,596,"2021-05-02","5","Potentilla erecta",52,NA,3,1,NA,"Gorbea",2021
"597",597,597,"2021-05-02","5","Pedicularis sylvatica subsp. sylvatica",173,NA,3,1,NA,"Gorbea",2021
"598",598,598,"2021-05-02","5","Polygala vulgaris",50,NA,3,1,NA,"Gorbea",2021
"599",599,599,"2021-05-02","5","Ranunculus repens",3,NA,3,1,NA,"Gorbea",2021
"600",600,600,"2021-05-02","5","Anemone nemorosa",1,NA,3,1,NA,"Gorbea",2021
"601",601,601,"2021-05-02","5","Viola riviniana",2,NA,3,1,NA,"Gorbea",2021
"602",602,602,"2021-05-02","5","Bellis perennis",1,NA,3,1,NA,"Gorbea",2021
"603",603,603,"2021-05-02","5","Taraxacum sp.",1,NA,3,1,NA,"Gorbea",2021
"604",604,604,"2021-05-03","4","Potentilla erecta",23,NA,2,1,NA,"Gorbea",2021
"605",605,605,"2021-05-03","4","Pinguicula grandiflora subsp. Grandiflora",1,NA,2,1,NA,"Gorbea",2021
"606",606,606,"2021-05-03","4","Viola riviniana",15,NA,2,1,NA,"Gorbea",2021
"607",607,607,"2021-05-03","4","Scilla verna",109,NA,2,1,NA,"Gorbea",2021
"608",608,608,"2021-05-03","4","Polygala vulgaris",575,NA,2,1,NA,"Gorbea",2021
"609",609,609,"2021-05-03","4","Taraxacum sp.",43,NA,2,1,NA,"Gorbea",2021
"610",610,610,"2021-05-03","4","Lathyrus linifolius",8,NA,2,1,NA,"Gorbea",2021
"611",611,611,"2021-05-03","4","Ranunculus repens",3,NA,2,1,NA,"Gorbea",2021
"612",612,612,"2021-05-03","4","Bellis perennis",227,NA,2,1,NA,"Gorbea",2021
"613",613,613,"2021-05-03","4","Vaccinium myrtillus",6,NA,2,1,NA,"Gorbea",2021
"614",614,614,"2021-05-04","3","Potentilla montana",369,NA,3,1,NA,"Gorbea",2021
"615",615,615,"2021-05-04","3","Scilla verna",29,NA,3,1,NA,"Gorbea",2021
"616",616,616,"2021-05-04","3","Pedicularis sylvatica subsp. sylvatica",50,NA,3,1,NA,"Gorbea",2021
"617",617,617,"2021-05-04","3","Potentilla erecta",126,NA,3,1,NA,"Gorbea",2021
"618",618,618,"2021-05-04","3","Lathyrus linifolius",92,NA,3,1,NA,"Gorbea",2021
"619",619,619,"2021-05-04","3","Bellis perennis",558,NA,3,1,NA,"Gorbea",2021
"620",620,620,"2021-05-04","3","Viola riviniana",5,NA,3,1,NA,"Gorbea",2021
"621",621,621,"2021-05-04","3","Genista hispanica",111,NA,3,1,NA,"Gorbea",2021
"622",622,622,"2021-05-04","3","Vicia pyrenaica",3,NA,3,1,NA,"Gorbea",2021
"623",623,623,"2021-05-04","3","Polygala vulgaris",314,NA,3,1,NA,"Gorbea",2021
"624",624,624,"2021-05-04","3","Ranunculus repens",44,NA,3,1,NA,"Gorbea",2021
"625",625,625,"2021-05-04","3","Taraxacum sp.",4,NA,3,1,NA,"Gorbea",2021
"626",626,626,"2021-05-04","3","Hypocrepis comosa",20,NA,3,1,NA,"Gorbea",2021
"627",627,627,"2021-05-06","1","Vicia pyrenaica",6,NA,4,1,NA,"Gorbea",2021
"628",628,628,"2021-05-06","1","Viola riviniana",241,NA,4,1,NA,"Gorbea",2021
"629",629,629,"2021-05-06","1","Taraxacum sp.",637,NA,4,1,NA,"Gorbea",2021
"630",630,630,"2021-05-06","1","Scilla verna",63,NA,4,1,NA,"Gorbea",2021
"631",631,631,"2021-05-06","1","Primula veris",18,NA,4,1,NA,"Gorbea",2021
"632",632,632,"2021-05-06","1","Primula elatior",3,NA,4,1,NA,"Gorbea",2021
"633",633,633,"2021-05-06","1","Bellis perennis",2314,NA,4,1,NA,"Gorbea",2021
"634",634,634,"2021-05-06","1","Ranunculus ficaria",103,NA,4,1,NA,"Gorbea",2021
"635",635,635,"2021-05-06","1","Ranunculus repens",2,NA,4,1,NA,"Gorbea",2021
"636",636,636,"2021-05-06","1","Pinguicula grandiflora subsp. Grandiflora",13,NA,4,1,NA,"Gorbea",2021
"637",637,637,"2021-05-06","1","Helleborus viridis subsp. occidentalis",7,NA,4,1,NA,"Gorbea",2021
"638",638,638,"2021-05-06","1","Erysimum gorbeanum",32,NA,4,1,NA,"Gorbea",2021
"639",639,639,"2021-05-06","1","Hutchinsia alpina",100,NA,4,1,NA,"Gorbea",2021
"640",640,640,"2021-05-06","1","Globularia nudicaulis",1,NA,4,1,NA,"Gorbea",2021
"641",641,641,"2021-05-06","1","Veronica sp.",9,NA,4,1,NA,"Gorbea",2021
"642",642,642,"2021-05-06","1","Geranium robertianum",4,NA,4,1,NA,"Gorbea",2021
"643",643,643,"2021-05-06","1","Oxalis acetosella",5,NA,4,1,NA,"Gorbea",2021
"644",644,644,"2021-05-07","2","Bellis perennis",3224,NA,4,1,NA,"Gorbea",2021
"645",645,645,"2021-05-07","2","Taraxacum sp.",985,NA,4,1,NA,"Gorbea",2021
"646",646,646,"2021-05-07","2","Ranunculus ficaria",3,NA,4,1,NA,"Gorbea",2021
"647",647,647,"2021-05-07","2","Viola riviniana",196,NA,4,1,NA,"Gorbea",2021
"648",648,648,"2021-05-07","2","Hutchinsia alpina",373,NA,4,1,NA,"Gorbea",2021
"649",649,649,"2021-05-07","2","Cardamine pratensis",15,NA,4,1,NA,"Gorbea",2021
"650",650,650,"2021-05-07","2","Geranium robertianum",1,NA,4,1,NA,"Gorbea",2021
"651",651,651,"2021-05-07","2","Hepatica nobilis",1,NA,4,1,NA,"Gorbea",2021
"652",652,652,"2021-05-07","2","Oxalis acetosella",14,NA,4,1,NA,"Gorbea",2021
"653",653,653,"2021-05-07","2","Ranunculus repens",7,NA,4,1,NA,"Gorbea",2021
"654",654,654,"2021-05-07","2","Pedicularis sylvatica subsp. sylvatica",5,NA,4,1,NA,"Gorbea",2021
"655",655,655,"2021-05-07","2","Potentilla sterilis",26,NA,4,1,NA,"Gorbea",2021
"656",656,656,"2021-05-07","2","Fragaria vesca",5,NA,4,1,NA,"Gorbea",2021
"657",657,657,"2021-05-10","4","Ranunculus repens",42,NA,3,1,NA,"Gorbea",2021
"658",658,658,"2021-05-10","4","Potentilla erecta",74,NA,3,1,NA,"Gorbea",2021
"659",659,659,"2021-05-10","4","Lathyrus linifolius",18,NA,3,1,NA,"Gorbea",2021
"660",660,660,"2021-05-10","4","Scilla verna",122,NA,3,1,NA,"Gorbea",2021
"661",661,661,"2021-05-10","4","Pinguicula grandiflora subsp. Grandiflora",3,NA,3,1,NA,"Gorbea",2021
"662",662,662,"2021-05-10","4","Polygala vulgaris",2782,NA,3,1,NA,"Gorbea",2021
"663",663,663,"2021-05-10","4","Bellis perennis",294,NA,3,1,NA,"Gorbea",2021
"664",664,664,"2021-05-10","4","Taraxacum sp.",55,NA,3,1,NA,"Gorbea",2021
"665",665,665,"2021-05-10","4","Vaccinium myrtillus",2,NA,3,1,NA,"Gorbea",2021
"666",666,666,"2021-05-10","4","Viola riviniana",18,NA,3,1,NA,"Gorbea",2021
"667",667,667,"2021-05-14","5","Scilla verna",1451,NA,4,1,NA,"Gorbea",2021
"668",668,668,"2021-05-14","5","Potentilla erecta",543,NA,4,1,NA,"Gorbea",2021
"669",669,669,"2021-05-14","5","Pinguicula grandiflora subsp. Grandiflora",5,NA,4,1,NA,"Gorbea",2021
"670",670,670,"2021-05-14","5","Ranunculus repens",17,NA,4,1,NA,"Gorbea",2021
"671",671,671,"2021-05-14","5","Pedicularis sylvatica subsp. sylvatica",171,NA,4,1,NA,"Gorbea",2021
"672",672,672,"2021-05-14","5","Polygala vulgaris",282,NA,4,1,NA,"Gorbea",2021
"673",673,673,"2021-05-14","5","Daboecia cantabrica",2,NA,4,1,NA,"Gorbea",2021
"674",674,674,"2021-05-17","3","Ranunculus repens",467,NA,4,1,NA,"Gorbea",2021
"675",675,675,"2021-05-17","3","Genista hispanica",49,NA,4,1,NA,"Gorbea",2021
"676",676,676,"2021-05-17","3","Bellis perennis",1091,NA,4,1,NA,"Gorbea",2021
"677",677,677,"2021-05-17","3","Euphrasia sp.",16,NA,4,1,NA,"Gorbea",2021
"678",678,678,"2021-05-17","3","Polygala vulgaris",339,NA,4,1,NA,"Gorbea",2021
"679",679,679,"2021-05-17","3","no taraxacum",25,NA,4,1,NA,"Gorbea",2021
"680",680,680,"2021-05-17","3","Potentilla montana",210,NA,4,1,NA,"Gorbea",2021
"681",681,681,"2021-05-17","3","Taraxacum sp.",3,NA,4,1,NA,"Gorbea",2021
"682",682,682,"2021-05-17","3","Potentilla erecta",266,NA,4,1,NA,"Gorbea",2021
"683",683,683,"2021-05-17","3","Prunella grandiflora",4,NA,4,1,NA,"Gorbea",2021
"684",684,684,"2021-05-17","3","Pedicularis sylvatica subsp. sylvatica",63,NA,4,1,NA,"Gorbea",2021
"685",685,685,"2021-05-17","3","Viola riviniana",4,NA,4,1,NA,"Gorbea",2021
"686",686,686,"2021-05-17","3","Hypocrepis comosa",61,NA,4,1,NA,"Gorbea",2021
"687",687,687,"2021-05-17","3","Lotus corniculatus",67,NA,4,1,NA,"Gorbea",2021
"688",688,688,"2021-05-17","3","Lathyrus linifolius",18,NA,4,1,NA,"Gorbea",2021
"689",689,689,"2021-05-17","3","Vicia pyrenaica",4,NA,4,1,NA,"Gorbea",2021
"690",690,690,"2021-05-17","3","Thymus praecox subsp. Polytrichus",38,NA,4,1,NA,"Gorbea",2021
"691",691,691,"2021-05-17","3","Veronica officinalis",50,NA,4,1,NA,"Gorbea",2021
"692",692,692,"2021-05-17","3","Trifolium pratense",1,NA,4,1,NA,"Gorbea",2021
"693",693,693,"2021-05-17","3","Trifolium repens",3,NA,4,1,NA,"Gorbea",2021
"694",694,694,"2021-05-18","2","Viola riviniana",51,NA,5,1,NA,"Gorbea",2021
"695",695,695,"2021-05-18","2","Cardamine pratensis",58,NA,5,1,NA,"Gorbea",2021
"696",696,696,"2021-05-18","2","Fragaria vesca",20,NA,5,1,NA,"Gorbea",2021
"697",697,697,"2021-05-18","2","Veronica sp.",66,NA,5,1,NA,"Gorbea",2021
"698",698,698,"2021-05-18","2","Geranium robertianum",3,NA,5,1,NA,"Gorbea",2021
"699",699,699,"2021-05-18","2","Myosotis lamottiana",57,NA,5,1,NA,"Gorbea",2021
"700",700,700,"2021-05-18","2","Lysimachia nemorum",40,NA,5,1,NA,"Gorbea",2021
"701",701,701,"2021-05-18","2","Taraxacum sp.",757,NA,5,1,NA,"Gorbea",2021
"702",702,702,"2021-05-18","2","Potentilla sterilis",4,NA,5,1,NA,"Gorbea",2021
"703",703,703,"2021-05-18","2","Potentilla erecta",23,NA,5,1,NA,"Gorbea",2021
"704",704,704,"2021-05-18","2","Hutchinsia alpina",77,NA,5,1,NA,"Gorbea",2021
"705",705,705,"2021-05-18","2","Oxalis acetosella",3,NA,5,1,NA,"Gorbea",2021
"706",706,706,"2021-05-18","2","Ranunculus repens",133,NA,5,1,NA,"Gorbea",2021
"707",707,707,"2021-05-18","2","Bellis perennis",5392,NA,5,1,NA,"Gorbea",2021
"708",708,708,"2021-05-18","2","Saxifraga sp.",1,NA,5,1,NA,"Gorbea",2021
"709",709,709,"2021-05-18","2","Pedicularis sylvatica subsp. sylvatica",25,NA,5,1,NA,"Gorbea",2021
"710",710,710,"2021-05-20","1","Pinguicula grandiflora subsp. Grandiflora",47,NA,5,1,NA,"Gorbea",2021
"711",711,711,"2021-05-20","1","Scilla verna",266,NA,5,1,NA,"Gorbea",2021
"712",712,712,"2021-05-20","1","Vicia pyrenaica",367,NA,5,1,NA,"Gorbea",2021
"713",713,713,"2021-05-20","1","Bellis perennis",3876,NA,5,1,NA,"Gorbea",2021
"714",714,714,"2021-05-20","1","Ranunculus repens",87,NA,5,1,NA,"Gorbea",2021
"715",715,715,"2021-05-20","1","Taraxacum sp.",317,NA,5,1,NA,"Gorbea",2021
"716",716,716,"2021-05-20","1","Erysimum gorbeanum",108,NA,5,1,NA,"Gorbea",2021
"717",717,717,"2021-05-20","1","Hutchinsia alpina",110,NA,5,1,NA,"Gorbea",2021
"718",718,718,"2021-05-20","1","Anthyllis vulneraria subsp. Alpestris",62,NA,5,1,NA,"Gorbea",2021
"719",719,719,"2021-05-20","1","Globularia nudicaulis",5,NA,5,1,NA,"Gorbea",2021
"720",720,720,"2021-05-20","1","Geranium robertianum",65,NA,5,1,NA,"Gorbea",2021
"721",721,721,"2021-05-20","1","Linaria propinqua",11,NA,5,1,NA,"Gorbea",2021
"722",722,722,"2021-05-20","1","Veronica sp.",235,NA,5,1,NA,"Gorbea",2021
"723",723,723,"2021-05-20","1","Anagallis arvensis",2,NA,5,1,NA,"Gorbea",2021
"724",724,724,"2021-05-20","1","Viola riviniana",30,NA,5,1,NA,"Gorbea",2021
"725",725,725,"2021-05-20","1","Erinus alpinus",194,NA,5,1,NA,"Gorbea",2021
"726",726,726,"2021-05-20","1","Ranunculus ficaria",2,NA,5,1,NA,"Gorbea",2021
"727",727,727,"2021-05-20","1","Lysimachia nemorum",2,NA,5,1,NA,"Gorbea",2021
"728",728,728,"2021-05-25","5","Daboecia cantabrica",18,NA,5,1,NA,"Gorbea",2021
"729",729,729,"2021-05-25","5","Ranunculus repens",38,NA,5,1,NA,"Gorbea",2021
"730",730,730,"2021-05-25","5","Lathyrus linifolius",2,NA,5,1,NA,"Gorbea",2021
"731",731,731,"2021-05-25","5","Pinguicula grandiflora subsp. Grandiflora",3,NA,5,1,NA,"Gorbea",2021
"732",732,732,"2021-05-25","5","Scilla verna",213,NA,5,1,NA,"Gorbea",2021
"733",733,733,"2021-05-25","5","Polygala vulgaris",383,NA,5,1,NA,"Gorbea",2021
"734",734,734,"2021-05-25","5","Potentilla erecta",837,NA,5,1,NA,"Gorbea",2021
"735",735,735,"2021-05-25","5","Pedicularis sylvatica subsp. sylvatica",194,NA,5,1,NA,"Gorbea",2021
"736",736,736,"2021-05-25","5","Scorzonera humilis",9,NA,5,1,NA,"Gorbea",2021
"737",737,737,"2021-05-25","5","Bellis perennis",2,NA,5,1,NA,"Gorbea",2021
"738",738,738,"2021-05-26","3","Prunella grandiflora",9,NA,5,1,NA,"Gorbea",2021
"739",739,739,"2021-05-26","3","no taraxacum",12,NA,5,1,NA,"Gorbea",2021
"740",740,740,"2021-05-26","3","Ranunculus repens",806,NA,5,1,NA,"Gorbea",2021
"741",741,741,"2021-05-26","3","Potentilla erecta",378,NA,5,1,NA,"Gorbea",2021
"742",742,742,"2021-05-26","3","Potentilla montana",245,NA,5,1,NA,"Gorbea",2021
"743",743,743,"2021-05-26","3","Pedicularis sylvatica subsp. sylvatica",69,NA,5,1,NA,"Gorbea",2021
"744",744,744,"2021-05-26","3","Lotus corniculatus",161,NA,5,1,NA,"Gorbea",2021
"745",745,745,"2021-05-26","3","Hypocrepis comosa",188,NA,5,1,NA,"Gorbea",2021
"746",746,746,"2021-05-26","3","Polygala vulgaris",440,NA,5,1,NA,"Gorbea",2021
"747",747,747,"2021-05-26","3","Veronica officinalis",35,NA,5,1,NA,"Gorbea",2021
"748",748,748,"2021-05-26","3","Bellis perennis",1236,NA,5,1,NA,"Gorbea",2021
"749",749,749,"2021-05-26","3","Lathyrus linifolius",27,NA,5,1,NA,"Gorbea",2021
"750",750,750,"2021-05-26","3","Trifolium repens",12,NA,5,1,NA,"Gorbea",2021
"751",751,751,"2021-05-26","3","Trifolium pratense",1,NA,5,1,NA,"Gorbea",2021
"752",752,752,"2021-05-26","3","Vicia pyrenaica",4,NA,5,1,NA,"Gorbea",2021
"753",753,753,"2021-05-26","3","Helianthemum nummularium",7,NA,5,1,NA,"Gorbea",2021
"754",754,754,"2021-05-26","3","Thymus praecox subsp. Polytrichus",45,NA,5,1,NA,"Gorbea",2021
"755",755,755,"2021-05-27","4","Potentilla erecta",895,NA,4,1,NA,"Gorbea",2021
"756",756,756,"2021-05-27","4","Polygala vulgaris",3035,NA,4,1,NA,"Gorbea",2021
"757",757,757,"2021-05-27","4","Bellis perennis",353,NA,4,1,NA,"Gorbea",2021
"758",758,758,"2021-05-27","4","Pinguicula grandiflora subsp. Grandiflora",3,NA,4,1,NA,"Gorbea",2021
"759",759,759,"2021-05-27","4","Taraxacum sp.",3,NA,4,1,NA,"Gorbea",2021
"760",760,760,"2021-05-27","4","Veronica officinalis",252,NA,4,1,NA,"Gorbea",2021
"761",761,761,"2021-05-27","4","Erica cinerea",8,NA,4,1,NA,"Gorbea",2021
"762",762,762,"2021-05-27","4","Lathyrus linifolius",3,NA,4,1,NA,"Gorbea",2021
"763",763,763,"2021-05-27","4","Scilla verna",17,NA,4,1,NA,"Gorbea",2021
"764",764,764,"2021-05-27","4","Ranunculus repens",366,NA,4,1,NA,"Gorbea",2021
"765",765,765,"2021-05-28","5","Saxifraga sp.",4,NA,6,1,NA,"Gorbea",2021
"766",766,766,"2021-05-28","5","Potentilla erecta",27,NA,6,1,NA,"Gorbea",2021
"767",767,767,"2021-05-28","5","Bellis perennis",5500,NA,6,1,NA,"Gorbea",2021
"768",768,768,"2021-05-28","5","Taraxacum sp.",500,NA,6,1,NA,"Gorbea",2021
"769",769,769,"2021-05-28","5","Ranunculus repens",346,NA,6,1,NA,"Gorbea",2021
"770",770,770,"2021-05-28","5","Potentilla sterilis",3,NA,6,1,NA,"Gorbea",2021
"771",771,771,"2021-05-28","5","Pedicularis sylvatica subsp. sylvatica",25,NA,6,1,NA,"Gorbea",2021
"772",772,772,"2021-05-28","5","Lysimachia nemorum",45,NA,6,1,NA,"Gorbea",2021
"773",773,773,"2021-05-28","5","Fragaria vesca",9,NA,6,1,NA,"Gorbea",2021
"774",774,774,"2021-05-28","5","Veronica sp.",159,NA,6,1,NA,"Gorbea",2021
"775",775,775,"2021-05-28","5","Veronica officinalis",9,NA,6,1,NA,"Gorbea",2021
"776",776,776,"2021-05-28","5","Myosotis lamottiana",180,NA,6,1,NA,"Gorbea",2021
"777",777,777,"2021-05-28","5","Hutchinsia alpina",82,NA,6,1,NA,"Gorbea",2021
"778",778,778,"2021-05-28","5","Viola riviniana",23,NA,6,1,NA,"Gorbea",2021
"779",779,779,"2021-05-28","5","Cardamine pratensis",47,NA,6,1,NA,"Gorbea",2021
"780",780,780,"2021-05-28","5","Geranium robertianum",3,NA,6,1,NA,"Gorbea",2021
"781",781,781,"2021-05-28","5","Ajuga reptans",15,NA,6,1,NA,"Gorbea",2021
"782",782,782,"2021-05-31","1","Bellis perennis",4200,NA,6,1,NA,"Gorbea",2021
"783",783,783,"2021-05-31","1","Taraxacum sp.",215,NA,6,1,NA,"Gorbea",2021
"784",784,784,"2021-05-31","1","Ranunculus repens",1032,NA,6,1,NA,"Gorbea",2021
"785",785,785,"2021-05-31","1","Vicia pyrenaica",1094,NA,6,1,NA,"Gorbea",2021
"786",786,786,"2021-05-31","1","Pinguicula grandiflora subsp. Grandiflora",68,NA,6,1,NA,"Gorbea",2021
"787",787,787,"2021-05-31","1","Erysimum gorbeanum",90,NA,6,1,NA,"Gorbea",2021
"788",788,788,"2021-05-31","1","Euphrasia alpina",15,NA,6,1,NA,"Gorbea",2021
"789",789,789,"2021-05-31","1","Erinus alpinus",1225,NA,6,1,NA,"Gorbea",2021
"790",790,790,"2021-05-31","1","Anthyllis vulneraria subsp. Alpestris",105,NA,6,1,NA,"Gorbea",2021
"791",791,791,"2021-05-31","1","Linaria propinqua",68,NA,6,1,NA,"Gorbea",2021
"792",792,792,"2021-05-31","1","Scilla verna",15,NA,6,1,NA,"Gorbea",2021
"793",793,793,"2021-05-31","1","Anagallis arvensis",12,NA,6,1,NA,"Gorbea",2021
"794",794,794,"2021-05-31","1","Geranium robertianum",67,NA,6,1,NA,"Gorbea",2021
"795",795,795,"2021-05-31","1","Cardamine pratensis",26,NA,6,1,NA,"Gorbea",2021
"796",796,796,"2021-05-31","1","Hutchinsia alpina",200,NA,6,1,NA,"Gorbea",2021
"797",797,797,"2021-05-31","1","Viola riviniana",7,NA,6,1,NA,"Gorbea",2021
"798",798,798,"2021-05-31","1","Veronica sp.",340,NA,6,1,NA,"Gorbea",2021
"799",799,799,"2021-05-31","1","Thymus praecox subsp. Polytrichus",80,NA,6,1,NA,"Gorbea",2021
"800",800,800,"2021-06-07","3","Prunella grandiflora",125,NA,6,1,NA,"Gorbea",2021
"801",801,801,"2021-06-07","3","Helianthemum nummularium",45,NA,6,1,NA,"Gorbea",2021
"802",802,802,"2021-06-07","3","Plantago sp.",17,NA,6,1,NA,"Gorbea",2021
"803",803,803,"2021-06-07","3","Bellis perennis",1061,NA,6,1,NA,"Gorbea",2021
"804",804,804,"2021-06-07","3","no taraxacum",30,NA,6,1,NA,"Gorbea",2021
"805",805,805,"2021-06-07","3","Potentilla montana",13,NA,6,1,NA,"Gorbea",2021
"806",806,806,"2021-06-07","3","Ranunculus repens",458,NA,6,1,NA,"Gorbea",2021
"807",807,807,"2021-06-07","3","Lotus corniculatus",504,NA,6,1,NA,"Gorbea",2021
"808",808,808,"2021-06-07","3","Hypocrepis comosa",75,NA,6,1,NA,"Gorbea",2021
"809",809,809,"2021-06-07","3","Trifolium repens",27,NA,6,1,NA,"Gorbea",2021
"810",810,810,"2021-06-07","3","Trifolium pratense",5,NA,6,1,NA,"Gorbea",2021
"811",811,811,"2021-06-07","3","Teucrium pyrenaicum subsp. Pyrenaicum",2,NA,6,1,NA,"Gorbea",2021
"812",812,812,"2021-06-07","3","Pedicularis sylvatica subsp. sylvatica",43,NA,6,1,NA,"Gorbea",2021
"813",813,813,"2021-06-07","3","Lathyrus linifolius",17,NA,6,1,NA,"Gorbea",2021
"814",814,814,"2021-06-07","3","Vicia pyrenaica",2,NA,6,1,NA,"Gorbea",2021
"815",815,815,"2021-06-07","3","Thymus praecox subsp. Polytrichus",725,NA,6,1,NA,"Gorbea",2021
"816",816,816,"2021-06-07","3","Polygala vulgaris",15,NA,6,1,NA,"Gorbea",2021
"817",817,817,"2021-06-07","3","Potentilla erecta",93,NA,6,1,NA,"Gorbea",2021
"818",818,818,"2021-06-08","4","Ranunculus repens",334,NA,5,1,NA,"Gorbea",2021
"819",819,819,"2021-06-08","4","Bellis perennis",185,NA,5,1,NA,"Gorbea",2021
"820",820,820,"2021-06-08","4","Taraxacum sp.",5,NA,5,1,NA,"Gorbea",2021
"821",821,821,"2021-06-08","4","Daboecia cantabrica",3,NA,5,1,NA,"Gorbea",2021
"822",822,822,"2021-06-08","4","Erica tetralix",40,NA,5,1,NA,"Gorbea",2021
"823",823,823,"2021-06-08","4","Erica cinerea",5,NA,5,1,NA,"Gorbea",2021
"824",824,824,"2021-06-08","4","Potentilla erecta",1077,NA,5,1,NA,"Gorbea",2021
"825",825,825,"2021-06-08","4","Polygala vulgaris",1024,NA,5,1,NA,"Gorbea",2021
"826",826,826,"2021-06-08","4","Galium sp.",7835,NA,5,1,NA,"Gorbea",2021
"827",827,827,"2021-06-08","4","Sedum album",20,NA,5,1,NA,"Gorbea",2021
"828",828,828,"2021-06-08","4","Lysimachia nemorum",30,NA,5,1,NA,"Gorbea",2021
"829",829,829,"2021-06-08","4","Veronica officinalis",2648,NA,5,1,NA,"Gorbea",2021
"830",830,830,"2021-06-08","4","Lathyrus linifolius",1,NA,5,1,NA,"Gorbea",2021
"831",831,831,"2021-06-08","4","Trifolium repens",1,NA,5,1,NA,"Gorbea",2021
"832",832,832,"2021-06-10","5","Scorzonera humilis",39,NA,7,1,NA,"Gorbea",2021
"833",833,833,"2021-06-10","5","Potentilla erecta",1008,NA,7,1,NA,"Gorbea",2021
"834",834,834,"2021-06-10","5","Polygala vulgaris",303,NA,7,1,NA,"Gorbea",2021
"835",835,835,"2021-06-10","5","Daboecia cantabrica",64,NA,7,1,NA,"Gorbea",2021
"836",836,836,"2021-06-10","5","Erica tetralix",8,NA,7,1,NA,"Gorbea",2021
"837",837,837,"2021-06-10","5","Pedicularis sylvatica subsp. sylvatica",21,NA,7,1,NA,"Gorbea",2021
"838",838,838,"2021-06-10","5","Ranunculus repens",12,NA,7,1,NA,"Gorbea",2021
"839",839,839,"2021-06-10","5","Erica cinerea",6,NA,7,1,NA,"Gorbea",2021
"840",840,840,"2021-06-10","5","Bellis perennis",4,NA,7,1,NA,"Gorbea",2021
"841",841,841,"2021-06-10","5","Veronica officinalis",2,NA,7,1,NA,"Gorbea",2021
"842",842,842,"2021-06-10","5","Galium sp.",200,NA,7,1,NA,"Gorbea",2021
"843",843,843,"2021-06-11","1","no taraxacum",4,NA,7,1,NA,"Gorbea",2021
"844",844,844,"2021-06-11","1","Taraxacum sp.",50,NA,7,1,NA,"Gorbea",2021
"845",845,845,"2021-06-11","1","Lotus corniculatus",685,NA,7,1,NA,"Gorbea",2021
"846",846,846,"2021-06-11","1","Vicia pyrenaica",302,NA,7,1,NA,"Gorbea",2021
"847",847,847,"2021-06-11","1","Bellis perennis",3940,NA,7,1,NA,"Gorbea",2021
"848",848,848,"2021-06-11","1","Aquilegia vulgaris",1,NA,7,1,NA,"Gorbea",2021
"849",849,849,"2021-06-11","1","Erysimum gorbeanum",16,NA,7,1,NA,"Gorbea",2021
"850",850,850,"2021-06-11","1","Erinus alpinus",1150,NA,7,1,NA,"Gorbea",2021
"851",851,851,"2021-06-11","1","Ranunculus repens",953,NA,7,1,NA,"Gorbea",2021
"852",852,852,"2021-06-11","1","Thymus praecox subsp. Polytrichus",776,NA,7,1,NA,"Gorbea",2021
"853",853,853,"2021-06-11","1","Linaria propinqua",25,NA,7,1,NA,"Gorbea",2021
"854",854,854,"2021-06-11","1","Euphrasia alpina",111,NA,7,1,NA,"Gorbea",2021
"855",855,855,"2021-06-11","1","Hutchinsia alpina",176,NA,7,1,NA,"Gorbea",2021
"856",856,856,"2021-06-11","1","Geranium robertianum",24,NA,7,1,NA,"Gorbea",2021
"857",857,857,"2021-06-11","1","Anthyllis vulneraria subsp. Alpestris",15,NA,7,1,NA,"Gorbea",2021
"858",858,858,"2021-06-11","1","Trifolium pratense",4,NA,7,1,NA,"Gorbea",2021
"859",859,859,"2021-06-11","1","Medicago lupulina",1025,NA,7,1,NA,"Gorbea",2021
"860",860,860,"2021-06-11","1","Pinguicula grandiflora subsp. Grandiflora",1,NA,7,1,NA,"Gorbea",2021
"861",861,861,"2021-06-11","1","Veronica sp.",69,NA,7,1,NA,"Gorbea",2021
"862",862,862,"2021-06-11","1","Lysimachia nemorum",44,NA,7,1,NA,"Gorbea",2021
"863",863,863,"2021-06-11","1","Anagallis arvensis",16,NA,7,1,NA,"Gorbea",2021
"864",864,864,"2021-06-11","1","Ophrys apifera",1,NA,7,1,NA,"Gorbea",2021
"865",865,865,"2021-06-11","1","Veronica officinalis",7,NA,7,1,NA,"Gorbea",2021
"866",866,866,"2021-06-11","1","Trifolium repens",1,NA,7,1,NA,"Gorbea",2021
"867",867,867,"2021-06-11","1","Potentilla montana",4,NA,7,1,NA,"Gorbea",2021
"868",868,868,"2021-06-11","1","Saxifraga sp.",30,NA,7,1,NA,"Gorbea",2021
"869",869,869,"2021-06-15","2","Ranunculus repens",922,NA,6,1,NA,"Gorbea",2021
"870",870,870,"2021-06-15","2","Geranium robertianum",9,NA,6,1,NA,"Gorbea",2021
"871",871,871,"2021-06-15","2","Bellis perennis",4228,NA,6,1,NA,"Gorbea",2021
"872",872,872,"2021-06-15","2","Taraxacum sp.",32,NA,6,1,NA,"Gorbea",2021
