"","Site_id","Year","Bosque","Periodo","Planta","Degree","Specialization","Closeness","match.x","tot.visits.pl","pl.mean.fs","se.pl.fs","pl.mean.sn","se.pl.sn","morisita","Anidamiento","poll.sp","plant.sp","comp.fun.pol","comp.fun.pl","match.y","mean.fs","se.fs","mean.sn","se.sn","total.visits"
"65","Doñana",2020,"Villamanrique Chaparral",5,"Andryala integrifolia",0.444444444444444,0.0898155573376103,0.176818202008945,"Doñana_2020_Villamanrique Chaparral_5_Andryala integrifolia",4,NA,NA,NA,NA,0.337540663630449,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"66","Doñana",2020,"Villamanrique Chaparral",5,"Cistus crispus",0.222222222222222,0.0973630831643002,0.119906233284066,"Doñana_2020_Villamanrique Chaparral_5_Cistus crispus",3,NA,NA,NA,NA,0.378052641416338,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"67","Doñana",2020,"Villamanrique Chaparral",5,"Cistus salvifolius",0.222222222222222,0,1,"Doñana_2020_Villamanrique Chaparral_5_Cistus salvifolius",2,NA,NA,NA,NA,0,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"68","Doñana",2020,"Villamanrique Chaparral",5,"Echium plantagineum",0.444444444444444,0.340770791075051,0.346198297902565,"Doñana_2020_Villamanrique Chaparral_5_Echium plantagineum",17,NA,NA,NA,NA,0.411374408391469,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"69","Doñana",2020,"Villamanrique Chaparral",5,"Galactite tomentosa",0.222222222222222,0.114714919767839,0.0497655832101643,"Doñana_2020_Villamanrique Chaparral_5_Galactite tomentosa",3,NA,NA,NA,NA,0.358823013545248,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"70","Doñana",2020,"Villamanrique Chaparral",5,"Leontodon hispidus",0.333333333333333,0.0551724137931034,0.479090914859699,"Doñana_2020_Villamanrique Chaparral_5_Leontodon hispidus",4,NA,NA,NA,NA,0.215237401840969,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"71","Doñana",2020,"Villamanrique Chaparral",5,"Lysimachia arvensis",0.111111111111111,0.0526645768025078,0.520375066863737,"Doñana_2020_Villamanrique Chaparral_5_Lysimachia arvensis",1,NA,NA,NA,NA,0.0791208791208791,0.930423430583802,9,7,34.2554715324288,33.0591135089953,"Doñana_2020_Villamanrique Chaparral_5",NA,NA,NA,NA,34
"72","Doñana",2020,"Villamanrique Chaparral",6,"Andryala integrifolia",0.5,0.333333333333333,0.093794932357652,"Doñana_2020_Villamanrique Chaparral_6_Andryala integrifolia",6,NA,NA,NA,NA,NA,0.889682683111248,6,6,12.6617009523247,13.5480503312102,"Doñana_2020_Villamanrique Chaparral_6",NA,NA,NA,NA,13
"73","Doñana",2020,"Villamanrique Chaparral",6,"Anthemis arvensis",0.166666666666667,0.125,0,"Doñana_2020_Villamanrique Chaparral_6_Anthemis arvensis",1,NA,NA,NA,NA,NA,0.889682683111248,6,6,12.6617009523247,13.5480503312102,"Doñana_2020_Villamanrique Chaparral_6",NA,NA,NA,NA,13
"74","Doñana",2020,"Villamanrique Chaparral",6,"Asphodelus fistulosus",0.166666666666667,0.142857142857143,0.643792812891978,"Doñana_2020_Villamanrique Chaparral_6_Asphodelus fistulosus",1,NA,NA,NA,NA,NA,0.889682683111248,6,6,12.6617009523247,13.5480503312102,"Doñana_2020_Villamanrique Chaparral_6",NA,NA,NA,NA,13
