"","Site","Year","Bosque","Periodo","Planta","fruit_set","id_planta","Anidamiento","poll.sp","plant.sp","comp.fun.pol","comp.fun.pl","robustness.pol","robustness.pl","connectance","asymmetry","match","total.visits"
"84","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",1,"2,03",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"85","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",1,"2,06",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"86","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",0.6,"4,07",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"87","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",0.6,"7,03",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"88","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",0.4,"9,02",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"89","Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",0.8,"9,07",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"90","Doñana",2021,"Pinar Aznalcazar",7,"Halimiun halimifolium",1,"8,10",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"91","Doñana",2021,"Pinar Aznalcazar",7,"Halimiun halimifolium",0.6,"9,06",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"92","Doñana",2021,"Pinar Aznalcazar",7,"Halimiun halimifolium",0.6,"(10,08)1",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"93","Doñana",2021,"Pinar Aznalcazar",7,"Halimiun halimifolium",0.6,"(10,08)2",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"94","Doñana",2021,"Pinar Aznalcazar",7,"Halimiun halimifolium",0.6,"10,09",0.710696659072237,12,6,30.2598080143814,36.910195437295,0.490801456896644,0.393809073596194,0.208333333333333,0.333333333333333,"Doñana_2021_Pinar Aznalcazar_7",45
"95","Doñana",2021,"Pinar Aznalcazar",8,"Cistus crispus",1,"9,07",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"96","Doñana",2021,"Pinar Aznalcazar",8,"Halimiun halimifolium",0.4,"8,10",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"97","Doñana",2021,"Pinar Aznalcazar",8,"Halimiun halimifolium",0.3,"9,06",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"98","Doñana",2021,"Pinar Aznalcazar",8,"Halimiun halimifolium",0.2,"(10,08)1",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"99","Doñana",2021,"Pinar Aznalcazar",8,"Halimiun halimifolium",0.2,"(10,08)2",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"100","Doñana",2021,"Pinar Aznalcazar",8,"Halimiun halimifolium",0.3,"10,09",0,15,4,11.8290597216543,17.6793445601196,0.596697830452,0.2915,0.25,0.578947368421053,"Doñana_2021_Pinar Aznalcazar_8",24
"101","Doñana",2021,"Pinar Hinojos",1,"Halimiun calycinum",1,"(1,01)2",0,9,3,13.900497842321,18.6667302450538,0.497634425858999,0.22962962962963,0.333333333333333,0.5,"Doñana_2021_Pinar Hinojos_1",22
"102","Doñana",2021,"Pinar Hinojos",1,"Halimiun calycinum",0.6,"4,05",0,9,3,13.900497842321,18.6667302450538,0.497634425858999,0.22962962962963,0.333333333333333,0.5,"Doñana_2021_Pinar Hinojos_1",22
"103","Doñana",2021,"Pinar Hinojos",1,"Halimiun calycinum",1,"5,04",0,9,3,13.900497842321,18.6667302450538,0.497634425858999,0.22962962962963,0.333333333333333,0.5,"Doñana_2021_Pinar Hinojos_1",22
"104","Doñana",2021,"Pinar Hinojos",1,"Halimiun calycinum",0.8,"8,01",0,9,3,13.900497842321,18.6667302450538,0.497634425858999,0.22962962962963,0.333333333333333,0.5,"Doñana_2021_Pinar Hinojos_1",22
"105","Doñana",2021,"Pinar Hinojos",1,"Halimiun calycinum",0.8,"8,04",0,9,3,13.900497842321,18.6667302450538,0.497634425858999,0.22962962962963,0.333333333333333,0.5,"Doñana_2021_Pinar Hinojos_1",22
"106","Doñana",2021,"Pinar Hinojos",2,"Halimiun calycinum",0.8,"2,01",0.405055521636256,9,5,20.8874177241042,24.4330956002918,0.510333318666645,0.348977401018954,0.222222222222222,0.285714285714286,"Doñana_2021_Pinar Hinojos_2",24
"107","Doñana",2021,"Pinar Hinojos",2,"Halimiun calycinum",0.333333333333333,"3,06",0.405055521636256,9,5,20.8874177241042,24.4330956002918,0.510333318666645,0.348977401018954,0.222222222222222,0.285714285714286,"Doñana_2021_Pinar Hinojos_2",24
