"","X","Site","Year","Bosque","Periodo","Planta","Degree","Specialization","Closeness","nestedcontribution","match","tot.visits.pl","poll.sp","plant.sp"
"137",137,"Doñana",2021,"Pinar Aznalcazar",5,"Lavandula stoechas",0.1875,0.454545454545455,0.643553035773739,0.589128370553736,"Doñana_2021_Pinar Aznalcazar_5",7,16,7
"138",138,"Doñana",2021,"Pinar Aznalcazar",6,"Aetheorhiza bulbosa",0.272727272727273,0.0833953834698436,0.858104463502083,-0.295674896794288,"Doñana_2021_Pinar Aznalcazar_6",6,11,5
"139",139,"Doñana",2021,"Pinar Aznalcazar",6,"Cistus crispus",0.727272727272727,0.219607843137255,0.529553113807908,2.30138934819629,"Doñana_2021_Pinar Aznalcazar_6",19,11,5
"140",140,"Doñana",2021,"Pinar Aznalcazar",6,"Cistus salviifolius",0.181818181818182,0.0915032679738562,0.8,-0.335915678306387,"Doñana_2021_Pinar Aznalcazar_6",2,11,5
"141",141,"Doñana",2021,"Pinar Aznalcazar",6,"Echium plantagineum",0.0909090909090909,0.129181084198385,0.6,-0.31918786339606,"Doñana_2021_Pinar Aznalcazar_6",2,11,5
"142",142,"Doñana",2021,"Pinar Aznalcazar",6,"Galactites tomentosus",0.0909090909090909,0.0784313725490196,0,-0.432254375099683,"Doñana_2021_Pinar Aznalcazar_6",1,11,5
"143",143,"Doñana",2021,"Pinar Aznalcazar",7,"Aetheorhiza bulbosa",0.166666666666667,0.107142857142857,0.609052145992766,-0.300730148624628,"Doñana_2021_Pinar Aznalcazar_7",3,12,6
"144",144,"Doñana",2021,"Pinar Aznalcazar",7,"Andryala arenaria",0.0833333333333333,0,0.72105705434887,-1.18448055650962,"Doñana_2021_Pinar Aznalcazar_7",1,12,6
"145",145,"Doñana",2021,"Pinar Aznalcazar",7,"Cistus crispus",0.75,0.589285714285714,0.704251161654075,0.828079290507005,"Doñana_2021_Pinar Aznalcazar_7",38,12,6
"146",146,"Doñana",2021,"Pinar Aznalcazar",7,"Halimium halimifolium",0.0833333333333333,0,0.72105705434887,-1.3099429672786,"Doñana_2021_Pinar Aznalcazar_7",1,12,6
"147",147,"Doñana",2021,"Pinar Aznalcazar",7,"Lavandula stoechas",0.0833333333333333,0.119565217391304,0.44211410869774,0.155217929661444,"Doñana_2021_Pinar Aznalcazar_7",1,12,6
"148",148,"Doñana",2021,"Pinar Aznalcazar",7,"Tolpis barbata",0.0833333333333333,0,1,-1.33023413500873,"Doñana_2021_Pinar Aznalcazar_7",1,12,6
"149",149,"Doñana",2021,"Pinar Aznalcazar",8,"Aetheorhiza bulbosa",0.133333333333333,NA,1,-2.19528365864822,"Doñana_2021_Pinar Aznalcazar_8",4,15,4
"150",150,"Doñana",2021,"Pinar Aznalcazar",8,"Cistus crispus",0.733333333333333,NA,1,-1.79370569948296,"Doñana_2021_Pinar Aznalcazar_8",17,15,4
"151",151,"Doñana",2021,"Pinar Aznalcazar",8,"Echium plantagineum",0.0666666666666667,NA,1,-1.84300517653559,"Doñana_2021_Pinar Aznalcazar_8",1,15,4
"152",152,"Doñana",2021,"Pinar Aznalcazar",8,"Tolpis barbata",0.0666666666666667,NA,1,-1.63603697621636,"Doñana_2021_Pinar Aznalcazar_8",2,15,4
"153",153,"Doñana",2021,"Pinar Hinojos",1,"Halimium calycinum",0.777777777777778,NA,0.999999999999999,-1.44047448692399,"Doñana_2021_Pinar Hinojos_1",19,9,3
"154",154,"Doñana",2021,"Pinar Hinojos",1,"Oxalis pes-caprae",0.111111111111111,NA,1,-1.85014420048216,"Doñana_2021_Pinar Hinojos_1",1,9,3
"155",155,"Doñana",2021,"Pinar Hinojos",1,"Ulex australis",0.111111111111111,NA,1,-1.84958999084353,"Doñana_2021_Pinar Hinojos_1",2,9,3
"156",156,"Doñana",2021,"Pinar Hinojos",2,"Brassica barrelieri",0.111111111111111,0.5,0.287585625783956,0.225089145322966,"Doñana_2021_Pinar Hinojos_2",1,9,5
"157",157,"Doñana",2021,"Pinar Hinojos",2,"Halimium calycinum",0.555555555555556,1.5,0.792898788375697,0.0861360540155604,"Doñana_2021_Pinar Hinojos_2",19,9,5
"158",158,"Doñana",2021,"Pinar Hinojos",2,"Oxalis pes-caprae",0.111111111111111,0,1,-1.19516527326228,"Doñana_2021_Pinar Hinojos_2",1,9,5
"159",159,"Doñana",2021,"Pinar Hinojos",2,"Retama sphaerocarpa",0.111111111111111,0,1,-1.05788169265725,"Doñana_2021_Pinar Hinojos_2",1,9,5
"160",160,"Doñana",2021,"Pinar Hinojos",2,"Ulex australis",0.222222222222222,0,1,-1.44953414510694,"Doñana_2021_Pinar Hinojos_2",2,9,5
"161",161,"Doñana",2021,"Pinar Hinojos",4,"Cistus salviifolius",0.285714285714286,0.5,0,-0.538357179566002,"Doñana_2021_Pinar Hinojos_4",2,7,3
"162",162,"Doñana",2021,"Pinar Hinojos",4,"Halimium calycinum",0.857142857142857,0.333333333333333,0.5,-0.413344641006332,"Doñana_2021_Pinar Hinojos_4",6,7,3
"163",163,"Doñana",2021,"Pinar Hinojos",4,"Leontodon longirostris",0.142857142857143,0.333333333333333,0,-1.53123685519689,"Doñana_2021_Pinar Hinojos_4",1,7,3
"164",164,"Doñana",2021,"Pinar Hinojos",5,"Cerinthe major",0.0833333333333333,0.666666666666667,0,-0.46050035189198,"Doñana_2021_Pinar Hinojos_5",1,12,6
"165",165,"Doñana",2021,"Pinar Hinojos",5,"Cistus libanotis",0.0833333333333333,0,0.369070246428542,0.117535647154515,"Doñana_2021_Pinar Hinojos_5",1,12,6
"166",166,"Doñana",2021,"Pinar Hinojos",5,"Crepis vesicaria",0.0833333333333333,0,1,-1.28501323046229,"Doñana_2021_Pinar Hinojos_5",1,12,6
"167",167,"Doñana",2021,"Pinar Hinojos",5,"Halimium calycinum",0.583333333333333,0,0.72105705434887,0.0187756838548646,"Doñana_2021_Pinar Hinojos_5",8,12,6
"168",168,"Doñana",2021,"Pinar Hinojos",5,"Lavandula stoechas",0.25,1.33333333333333,0.673657673906779,-0.976892254187516,"Doñana_2021_Pinar Hinojos_5",4,12,6
"169",169,"Doñana",2021,"Pinar Hinojos",5,"Urospermum picroides",0.0833333333333333,0,1,-1.11970670273126,"Doñana_2021_Pinar Hinojos_5",1,12,6
"170",170,"Doñana",2021,"Pinar Hinojos",6,"Cerinthe major",0.0909090909090909,0,0.619906233284066,-0.899294221795256,"Doñana_2021_Pinar Hinojos_6",1,12,7
"171",171,"Doñana",2021,"Pinar Hinojos",6,"Chamaemelum mixtum",0.0909090909090909,0.0740740740740741,0,-0.604825970442264,"Doñana_2021_Pinar Hinojos_6",1,12,7
"172",172,"Doñana",2021,"Pinar Hinojos",6,"Cistus libanotis",0.545454545454545,0.0740740740740741,0.614785643889138,-0.429129721707111,"Doñana_2021_Pinar Hinojos_6",6,12,7
"173",173,"Doñana",2021,"Pinar Hinojos",6,"Crepis vesicaria",0.0909090909090909,0.666666666666667,0.190862358732145,-0.670878088809457,"Doñana_2021_Pinar Hinojos_6",9,12,7
"174",174,"Doñana",2021,"Pinar Hinojos",6,"Echium plantagineum",0.181818181818182,0,0.75,-0.726918599411496,"Doñana_2021_Pinar Hinojos_6",2,12,7
"175",175,"Doñana",2021,"Pinar Hinojos",6,"Leontodon longirostris",0.363636363636364,0.518518518518518,0.142494757703502,-0.466982755865454,"Doñana_2021_Pinar Hinojos_6",10,12,7
"176",176,"Doñana",2021,"Pinar Hinojos",6,"Orobanche ramosa",0.0909090909090909,0,0.619906233284066,-0.996335363623393,"Doñana_2021_Pinar Hinojos_6",1,12,7
"177",177,"Doñana",2021,"Pinar Hinojos",7,"Andryala integrifolia",0.111111111111111,0.0671892497200448,0.352314537622003,-0.56847538120316,"Doñana_2021_Pinar Hinojos_7",1,9,5
"178",178,"Doñana",2021,"Pinar Hinojos",7,"Chamaemelum mixtum",0.111111111111111,0.164759725400458,0.241168202917542,0.769619441668863,"Doñana_2021_Pinar Hinojos_7",3,9,5
"179",179,"Doñana",2021,"Pinar Hinojos",7,"Cistus libanotis",0.444444444444444,0.0709639266706091,0.68393948267488,-0.342588795690051,"Doñana_2021_Pinar Hinojos_7",4,9,5
"180",180,"Doñana",2021,"Pinar Hinojos",7,"Halimium halimifolium",0.444444444444444,0.236842105263158,0.438433277455027,0.452626773147322,"Doñana_2021_Pinar Hinojos_7",10,9,5
"181",181,"Doñana",2021,"Pinar Hinojos",7,"Leontodon longirostris",0.555555555555556,0.332409972299169,0.310397801136838,1.34329960323171,"Doñana_2021_Pinar Hinojos_7",14,9,5
"182",182,"Doñana",2021,"Pinar Hinojos",8,"Andryala integrifolia",0.0909090909090909,0.25,0.321060801097007,-1.07660552362126,"Doñana_2021_Pinar Hinojos_8",1,11,4
"183",183,"Doñana",2021,"Pinar Hinojos",8,"Crepis vesicaria",0.0909090909090909,0,1,-1.86697072507044,"Doñana_2021_Pinar Hinojos_8",2,11,4
"184",184,"Doñana",2021,"Pinar Hinojos",8,"Halimium halimifolium",0.454545454545455,0.5,0.775464345703423,-1.06818648358232,"Doñana_2021_Pinar Hinojos_8",24,11,4
"185",185,"Doñana",2021,"Pinar Hinojos",8,"Leontodon longirostris",0.545454545454545,0.75,0.816021298140599,-0.605901443274997,"Doñana_2021_Pinar Hinojos_8",10,11,4
"186",186,"Doñana",2021,"Pinar Hinojos",9,"Andryala integrifolia",0.666666666666667,1,0.333333333333333,0.166525521255265,"Doñana_2021_Pinar Hinojos_9",3,3,4
"187",187,"Doñana",2021,"Pinar Hinojos",9,"Crepis vesicaria",0.333333333333333,0,0.5,-0.649877028980872,"Doñana_2021_Pinar Hinojos_9",1,3,4
"188",188,"Doñana",2021,"Pinar Hinojos",9,"Halimium halimifolium",0.333333333333333,1,0.333333333333333,0.444991269968843,"Doñana_2021_Pinar Hinojos_9",2,3,4
"189",189,"Doñana",2021,"Pinar Hinojos",9,"Leontodon longirostris",0.333333333333333,0,0.5,-0.710955648270192,"Doñana_2021_Pinar Hinojos_9",1,3,4
"190",190,"Doñana",2021,"Pinar Puebla",1,"Anemone palmata",0.153846153846154,0.0862127950735546,0.508081231254246,0.234343644186853,"Doñana_2021_Pinar Puebla_1",2,13,6
"191",191,"Doñana",2021,"Pinar Puebla",1,"Cistus ladanifer",0.0769230769230769,0.0504504504504504,0.569323441926607,-0.270772090897223,"Doñana_2021_Pinar Puebla_1",1,13,6
"192",192,"Doñana",2021,"Pinar Puebla",1,"Cistus salviifolius",0.846153846153846,0.296122209165687,0.225276979091847,1.91315049494215,"Doñana_2021_Pinar Puebla_1",46,13,6
"193",193,"Doñana",2021,"Pinar Puebla",1,"Genista hirsuta",0.0769230769230769,0,1,-1.3764338222952,"Doñana_2021_Pinar Puebla_1",1,13,6
"194",194,"Doñana",2021,"Pinar Puebla",1,"Lavandula stoechas",0.0769230769230769,0,1,-1.22462566283751,"Doñana_2021_Pinar Puebla_1",1,13,6
"195",195,"Doñana",2021,"Pinar Puebla",1,"Rosmarinus officinalis",0.0769230769230769,0.12972972972973,0.1092635092137,-0.234218278949076,"Doñana_2021_Pinar Puebla_1",4,13,6
"196",196,"Doñana",2021,"Pinar Puebla",2,"Asphodelus ramosus",0.111111111111111,0.0594059405940594,0.346055677680479,-1.00957430696922,"Doñana_2021_Pinar Puebla_2",2,18,6
"197",197,"Doñana",2021,"Pinar Puebla",2,"Cistus ladanifer",0.222222222222222,0.16973125884017,0.136089381867703,0.0878403585453353,"Doñana_2021_Pinar Puebla_2",5,18,6
"198",198,"Doñana",2021,"Pinar Puebla",2,"Cistus salviifolius",0.722222222222222,0.509193776520509,0.142458794424601,1.39617010438685,"Doñana_2021_Pinar Puebla_2",23,18,6
"199",199,"Doñana",2021,"Pinar Puebla",2,"Genista hirsuta",0.0555555555555556,0.0594059405940594,0,-1.00914997492218,"Doñana_2021_Pinar Puebla_2",1,18,6
"200",200,"Doñana",2021,"Pinar Puebla",2,"Lavandula stoechas",0.222222222222222,0.178217821782178,0.385077483633776,-1.04552752185173,"Doñana_2021_Pinar Puebla_2",7,18,6
"201",201,"Doñana",2021,"Pinar Puebla",2,"Rosmarinus officinalis",0.0555555555555556,0.237623762376238,0.0998293585609548,-0.99427785611034,"Doñana_2021_Pinar Puebla_2",4,18,6
"202",202,"Doñana",2021,"Pinar Puebla",3,"Anemone palmata",0.166666666666667,0.19047619047619,0.796707580990507,-0.511972944195219,"Doñana_2021_Pinar Puebla_3",3,12,5
"203",203,"Doñana",2021,"Pinar Puebla",3,"Cistus salviifolius",0.833333333333333,0.266666666666667,0.49090322642281,0.943428722658126,"Doñana_2021_Pinar Puebla_3",15,12,5
"204",204,"Doñana",2021,"Pinar Puebla",3,"Genista hirsuta",0.0833333333333333,0.133333333333333,0,-0.894820797161766,"Doñana_2021_Pinar Puebla_3",1,12,5
"205",205,"Doñana",2021,"Pinar Puebla",3,"Lavandula stoechas",0.166666666666667,0.133333333333333,0.647818075341425,-1.19843315520714,"Doñana_2021_Pinar Puebla_3",4,12,5
"206",206,"Doñana",2021,"Pinar Puebla",3,"Rosmarinus officinalis",0.0833333333333333,0.222222222222222,0.239812466568131,-0.99578527851607,"Doñana_2021_Pinar Puebla_3",2,12,5
"207",207,"Doñana",2021,"Pinar Puebla",4,"Cistus ladanifer",0.307692307692308,0.05,0.469279265734814,0.647464756533496,"Doñana_2021_Pinar Puebla_4",6,13,6
"208",208,"Doñana",2021,"Pinar Puebla",4,"Cistus salviifolius",0.461538461538462,0.0851063829787234,0.206458680736161,1.63971057429289,"Doñana_2021_Pinar Puebla_4",10,13,6
"209",209,"Doñana",2021,"Pinar Puebla",4,"Genista hirsuta",0.0769230769230769,0.117154811715481,0.927171658506202,-0.553756004196315,"Doñana_2021_Pinar Puebla_4",7,13,6
"210",210,"Doñana",2021,"Pinar Puebla",4,"Lavandula stoechas",0.230769230769231,0.0436781609195402,0.498226044162704,0.678676521946756,"Doñana_2021_Pinar Puebla_4",5,13,6
"211",211,"Doñana",2021,"Pinar Puebla",4,"Leontodon longirostris",0.384615384615385,0.113704368641532,0.58557265905046,0.578977689281589,"Doñana_2021_Pinar Puebla_4",30,13,6
"212",212,"Doñana",2021,"Pinar Puebla",4,"Rosmarinus officinalis",0.0769230769230769,0,1,-1.02818236790093,"Doñana_2021_Pinar Puebla_4",1,13,6
"213",213,"Doñana",2021,"Pinar Puebla",5,"Andryala arenaria",0.4,0.134806216064407,0.266049219180292,1.01196629894188,"Doñana_2021_Pinar Puebla_5",13,10,7
"214",214,"Doñana",2021,"Pinar Puebla",5,"Cistus ladanifer",0.1,0,1,-0.966790490305405,"Doñana_2021_Pinar Puebla_5",1,10,7
"215",215,"Doñana",2021,"Pinar Puebla",5,"Cistus salviifolius",0.2,0.0716774514683922,0.41495466090163,0.918480580069181,"Doñana_2021_Pinar Puebla_5",2,10,7
"216",216,"Doñana",2021,"Pinar Puebla",5,"Galactites tomentosus",0.3,0.101337086558761,0.607448105310069,0.189104832375256,"Doñana_2021_Pinar Puebla_5",4,10,7
"217",217,"Doñana",2021,"Pinar Puebla",5,"Lavandula stoechas",0.1,0.0402571987699189,0.72976184557268,-0.704061971357678,"Doñana_2021_Pinar Puebla_5",1,10,7
"218",218,"Doñana",2021,"Pinar Puebla",5,"Leontodon longirostris",0.2,0.0881632653061225,0.31078734475172,-0.291296751816541,"Doñana_2021_Pinar Puebla_5",4,10,7
"219",219,"Doñana",2021,"Pinar Puebla",5,"Tolpis barbata",0.3,0.117551020408163,0.116831670990003,0.650201397212861,"Doñana_2021_Pinar Puebla_5",5,10,7
"220",220,"Doñana",2021,"Pinar Puebla",6,"Andryala arenaria",0.444444444444444,1.02923976608187,0.481447038398938,-0.328988861093117,"Doñana_2021_Pinar Puebla_6",12,9,4
"221",221,"Doñana",2021,"Pinar Puebla",6,"Andryala integrifolia",0.444444444444444,0.355555555555556,0.21044156902037,-0.0862030453322624,"Doñana_2021_Pinar Puebla_6",5,9,4
"222",222,"Doñana",2021,"Pinar Puebla",6,"Galactites tomentosus",0.444444444444444,0,1,-1.11101250400584,"Doñana_2021_Pinar Puebla_6",8,9,4
"223",223,"Doñana",2021,"Pinar Puebla",6,"Tolpis barbata",0.111111111111111,0.111111111111111,0,0.162446930896089,"Doñana_2021_Pinar Puebla_6",1,9,4
"224",224,"Doñana",2021,"Pinar Puebla",7,"Andryala arenaria",0.5,1.42857142857143,0.391478398319927,0.179389290533609,"Doñana_2021_Pinar Puebla_7",11,6,4
"225",225,"Doñana",2021,"Pinar Puebla",7,"Galactites tomentosus",0.166666666666667,0,1,-1.05222752473962,"Doñana_2021_Pinar Puebla_7",2,6,4
"226",226,"Doñana",2021,"Pinar Puebla",7,"Silene colorata",0.333333333333333,0,1,-0.865359794786126,"Doñana_2021_Pinar Puebla_7",2,6,4
"227",227,"Doñana",2021,"Pinar Puebla",7,"Tolpis barbata",0.333333333333333,0.571428571428571,0.0763481391990798,0.256734694607531,"Doñana_2021_Pinar Puebla_7",4,6,4
"228",228,"Doñana",2021,"Pinar Puebla",8,"Andryala arenaria",1,1.33333333333333,0,0.624806130125061,"Doñana_2021_Pinar Puebla_8",5,NA,NA
"229",229,"Doñana",2021,"Pinar Puebla",8,"Leontodon longirostris",0.5,0.666666666666667,0,1.04652156837771,"Doñana_2021_Pinar Puebla_8",1,NA,NA
"230",230,"Doñana",2021,"Villamanrique Chaparral",1,"Asphodelus ramosus",0.5,0.0112994350282486,0.596007425894759,0.771810169206095,"Doñana_2021_Villamanrique Chaparral_1",4,8,4
"231",231,"Doñana",2021,"Villamanrique Chaparral",1,"Cistus salviifolius",0.375,0.00677966101694915,0.94866914196492,-0.0644981857050643,"Doñana_2021_Villamanrique Chaparral_1",4,8,4
"232",232,"Doñana",2021,"Villamanrique Chaparral",1,"Lavandula stoechas",0.125,0.0225988700564972,0,0.867286541149462,"Doñana_2021_Villamanrique Chaparral_1",6,8,4
"233",233,"Doñana",2021,"Villamanrique Chaparral",1,"Rosmarinus officinalis",0.375,0.0329983500824959,0.475661647378941,0.334796565125938,"Doñana_2021_Villamanrique Chaparral_1",113,8,4
"234",234,"Doñana",2021,"Villamanrique Chaparral",2,"Cistus salviifolius",0.666666666666667,0.102304147465438,0.318524938508137,1.2374413032645,"Doñana_2021_Villamanrique Chaparral_2",12,9,3
"235",235,"Doñana",2021,"Villamanrique Chaparral",2,"Lavandula stoechas",0.222222222222222,0.244897959183673,0.0532399920460146,0.426385981856182,"Doñana_2021_Villamanrique Chaparral_2",17,9,3
"236",236,"Doñana",2021,"Villamanrique Chaparral",2,"Rosmarinus officinalis",0.555555555555556,1.1624597207304,0.179165745636273,1.36431593498793,"Doñana_2021_Villamanrique Chaparral_2",80,9,3
"237",237,"Doñana",2021,"Villamanrique Chaparral",3,"Anemone palmata",0.0909090909090909,0,1,-1.41682516442183,"Doñana_2021_Villamanrique Chaparral_3",1,11,5
"238",238,"Doñana",2021,"Villamanrique Chaparral",3,"Cistus ladanifer",0.0909090909090909,0,0.35398516288991,0.0997020546294761,"Doñana_2021_Villamanrique Chaparral_3",1,11,5
"239",239,"Doñana",2021,"Villamanrique Chaparral",3,"Cistus salviifolius",0.636363636363636,0,0.936075543226633,-0.354634926904367,"Doñana_2021_Villamanrique Chaparral_3",15,11,5
"240",240,"Doñana",2021,"Villamanrique Chaparral",3,"Lavandula stoechas",0.181818181818182,0.714285714285714,0.253916606757934,-1.21003790345242,"Doñana_2021_Villamanrique Chaparral_3",10,11,5
"241",241,"Doñana",2021,"Villamanrique Chaparral",3,"Rosmarinus officinalis",0.272727272727273,1.28571428571429,0.475345019903881,-1.08956423873835,"Doñana_2021_Villamanrique Chaparral_3",19,11,5
"242",242,"Doñana",2021,"Villamanrique Chaparral",4,"Cistus salviifolius",0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971,"Doñana_2021_Villamanrique Chaparral_4",27,11,5
"243",243,"Doñana",2021,"Villamanrique Chaparral",4,"Genista hirsuta",0.0909090909090909,0.266666666666667,0.509699451555599,-1.38802670943365,"Doñana_2021_Villamanrique Chaparral_4",2,11,5
"244",244,"Doñana",2021,"Villamanrique Chaparral",4,"Lavandula stoechas",0.0909090909090909,0,1,-1.33298854800864,"Doñana_2021_Villamanrique Chaparral_4",1,11,5
"245",245,"Doñana",2021,"Villamanrique Chaparral",4,"Leontodon longirostris",0.0909090909090909,0.166666666666667,0.643792812891978,-0.370675692521947,"Doñana_2021_Villamanrique Chaparral_4",1,11,5
"246",246,"Doñana",2021,"Villamanrique Chaparral",4,"Rosmarinus officinalis",0.0909090909090909,0.166666666666667,0.172912524653084,-1.12839455724568,"Doñana_2021_Villamanrique Chaparral_4",1,11,5
"247",247,"Doñana",2021,"Villamanrique Chaparral",5,"Cistus crispus",0.285714285714286,0.14968814968815,0.471725072638043,-0.199081905501449,"Doñana_2021_Villamanrique Chaparral_5",6,14,5
"248",248,"Doñana",2021,"Villamanrique Chaparral",5,"Cistus salviifolius",0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095,"Doñana_2021_Villamanrique Chaparral_5",38,14,5
"249",249,"Doñana",2021,"Villamanrique Chaparral",5,"Echium plantagineum",0.0714285714285714,0.0627724498692241,0.154901959985743,-1.00245552562537,"Doñana_2021_Villamanrique Chaparral_5",1,14,5
"250",250,"Doñana",2021,"Villamanrique Chaparral",5,"Genista hirsuta",0.0714285714285714,0.228934817170111,0.796916234413287,-1.15547388300828,"Doñana_2021_Villamanrique Chaparral_5",4,14,5
"251",251,"Doñana",2021,"Villamanrique Chaparral",5,"Leontodon longirostris",0.0714285714285714,0.0603394091766185,0.154901959985743,-0.506420610195242,"Doñana_2021_Villamanrique Chaparral_5",1,14,5
"252",252,"Doñana",2021,"Villamanrique Chaparral",6,"Cistus crispus",0.523809523809524,0.610169491525424,0.73048845710989,2.48428283000418,"Doñana_2021_Villamanrique Chaparral_6",55,21,5
"253",253,"Doñana",2021,"Villamanrique Chaparral",6,"Cistus salviifolius",0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579,"Doñana_2021_Villamanrique Chaparral_6",15,21,5
"254",254,"Doñana",2021,"Villamanrique Chaparral",6,"Echium plantagineum",0.19047619047619,0.099329917225069,0.802003875530348,0.203487042301829,"Doñana_2021_Villamanrique Chaparral_6",8,21,5
"255",255,"Doñana",2021,"Villamanrique Chaparral",6,"Galactites tomentosus",0.0952380952380952,0,1,-0.991629697287416,"Doñana_2021_Villamanrique Chaparral_6",4,21,5
"256",256,"Doñana",2021,"Villamanrique Chaparral",6,"Leontodon longirostris",0.0952380952380952,0,1,-0.971532198260506,"Doñana_2021_Villamanrique Chaparral_6",3,21,5
"257",257,"Doñana",2021,"Villamanrique Chaparral",7,"Cistus crispus",0.739130434782609,0.0635451505016722,0.760294278769743,1.1413916122244,"Doñana_2021_Villamanrique Chaparral_7",70,23,5
"258",258,"Doñana",2021,"Villamanrique Chaparral",7,"Cistus salviifolius",0.0434782608695652,0.0321852060982496,0.80804127999344,-0.852195329028408,"Doñana_2021_Villamanrique Chaparral_7",1,23,5
"259",259,"Doñana",2021,"Villamanrique Chaparral",7,"Echium plantagineum",0.173913043478261,0.0489130434782609,0.381818211933384,0.0672744791848071,"Doñana_2021_Villamanrique Chaparral_7",4,23,5
"260",260,"Doñana",2021,"Villamanrique Chaparral",7,"Galactites tomentosus",0.0869565217391304,0,1,-2.1345034593374,"Doñana_2021_Villamanrique Chaparral_7",3,23,5
"261",261,"Doñana",2021,"Villamanrique Chaparral",7,"Leontodon longirostris",0.173913043478261,0.0411899313501144,0.944201859204093,-2.77735908627381,"Doñana_2021_Villamanrique Chaparral_7",7,23,5
"262",262,"Doñana",2021,"Villamanrique Chaparral",8,"Andryala integrifolia",0.0588235294117647,0.222222222222222,0.502506640770873,-0.64758735974011,"Doñana_2021_Villamanrique Chaparral_8",6,17,5
"263",263,"Doñana",2021,"Villamanrique Chaparral",8,"Cistus crispus",0.470588235294118,0.189189189189189,0.815173266032829,0.221231868866259,"Doñana_2021_Villamanrique Chaparral_8",28,17,5
"264",264,"Doñana",2021,"Villamanrique Chaparral",8,"Echium plantagineum",0.352941176470588,0.181818181818182,0.380603835597146,0.766245006629103,"Doñana_2021_Villamanrique Chaparral_8",12,17,5
"265",265,"Doñana",2021,"Villamanrique Chaparral",8,"Galactites tomentosus",0.117647058823529,0,1,-1.42673706568656,"Doñana_2021_Villamanrique Chaparral_8",2,17,5
"266",266,"Doñana",2021,"Villamanrique Chaparral",8,"Leontodon longirostris",0.235294117647059,0.222222222222222,0.631772376328477,-0.595595552782687,"Doñana_2021_Villamanrique Chaparral_8",10,17,5
"267",267,"Doñana",2021,"Villamanrique Chaparral",9,"Andryala integrifolia",0.142857142857143,NA,1,-1.08916384436823,"Doñana_2021_Villamanrique Chaparral_9",1,7,4
"268",268,"Doñana",2021,"Villamanrique Chaparral",9,"Echium plantagineum",0.571428571428571,NA,1,-1.05182839102796,"Doñana_2021_Villamanrique Chaparral_9",11,7,4
"269",269,"Doñana",2021,"Villamanrique Chaparral",9,"Myrtus communis",0.142857142857143,NA,1,-1.47558323785336,"Doñana_2021_Villamanrique Chaparral_9",9,7,4
"270",270,"Doñana",2021,"Villamanrique Chaparral",9,"Scolymus hispanicus",0.142857142857143,NA,1,-1.1987815268981,"Doñana_2021_Villamanrique Chaparral_9",1,7,4
"271",271,"Doñana",2021,"Villamanrique Sur",1,"Cistus salviifolius",1,1.23076923076923,0.149478028640136,1.70267548063428,"Doñana_2021_Villamanrique Sur_1",32,9,2
"272",272,"Doñana",2021,"Villamanrique Sur",1,"Rosmarinus officinalis",0.111111111111111,0.769230769230769,0.474457304793452,-1.77213036487032,"Doñana_2021_Villamanrique Sur_1",5,9,2
"273",273,"Doñana",2021,"Villamanrique Sur",2,"Cistus salviifolius",1,1.375,0.0850315907010943,2.06125375253363,"Doñana_2021_Villamanrique Sur_2",78,13,2
"274",274,"Doñana",2021,"Villamanrique Sur",2,"Rosmarinus officinalis",0.0769230769230769,0.625,0.323911455645725,-3.07669344337408,"Doñana_2021_Villamanrique Sur_2",15,13,2
"275",275,"Doñana",2021,"Villamanrique Sur",4,"Cistus salviifolius",0.9375,1.27272727272727,0.373282191871612,1.1466253630378,"Doñana_2021_Villamanrique Sur_4",49,16,2
"276",276,"Doñana",2021,"Villamanrique Sur",4,"Halimium halimifolium",0.25,0.727272727272727,0.589198219609629,-2.15986019812966,"Doñana_2021_Villamanrique Sur_4",5,16,2
"277",277,"Doñana",2021,"Villamanrique Sur",5,"Cistus salviifolius",0.823529411764706,1.06962785114046,0.315751003597811,1.52453665436326,"Doñana_2021_Villamanrique Sur_5",48,17,3
"278",278,"Doñana",2021,"Villamanrique Sur",5,"Genista hirsuta",0.117647058823529,0.0802139037433155,0.237350464962806,-1.96283014864338,"Doñana_2021_Villamanrique Sur_5",2,17,3
"279",279,"Doñana",2021,"Villamanrique Sur",5,"Halimium halimifolium",0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876,"Doñana_2021_Villamanrique Sur_5",14,17,3
"280",280,"Doñana",2021,"Villamanrique Sur",6,"Cistus salviifolius",0.533333333333333,0.3,0.337583752023457,0.814347650297963,"Doñana_2021_Villamanrique Sur_6",11,15,3
"281",281,"Doñana",2021,"Villamanrique Sur",6,"Halimium halimifolium",0.733333333333333,0.51,0.372761136873515,1.11660478339632,"Doñana_2021_Villamanrique Sur_6",24,15,3
"282",282,"Doñana",2021,"Villamanrique Sur",6,"Leontodon longirostris",0.0666666666666667,0.1,0.301444504541286,-0.617518331132252,"Doñana_2021_Villamanrique Sur_6",1,15,3
"283",283,"Gorbea",2020,"2",1,"Helleborus viridis subsp. occidentalis",0.125,0,1,-1.70671173966227,"Gorbea_2020_2_1",1,8,3
