"Site","Year","Bosque","Periodo","Species","Degree","Specialization","Closeness","nestedcontribution"
"Doñana","2021","Villamanrique Chaparral","2","Rosmarinus officinalis",0.555555555555556,1.1624597207304,0.179165745636273,1.36431593498793
"Doñana","2021","Villamanrique Chaparral","3","Anemone palmata",0.0909090909090909,0,1,-1.41682516442183
"Doñana","2021","Villamanrique Chaparral","3","Cistus ladanifer",0.0909090909090909,0,0.35398516288991,0.0997020546294761
"Doñana","2021","Villamanrique Chaparral","3","Cistus salviifolius",0.636363636363636,0,0.936075543226633,-0.354634926904367
"Doñana","2021","Villamanrique Chaparral","3","Lavandula stoechas",0.181818181818182,0.714285714285714,0.253916606757934,-1.21003790345242
"Doñana","2021","Villamanrique Chaparral","3","Rosmarinus officinalis",0.272727272727273,1.28571428571429,0.475345019903881,-1.08956423873835
"Doñana","2021","Villamanrique Chaparral","4","Cistus salviifolius",0.909090909090909,0.333333333333333,0.426370022388368,1.27485743957971
"Doñana","2021","Villamanrique Chaparral","4","Genista hirsuta",0.0909090909090909,0.266666666666667,0.509699451555599,-1.38802670943365
"Doñana","2021","Villamanrique Chaparral","4","Lavandula stoechas",0.0909090909090909,0,1,-1.33298854800864
"Doñana","2021","Villamanrique Chaparral","4","Leontodon longirostris",0.0909090909090909,0.166666666666667,0.643792812891978,-0.370675692521947
"Doñana","2021","Villamanrique Chaparral","4","Rosmarinus officinalis",0.0909090909090909,0.166666666666667,0.172912524653084,-1.12839455724568
"Doñana","2021","Villamanrique Chaparral","5","Cistus crispus",0.285714285714286,0.14968814968815,0.471725072638043,-0.199081905501449
"Doñana","2021","Villamanrique Chaparral","5","Cistus salviifolius",0.928571428571429,0.210372534696859,0.419363146312611,2.81287766960095
"Doñana","2021","Villamanrique Chaparral","5","Echium plantagineum",0.0714285714285714,0.0627724498692241,0.154901959985743,-1.00245552562537
"Doñana","2021","Villamanrique Chaparral","5","Genista hirsuta",0.0714285714285714,0.228934817170111,0.796916234413287,-1.15547388300828
"Doñana","2021","Villamanrique Chaparral","5","Leontodon longirostris",0.0714285714285714,0.0603394091766185,0.154901959985743,-0.506420610195242
"Doñana","2021","Villamanrique Chaparral","6","Cistus crispus",0.523809523809524,0.610169491525424,0.73048845710989,2.48428283000418
"Doñana","2021","Villamanrique Chaparral","6","Cistus salviifolius",0.428571428571429,0.213559322033898,0.590618886195004,1.41523100830579
"Doñana","2021","Villamanrique Chaparral","6","Echium plantagineum",0.19047619047619,0.099329917225069,0.802003875530348,0.203487042301829
"Doñana","2021","Villamanrique Chaparral","6","Galactites tomentosus",0.0952380952380952,0,1,-0.991629697287416
"Doñana","2021","Villamanrique Chaparral","6","Leontodon longirostris",0.0952380952380952,0,1,-0.971532198260506
"Doñana","2021","Villamanrique Chaparral","7","Cistus crispus",0.739130434782609,0.0635451505016722,0.760294278769743,1.1413916122244
"Doñana","2021","Villamanrique Chaparral","7","Cistus salviifolius",0.0434782608695652,0.0321852060982496,0.80804127999344,-0.852195329028408
"Doñana","2021","Villamanrique Chaparral","7","Echium plantagineum",0.173913043478261,0.0489130434782609,0.381818211933384,0.0672744791848071
"Doñana","2021","Villamanrique Chaparral","7","Galactites tomentosus",0.0869565217391304,0,1,-2.1345034593374
"Doñana","2021","Villamanrique Chaparral","7","Leontodon longirostris",0.173913043478261,0.0411899313501144,0.944201859204093,-2.77735908627381
"Doñana","2021","Villamanrique Chaparral","8","Andryala integrifolia",0.0588235294117647,0.222222222222222,0.502506640770873,-0.64758735974011
"Doñana","2021","Villamanrique Chaparral","8","Cistus crispus",0.470588235294118,0.189189189189189,0.815173266032829,0.221231868866259
"Doñana","2021","Villamanrique Chaparral","8","Echium plantagineum",0.352941176470588,0.181818181818182,0.380603835597146,0.766245006629103
"Doñana","2021","Villamanrique Chaparral","8","Galactites tomentosus",0.117647058823529,0,1,-1.42673706568656
"Doñana","2021","Villamanrique Chaparral","8","Leontodon longirostris",0.235294117647059,0.222222222222222,0.631772376328477,-0.595595552782687
"Doñana","2021","Villamanrique Chaparral","9","Andryala integrifolia",0.142857142857143,NA,1,-1.08916384436823
"Doñana","2021","Villamanrique Chaparral","9","Echium plantagineum",0.571428571428571,NA,1,-1.05182839102796
"Doñana","2021","Villamanrique Chaparral","9","Myrtus communis",0.142857142857143,NA,1,-1.47558323785336
"Doñana","2021","Villamanrique Chaparral","9","Scolymus hispanicus",0.142857142857143,NA,1,-1.1987815268981
"Doñana","2021","Villamanrique Sur","1","Cistus salviifolius",1,1.23076923076923,0.149478028640136,1.70267548063428
"Doñana","2021","Villamanrique Sur","1","Rosmarinus officinalis",0.111111111111111,0.769230769230769,0.474457304793452,-1.77213036487032
"Doñana","2021","Villamanrique Sur","2","Cistus salviifolius",1,1.375,0.0850315907010943,2.06125375253363
"Doñana","2021","Villamanrique Sur","2","Rosmarinus officinalis",0.0769230769230769,0.625,0.323911455645725,-3.07669344337408
"Doñana","2021","Villamanrique Sur","4","Cistus salviifolius",0.9375,1.27272727272727,0.373282191871612,1.1466253630378
"Doñana","2021","Villamanrique Sur","4","Halimium halimifolium",0.25,0.727272727272727,0.589198219609629,-2.15986019812966
"Doñana","2021","Villamanrique Sur","5","Cistus salviifolius",0.823529411764706,1.06962785114046,0.315751003597811,1.52453665436326
"Doñana","2021","Villamanrique Sur","5","Genista hirsuta",0.117647058823529,0.0802139037433155,0.237350464962806,-1.96283014864338
"Doñana","2021","Villamanrique Sur","5","Halimium halimifolium",0.470588235294118,0.359477124183007,0.252639401580669,0.502275047618876
"Doñana","2021","Villamanrique Sur","6","Cistus salviifolius",0.533333333333333,0.3,0.337583752023457,0.814347650297963
"Doñana","2021","Villamanrique Sur","6","Halimium halimifolium",0.733333333333333,0.51,0.372761136873515,1.11660478339632
"Doñana","2021","Villamanrique Sur","6","Leontodon longirostris",0.0666666666666667,0.1,0.301444504541286,-0.617518331132252
"Gorbea","2020","2","1","Helleborus viridis subsp. occidentalis",0.125,0,1,-1.70671173966227
"Gorbea","2020","2","1","Taraxacum sp.",0.875,0.666666666666667,0.611357342144061,0.0610128444795447
"Gorbea","2020","2","1","Viola riviniana",0.125,1.33333333333333,0.844213042232526,-0.624200249301036
"Gorbea","2020","2","2","Taraxacum sp.",0.5,NA,NA,-0.420437482591261
"Gorbea","2020","2","2","Viola riviniana",0.5,NA,NA,-0.562821176545159
"Gorbea","2020","2","3","Bellis perennis",0.25,0.686274509803921,0.337843332370504,0.538991542099847
"Gorbea","2020","2","3","Myosotis lamottiana",0.125,0.0694444444444444,0,1.16487536924872
"Gorbea","2020","2","3","Potentilla erecta",0.125,0,1,-1.13689604660586
"Gorbea","2020","2","3","Ranunculus sp.",0.25,0.138888888888889,0.388214248624216,-0.0896096064102105
"Gorbea","2020","2","3","Taraxacum sp.",0.625,0.277777777777778,0.299483940997162,0.901481771885502
"Gorbea","2020","2","3","Veronica sp.",0.25,0.0694444444444444,0.428571428571429,-0.204939587138034
"Gorbea","2020","2","4","Bellis perennis",0.4,1.15053899809765,0.513450178779042,0.31363106439968
"Gorbea","2020","2","4","Myosotis lamottiana",0.1,0,1,-1.48361185239216
"Gorbea","2020","2","4","Potentilla erecta",0.1,0.0421052631578947,0,-0.515864777719182
"Gorbea","2020","2","4","Ranunculus sp.",0.7,0.117604355716878,0.492032587814627,0.849282348629307
"Gorbea","2020","2","4","Taraxacum sp.",0.1,0.0421052631578947,0,-0.659679063081311
"Gorbea","2020","2","5","Bellis perennis",0.4,0.331833624772179,0.305088331882309,1.37886969964627
"Gorbea","2020","2","5","Erinus alpinus",0.2,0.0184673118704325,0,0.111167864314519
"Gorbea","2020","2","5","Geranium robertianum",0.2,0.0187542623323483,0.139232372386232,0.386678457197825
"Gorbea","2020","2","5","Myosotis lamottiana",0.2,0.0552208835341365,0.308364909558978,0.346209871139224
"Gorbea","2020","2","5","Potentilla erecta",0.6,0.10660940291133,0.0760255357972178,0.923172422168988
"Gorbea","2020","2","5","Ranunculus sp.",0.6,0.338704483859715,0.135311630611657,0.746400653548074
"Gorbea","2020","2","5","Taraxacum sp.",0.2,0.0371579777052134,0.267275090402393,0.137812949311547
"Gorbea","2020","2","5","Veronica officinalis",0.2,0.0528049698795181,0.14146385665322,0.295827662295511
"Gorbea","2020","2","5","Veronica sp.",0.2,0,1,-1.3173084603569
"Gorbea","2020","2","6","Bellis perennis",0.142857142857143,0,1,-1.2755596363996
"Gorbea","2020","2","6","Geranium robertianum",0.142857142857143,0,1,-1.12863643162574
"Gorbea","2020","2","6","Plantago sp.",0.142857142857143,0.45,0.0767134017448075,-0.757946734389707
"Gorbea","2020","2","6","Ranunculus sp.",0.714285714285714,0.9,0.330235476022298,0.263539295509258
"Gorbea","2020","2","6","Trifolium repens",0.142857142857143,0.15,0,-0.68378838226141
"Gorbea","2020","2","7","Bellis perennis",0.545454545454545,0.112970711297071,0.470971555471995,1.182234546911
"Gorbea","2020","2","7","Plantago sp.",0.363636363636364,0.0599334073251942,0.255077267402852,0.434072375018196
"Gorbea","2020","2","7","Potentilla erecta",0.0909090909090909,0,1,-0.630630863375903
"Gorbea","2020","2","7","Ranunculus sp.",0.454545454545455,0.103746397694524,0.495069593964665,1.05395456946046
"Gorbea","2020","2","7","Taraxacum sp.",0.0909090909090909,0.0344827586206897,0.367587522843284,0.736768036531138
"Gorbea","2020","2","7","Trifolium pratense",0.0909090909090909,0,1,-0.498189417052698
"Gorbea","2020","2","7","Trifolium repens",0.0909090909090909,0.072192513368984,0.930044355769781,-0.334022048418254
"Gorbea","2020","2","8","Bellis perennis",0.444444444444444,0.0588780236747298,0.484001763554115,0.484729040613402
"Gorbea","2020","2","8","Plantago sp.",0.222222222222222,0.0266236385639371,0.434348851841874,-0.201844406068485
"Gorbea","2020","2","8","Prunella grandiflora",0.111111111111111,0.0353407415906864,0.744041975190184,-1.21796768277704
"Gorbea","2020","2","8","Prunella vulgaris",0.333333333333333,0.0266236385639371,0.561363131872891,0.331459501925543
"Gorbea","2020","2","8","Ranunculus sp.",0.222222222222222,0.038630377524144,0.144782950613958,0.331148276008014
"Gorbea","2020","2","8","Taraxacum sp.",0.111111111111111,0.041044776119403,0.710434098772084,0.308089363243522
"Gorbea","2020","2","8","Thymus praecox subsp. polytrichus",0.111111111111111,0.0329747254165077,0.488083950380369,-1.06178532674093
"Gorbea","2020","2","8","Trifolium repens",0.333333333333333,0.0997682705005856,0.790702170036769,-0.0560967269036689
"Gorbea","2020","4","2","Bellis perennis",0.2,0.0984848484848485,0.162536942875338,-0.3565403409025
"Gorbea","2020","4","2","Polygala vulgaris",0.5,0.0705882352941176,0.924416260952868,-0.403036889097035
"Gorbea","2020","4","2","Potentilla erecta",0.3,0.157178841309824,0.43165825070458,-0.344424822603255
"Gorbea","2020","4","2","Ranunculus sp.",0.3,0.04,0.594570786801034,-0.279421354742916
"Gorbea","2020","4","2","Taraxacum sp.",0.2,0.08,0.189141573602068,0.191366551954377
"Gorbea","2020","4","4","Bellis perennis",0.125,0.173913043478261,0.0536051091233214,1.12418545062728
"Gorbea","2020","4","4","Galium saxatila",0.125,0,1,-0.77445672206359
"Gorbea","2020","4","4","Polygala vulgaris",0.125,0.104347826086957,0.522878745280338,0.362542772256972
"Gorbea","2020","4","4","Potentilla erecta",0.5,0.417391304347826,0.426777749594816,1.22493176738656
"Gorbea","2020","4","4","Ranunculus sp.",0.125,0,1,-0.924244755654777
"Gorbea","2020","4","4","Taraxacum sp.",0.125,0,1,-0.758117772654354
"Gorbea","2020","4","4","Veronica officinalis",0.25,0.173913043478261,0.28466400565961,0.562433280336581
"Gorbea","2020","4","5","Bellis perennis",0.166666666666667,0.0625,0.0516190490443243,0.202371812328458
"Gorbea","2020","4","5","Galium saxatila",0.166666666666667,0.0416666666666667,0,0.482864063314653
"Gorbea","2020","4","5","Polygala vulgaris",0.166666666666667,0.0625,0.0516190490443243,0.305962887518493
"Gorbea","2020","4","5","Potentilla erecta",0.666666666666667,0.558043875685558,0.0611972866344241,1.36711776084818
"Gorbea","2020","4","5","Ranunculus sp.",0.5,0.0914634146341463,0.164303654507179,1.38154997634246
"Gorbea","2020","4","5","Taraxacum sp.",0.166666666666667,0.0208333333333333,0,0.409184123414643
"Gorbea","2020","4","5","Veronica officinalis",0.666666666666667,0.324909747292419,0.0579067300604502,1.47242604015087
"Gorbea","2020","4","6","Bellis perennis",0.166666666666667,0.148148148148148,0,-0.596496869649817
"Gorbea","2020","4","6","Erica cinerea",0.333333333333333,0,0.826727124435647,-0.529877896035741
"Gorbea","2020","4","6","Jasione sp.",0.166666666666667,0,0.804271338064208,-0.344144411351467
"Gorbea","2020","4","6","Potentilla erecta",0.166666666666667,0.296296296296296,0.273942318508067,-0.649021337760864
"Gorbea","2020","4","6","Ranunculus sp.",0.166666666666667,0.148148148148148,0,-0.667037654993617
"Gorbea","2020","4","6","Taraxacum sp.",0.666666666666667,0.740740740740741,0.613815892267075,0.129098258136107
"Gorbea","2020","4","7","Erica cinerea",0.428571428571429,0,0.886454770081691,0.153671475391823
"Gorbea","2020","4","7","Erica tetralix",0.142857142857143,0,1,-0.903447705739574
"Gorbea","2020","4","7","Erica vagans",0.142857142857143,0.113590263691684,0.744041975190184,-0.116652532330914
"Gorbea","2020","4","7","Jasione sp.",0.142857142857143,0,0.488083950380369,0.602734189094298
"Gorbea","2020","4","7","Potentilla erecta",0.428571428571429,0.219607843137255,0.762896318154298,0.722404298013516
"Gorbea","2020","4","7","Sedum anglicum",0.142857142857143,0.0784313725490196,0,-0.151171798304423
"Gorbea","2020","4","8","Bellis perennis",0.111111111111111,0.165289256198347,0.541843090008674,0.259458287426636
"Gorbea","2020","4","8","Erica cinerea",0.333333333333333,0,0.896627479151061,0.00844346834704388
"Gorbea","2020","4","8","Jasione sp.",0.111111111111111,0.13986013986014,0.710935173682112,-0.468641602715035
"Gorbea","2020","4","8","Potentilla erecta",0.222222222222222,0.12987012987013,0.874135544561899,-0.439952490477156
"Gorbea","2020","4","8","Prunella grandiflora",0.111111111111111,0,0.710935173682112,0.696353395474329
"Gorbea","2020","4","8","Ranunculus sp.",0.111111111111111,0.165289256198347,0.541843090008674,0.1629326053073
"Gorbea","2020","4","8","Taraxacum sp.",0.444444444444444,0.25974025974026,0.611847813397186,1.55281915581805
"Gorbea","2020","4","8","Trifolium repens",0.111111111111111,0,1,-0.571899511454545
"Gorbea","2020","5","2","Pedicularis sylvatica subsp. sylvatica",0.285714285714286,0,1,-0.748408790988241
"Gorbea","2020","5","2","Potentilla erecta",0.428571428571429,0.0192307692307692,0.563387771830696,0.217571326884063
"Gorbea","2020","5","2","Scilla verna",0.285714285714286,1.98076923076923,0.829110046684696,0.16683720800024
"Gorbea","2020","5","2","Taraxacum sp.",0.142857142857143,0,1,-0.915219629868541
"Gorbea","2020","5","4","Daboecia cantabrica",0.0833333333333333,0,1,-1.42331745573067
"Gorbea","2020","5","4","Potentilla erecta",0.583333333333333,1,0.781850300103298,0.665226718442678
"Gorbea","2020","5","4","Ranunculus sp.",0.0833333333333333,0,1,-1.4870924889168
"Gorbea","2020","5","4","Scorzonera humilis",0.416666666666667,1,0.818044690933852,0.555502024806996
"Gorbea","2020","5","5","Daboecia cantabrica",0.166666666666667,0.0615384615384615,0.655786957767474,-0.695896365054591
"Gorbea","2020","5","5","Pedicularis sylvatica subsp. sylvatica",0.0833333333333333,0,1,-1.26026219074901
"Gorbea","2020","5","5","Potentilla erecta",0.833333333333333,0.375757575757576,0.277969146292413,1.57020834695958
"Gorbea","2020","5","5","Ranunculus sp.",0.166666666666667,0.112217194570136,0.52262717609308,0.019339767049114
"Gorbea","2020","5","5","Scorzonera humilis",0.25,0.16,0,0.319983807172306
"Gorbea","2020","5","6","Erica cinerea",0.333333333333333,1,0.684535123214271,0.926907554114538
"Gorbea","2020","5","6","Erica tetralix",0.666666666666667,1,0.769577289690815,0.281410588272579
"Gorbea","2020","5","6","Potentilla erecta",0.333333333333333,0,1,-0.824865873858034
"Gorbea","2020","5","7","Erica cinerea",0.666666666666667,0.333333333333333,0.0577399298514349,0.592132863732581
"Gorbea","2020","5","7","Erica tetralix",0.333333333333333,0,1,-0.805207483729265
"Gorbea","2020","5","7","Narthecium ossifragum",0.333333333333333,0.166666666666667,0,-0.0430844698935591
"Gorbea","2020","5","7","Potentilla erecta",0.333333333333333,0.666666666666667,0.057739929851435,-0.272701841457143
"Gorbea","2020","5","7","Ranunculus sp.",0.333333333333333,0.166666666666667,0,0.0170267548063428
"Gorbea","2020","5","8","Daboecia cantabrica",0.166666666666667,0,1,-0.865559471150536
"Gorbea","2020","5","8","Erica cinerea",0.833333333333333,0.290909090909091,0.316399783384157,0.964949653106548
"Gorbea","2020","5","8","Potentilla erecta",0.166666666666667,0.290909090909091,0.766014999711538,0.202001161468205
"Gorbea","2020","5","8","Ulex gallii",0.166666666666667,0.242424242424242,0.472640767885182,0.160873076782137
"Gorbea","2020","1","1","Bellis perennis",0.333333333333333,0.0447761194029851,0.375,0.0413869289445298
"Gorbea","2020","1","1","Helleborus viridis subsp. occidentalis",0.333333333333333,0.276245889198077,0.0942385878689453,0.464041138880178
"Gorbea","2020","1","1","Hutchinsia alpina",0.166666666666667,0,1,-0.551165371551952
"Gorbea","2020","1","1","Scilla verna",0.166666666666667,0,1,-0.673859050150812
"Gorbea","2020","1","1","Taraxacum sp.",0.5,1.18614474795832,0.282405320773757,0.686929182184747
"Gorbea","2020","1","2","Bellis perennis",0.25,0.233766233766234,0.455407673715638,-0.409770345709764
"Gorbea","2020","1","2","Lotus corniculatus",0.125,0,1,-0.92489760206364
"Gorbea","2020","1","2","Potentilla erecta",0.375,0.151260504201681,0.714285714285714,-0.443042688825521
"Gorbea","2020","1","2","Potentilla montana",0.125,0.0952380952380952,0.666666666666667,-0.79690128717584
"Gorbea","2020","1","2","Ranunculus sp.",0.125,0,1,-1.01163254811613
"Gorbea","2020","1","2","Taraxacum sp.",0.25,0.171428571428571,0.166666666666667,-0.96228940464151
"Gorbea","2020","1","2","Vicia pyrenaica",0.125,0,1,-1.05942187865272
"Gorbea","2020","1","3","Bellis perennis",0.2,0.189875015780836,0.0876669539365018,-0.152953656017903
"Gorbea","2020","1","3","Erysimum gorbeanum",0.1,0,1,-1.21983530231059
"Gorbea","2020","1","3","Geranium robertianum",0.1,0.00845555901735677,0.567879908973498,-0.756107735447995
"Gorbea","2020","1","3","Hutchinsia alpina",0.2,0.0163432073544433,0.260543559170689,-0.21566777856999
"Gorbea","2020","1","3","Ranunculus sp.",0.4,0.0312652662432829,0.321672795866398,0.479291748095553
"Gorbea","2020","1","3","Scilla verna",0.2,0.0163432073544433,0.260543559170689,-0.117509377424802
"Gorbea","2020","1","3","Taraxacum sp.",0.2,0.236175369024014,0.0942676294705033,0.188258297617158
"Gorbea","2020","1","3","Veronica sp.",0.1,0.00836164097204076,0,1.35687096355354
"Gorbea","2020","1","3","Vicia pyrenaica",0.1,0,1,-0.89155203681935
"Gorbea","2020","1","4","Bellis perennis",0.2,0.0819840131174421,0.238509055319333,0.632514770973315
"Gorbea","2020","1","4","Erysimum gorbeanum",0.0666666666666667,0,1,-1.47990753406955
"Gorbea","2020","1","4","Hutchinsia alpina",0.0666666666666667,0.019047619047619,0,-0.0791811114078859
"Gorbea","2020","1","4","Pinguicula grandiflora",0.0666666666666667,0.0208550573514077,0.819968673343307,-0.294317828297343
"Gorbea","2020","1","4","Ranunculus sp.",0.4,0.0773020083364911,0.216718285911886,0.353350584690263
"Gorbea","2020","1","4","Taraxacum sp.",0.466666666666667,0.060790273556231,0.286649836388846,0.923465431059065
"Gorbea","2020","1","4","Vicia pyrenaica",0.133333333333333,0,1,-1.37734102245654
"Gorbea","2020","1","5","Bellis perennis",0.25,0.103245306260783,0.167904143346002,1.79728910374293
"Gorbea","2020","1","5","Erysimum gorbeanum",0.0416666666666667,0,1,-1.21247290984608
"Gorbea","2020","1","5","Euphrasia sp.",0.0416666666666667,0.00359750744127283,0,0.724441392799341
"Gorbea","2020","1","5","Geranium robertianum",0.166666666666667,0.00365377749657898,0.917863975018975,-0.485251772575077
"Gorbea","2020","1","5","Hutchinsia alpina",0.0833333333333333,0.00693570391849428,0.317638373659175,0.765370604563095
"Gorbea","2020","1","5","Linaria propinqua",0.0833333333333333,0.00359750744127283,0.429452892918195,0.522435999583899
"Gorbea","2020","1","5","Medicago lupulina",0.166666666666667,0.0461566992465194,0.125208777045936,0.55776384169785
"Gorbea","2020","1","5","Pilosella officinarum",0.0416666666666667,0.010192937750273,0,0.627783192251325
"Gorbea","2020","1","5","Polygala vulgaris",0.0416666666666667,0.00359750744127283,0,0.884498870864195
"Gorbea","2020","1","5","Potentilla montana",0.0416666666666667,0.00359750744127283,0,0.855974411796032
"Gorbea","2020","1","5","Ranunculus sp.",0.458333333333333,0.0828479435090471,0.0852521868762017,2.94992488195954
"Gorbea","2020","1","5","Taraxacum sp.",0.0833333333333333,0.010192937750273,0.198865704386756,0.588036667512928
"Gorbea","2020","1","5","Thymus praecox subsp. polytrichus",0.0833333333333333,0.00698944302875864,0.273360249126,0.275117212802599
"Gorbea","2020","1","5","Vicia pyrenaica",0.0833333333333333,0,1,-1.11698079642339
"Gorbea","2020","1","7","Bellis perennis",0.230769230769231,0.15098126589104,0.539641425452688,0.180293896160495
"Gorbea","2020","1","7","Euphrasia sp.",0.153846153846154,0.061220306557041,0.46994939760707,-0.0346640718239401
"Gorbea","2020","1","7","Linaria propinqua",0.0769230769230769,0,1,-0.992436448299565
"Gorbea","2020","1","7","Lotus corniculatus",0.0769230769230769,0,1,-0.882678300487092
"Gorbea","2020","1","7","Medicago lupulina",0.153846153846154,0.0433975362857004,0.470021136606195,0.0825609081912128
"Gorbea","2020","1","7","Plantago sp.",0.153846153846154,0.0369318363970942,0.376895831855709,-0.243488442771761
"Gorbea","2020","1","7","Ranunculus sp.",0.230769230769231,0.145531226983405,0.757489713091729,0.439059805308433
"Gorbea","2020","1","7","Taraxacum sp.",0.0769230769230769,0.0217736918504182,0,-0.445506204153477
"Gorbea","2020","1","7","Teucrium pyrenaicum L. subsp. pyrenaicum",0.0769230769230769,0,1,-0.987343893165602
"Gorbea","2020","1","7","Thymus praecox subsp. polytrichus",0.461538461538462,0.128644857874871,0.298285913467878,2.01375080534245
"Gorbea","2020","1","7","Trifolium repens",0.0769230769230769,0.039745244026138,0.665611974839696,-0.606317557607286
"Gorbea","2020","1","8","Bellis perennis",0.1875,0.0860979793331381,0.435781056159545,0.0588100278462663
"Gorbea","2020","1","8","Dianthus hyssopifolius subsp. Hyssopifolius",0.125,0.0258833413406514,0.792648833079647,-1.10942288466117
"Gorbea","2020","1","8","Eryngium bourgatii",0.125,0.0265778156599899,0.632730541710997,-0.150916797224422
"Gorbea","2020","1","8","Euphrasia sp.",0.0625,0.027059364933272,0,0.203503194080621
"Gorbea","2020","1","8","Geranium robertianum",0.0625,0,1,-1.0082769107999
"Gorbea","2020","1","8","Lotus corniculatus",0.125,0.0442660609658519,0.561298451283766,-0.881973753902783
"Gorbea","2020","1","8","Medicago lupulina",0.0625,0.0630360205831904,0.287543058600751,0.358729841565673
"Gorbea","2020","1","8","Plantago sp.",0.0625,0.0265778156599899,0.350439234429057,0.373923304860039
"Gorbea","2020","1","8","Prunella vulgaris",0.1875,0.0425676262653423,0.283159337596025,-0.409669033684766
"Gorbea","2020","1","8","Ranunculus sp.",0.1875,0.0375533739644539,0.339130123609417,0.889792822302188
"Gorbea","2020","1","8","Taraxacum sp.",0.0625,0.027059364933272,0,0.45473275866192
"Gorbea","2020","1","8","Teucrium pyrenaicum L. subsp. pyrenaicum",0.25,0.0632413496404646,0.390828096422254,1.41698642913908
"Gorbea","2020","1","8","Thymus praecox subsp. polytrichus",0.5625,0.0756628773952558,0.214050480641392,2.11853584174268
"Gorbea","2020","1","8","Trifolium pratense",0.125,0.0306958013274666,0.400176771136208,-1.00916543699497
"Gorbea","2020","1","8","Trifolium repens",0.125,0.036805866046678,0.294555354142831,-0.13094827427112
"Gorbea","2020","3","4","Bellis perennis",0.25,0.172839506172839,0.351693902427511,0.210371111039744
"Gorbea","2020","3","4","Lotus corniculatus",0.125,0,1,-1.13478672882217
"Gorbea","2020","3","4","Polygala vulgaris",0.125,0.103703703703704,0,0.718973385512288
"Gorbea","2020","3","4","Potentilla erecta",0.375,0.207407407407407,0.22105705434887,0.522320153445482
"Gorbea","2020","3","4","Potentilla montana",0.125,0.148148148148148,0.744834335884253,-0.564342522332261
"Gorbea","2020","3","4","Ranunculus sp.",0.5,0.222222222222222,0.427499524007883,0.376789700991725
"Gorbea","2020","3","5","Bellis perennis",0.538461538461538,0.644413686548428,0.209550065597053,1.03985953657044
"Gorbea","2020","3","5","Lotus corniculatus",0.153846153846154,0.0531914893617021,0.349485002168009,-0.0557612628841417
"Gorbea","2020","3","5","Pilosella officinarum",0.230769230769231,0.0531914893617021,0.5,-0.19346585160064
"Gorbea","2020","3","5","Ranunculus sp.",0.307692307692308,0.382978723404255,0.11986055147048,0.705917578348489
"Gorbea","2020","3","5","Teucrium pyrenaicum L. subsp. pyrenaicum",0.0769230769230769,0,1,-1.62296291677143
"Gorbea","2020","3","5","Thymus praecox subsp. polytrichus",0.230769230769231,0.11968085106383,0.0852588911691985,-0.193585534926005
"Gorbea","2020","3","5","Trifolium repens",0.0769230769230769,0,1,-1.45202589999038
"Gorbea","2020","3","6","Bellis perennis",0.125,0.178571428571429,0,-0.780419999666891
"Gorbea","2020","3","6","Lotus corniculatus",0.5,0,0.599897401798625,-0.46511606424383
"Gorbea","2020","3","6","Medicago lupulina",0.125,0.178571428571429,0,-0.791993125422853
"Gorbea","2020","3","6","Plantago sp.",0.125,0,1,-0.80419298141416
"Gorbea","2020","3","6","Potentilla erecta",0.125,0.535714285714286,0.485617662352139,-0.817059037066025
"Gorbea","2020","3","6","Prunella grandiflora",0.25,0,0.238316430834131,-0.570154391482396
"Gorbea","2020","3","6","Taraxacum sp.",0.125,0.178571428571429,0,-0.8357413065806
"Gorbea","2020","3","6","Teucrium pyrenaicum L. subsp. pyrenaicum",0.125,0.178571428571429,0,-0.90413875758223
"Gorbea","2020","3","6","Trifolium pratense",0.375,0,0.510796215699773,-0.35509779330318
"Gorbea","2020","3","6","Trifolium repens",0.25,0,0.743295194634906,-0.28226481212712
"Gorbea","2020","3","7","Bellis perennis",0.0588235294117647,0.0450474183350896,0.113189206415485,1.2621230724387
"Gorbea","2020","3","7","Daboecia cantabrica",0.0588235294117647,0.0212845407020164,0.401895995498156,0.0717449899163502
"Gorbea","2020","3","7","Dianthus hyssopifolius subsp. Hyssopifolius",0.0588235294117647,0,1,-0.983959183090214
"Gorbea","2020","3","7","Galium saxatila",0.0588235294117647,0.020747391409852,0.768621786840241,-1.16610301906137
"Gorbea","2020","3","7","Lotus corniculatus",0.235294117647059,0.0488083345226202,0.570347170585075,-0.59999793715825
"Gorbea","2020","3","7","Plantago sp.",0.117647058823529,0.0788599889319314,0.378886371820193,0.311239306080941
"Gorbea","2020","3","7","Potentilla erecta",0.0588235294117647,0.068154643284177,0.250915043466184,1.39110009339973
"Gorbea","2020","3","7","Prunella grandiflora",0.352941176470588,0.0525733259546209,0.455160784577106,1.34415153065175
"Gorbea","2020","3","7","Ranunculus sp.",0.176470588235294,0.0352650030934213,0.413813765001586,1.10026543389903
"Gorbea","2020","3","7","Taraxacum sp.",0.294117647058824,0.0726731831704207,0.411087521254253,1.13565027663301
"Gorbea","2020","3","7","Thymus praecox subsp. polytrichus",0.117647058823529,0.0480067377877597,0.241441295004759,0.594777785223655
"Gorbea","2020","3","7","Trifolium pratense",0.352941176470588,0.0464800217450394,0.166900931289738,1.31834841410097
"Gorbea","2020","3","7","Trifolium repens",0.235294117647059,0.0402997737556561,0.323439788225827,-0.46709136514965
