"Site","Year","Bosque","Periodo","Species","Degree","Specialization","Closeness","nestedcontribution"
"Gorbea","2020","3","8","Achillea millefolium",0.214285714285714,0.0354609929078014,0.857142857142857,-0.370923368643198
"Gorbea","2020","3","8","Bellis perennis",0.0714285714285714,0.0350877192982456,0,1.0887071729409
"Gorbea","2020","3","8","Erica vagans",0.142857142857143,0.0374531835205993,0.683007499855769,0.459140687153873
"Gorbea","2020","3","8","Lotus corniculatus",0.0714285714285714,0.0256410256410256,0.666666666666667,0.00479825453168136
"Gorbea","2020","3","8","Plantago sp.",0.142857142857143,0.0350877192982456,0.571428571428571,0.0362389001034108
"Gorbea","2020","3","8","Potentilla erecta",0.0714285714285714,0,0.666666666666667,-0.78516563643983
"Gorbea","2020","3","8","Prunella grandiflora",0.214285714285714,0.037037037037037,0.641895536497917,1.07487773743105
"Gorbea","2020","3","8","Ranunculus sp.",0.0714285714285714,0,0.666666666666667,-0.85771586880786
"Gorbea","2020","3","8","Teucrium pyrenaicum L. subsp. pyrenaicum",0.0714285714285714,0.0374531835205993,0.471679166426281,0.622739510754839
"Gorbea","2020","3","8","Thymus praecox subsp. polytrichus",0.142857142857143,0.0617283950617284,0.606948164379234,0.148755312801414
"Gorbea","2020","3","8","Trifolium pratense",0.428571428571429,0.0617283950617284,0.635148033534681,1.72510312146309
"Gorbea","2020","3","8","Trifolium repens",0.0714285714285714,0.0466200466200466,0.766014999711538,-0.581434574255012
"Gorbea","2021","2","1","Anemone nemorosa",0.2,0,1,-0.677785619052619
"Gorbea","2021","2","1","Bellis perennis",0.6,0.380952380952381,0.115771782604519,0.956495537756499
"Gorbea","2021","2","1","Helleborus viridis subsp. occidentalis",0.2,0,1,-0.739683131614994
"Gorbea","2021","2","1","Potentilla montana",0.2,0.489795918367347,0.652684652186442,0.137618496658968
"Gorbea","2021","2","1","Ranunculus ficaria",0.2,0.19047619047619,0.207518749639422,-0.107363241448449
"Gorbea","2021","2","2","Bellis perennis",0.333333333333333,1.11111111111111,0.263237633892793,0.207880770921862
"Gorbea","2021","2","2","Potentilla sterilis",0.166666666666667,0,1,-1.21363261613818
"Gorbea","2021","2","2","Taraxacum sp.",0.666666666666667,0.888888888888889,0.176065637090733,0.231501952840008
"Gorbea","2021","2","3","Bellis perennis",0.5,NA,1,-2.42829074322759
"Gorbea","2021","2","3","Taraxacum sp.",0.5,NA,1,-2.11618526565526
"Gorbea","2021","2","4","Bellis perennis",0.5,0.177777777777778,0.863270885111622,-0.387362778832816
"Gorbea","2021","2","4","Pedicularis sylvatica subsp. sylvatica",0.125,0.253968253968254,0.63915119328547,-0.63230879611548
"Gorbea","2021","2","4","Taraxacum sp.",0.625,0.355555555555556,0.680293573668202,0.745406072924483
"Gorbea","2021","2","4","Viola riviniana",0.125,0.253968253968254,0.63915119328547,-0.655640549997
"Gorbea","2021","2","5","Bellis perennis",0.111111111111111,NA,1,-1.16105523889693
"Gorbea","2021","2","5","Cardamine pratensis",0.333333333333333,NA,1,-1.26603516506328
"Gorbea","2021","2","5","Potentilla sterilis",0.111111111111111,NA,1,-1.44148947221393
"Gorbea","2021","2","5","Ranunculus repens",0.222222222222222,NA,1,-1.23761321821998
"Gorbea","2021","2","5","Taraxacum sp.",0.222222222222222,NA,1,-0.955535829566209
"Gorbea","2021","2","6","Bellis perennis",0.416666666666667,0.0862004394118641,0.493193937784734,1.30274099184381
"Gorbea","2021","2","6","Lotus corniculatus",0.0833333333333333,0,1,-0.652360896996983
"Gorbea","2021","2","6","Myosotis lamottiana",0.166666666666667,0.0380217660834826,0.230829057983115,0.229042824941675
"Gorbea","2021","2","6","Pedicularis sylvatica subsp. sylvatica",0.0833333333333333,0.0163286464070498,0.129663981267384,0.347593658601973
"Gorbea","2021","2","6","Pilosella officinarum",0.0833333333333333,0,0.713054273070455,-0.809491404792032
"Gorbea","2021","2","6","Plantago sp.",0.0833333333333333,0.0163286464070498,0.129663981267384,0.467657388240512
"Gorbea","2021","2","6","Ranunculus repens",0.666666666666667,0.0553386100422964,0.397392575802623,2.31058095402861
"Gorbea","2021","2","6","Taraxacum sp.",0.0833333333333333,0,0.713054273070455,-0.720458518568334
"Gorbea","2021","2","6","Trifolium repens",0.0833333333333333,0.0170249764276336,0.81895740321996,-0.333228682320885
"Gorbea","2021","2","6","Veronica officinalis",0.0833333333333333,0,0.713054273070455,-0.726500243662135
"Gorbea","2021","3","1","Lathyrus linifolius",0.75,1,0.598429860057798,0.292123466737745
"Gorbea","2021","3","1","Potentilla montana",0.25,1,0.5,0.684684455119312
"Gorbea","2021","3","1","Scilla verna",0.25,0,1,-0.8741776782862
"Gorbea","2021","3","2","Lathyrus linifolius",0.333333333333333,NA,NA,-1.00191877375032
"Gorbea","2021","3","2","Scilla verna",0.666666666666667,NA,NA,-0.913933112783925
"Gorbea","2021","3","3","Bellis perennis",0.428571428571429,0.205128205128205,0.421570550852573,0.525248709784981
"Gorbea","2021","3","3","Lathyrus linifolius",0.142857142857143,0,1,-1.22442069114697
"Gorbea","2021","3","3","Potentilla erecta",0.285714285714286,0.380090497737557,0.204283105208348,0.96587272805024
"Gorbea","2021","3","3","Potentilla montana",0.571428571428571,0.461538461538462,0.0999235437404085,0.611067839239348
"Gorbea","2021","3","3","Ranunculus repens",0.142857142857143,0.205128205128205,0.186210703646724,1.22811023661378
"Gorbea","2021","3","4","Bellis perennis",0.571428571428571,0.142901330034024,0.183094904901248,0.645408356087758
"Gorbea","2021","3","4","Lathyrus linifolius",0.142857142857143,0,1,-0.924277508530878
"Gorbea","2021","3","4","Pilosella officinarum",0.142857142857143,0.0935192780968006,0.840216267316361,-1.20899924980464
"Gorbea","2021","3","4","Potentilla erecta",0.142857142857143,0.0528301886792453,0.25,0.270136569673518
"Gorbea","2021","3","4","Potentilla montana",0.142857142857143,0.113207547169811,0.588728727926402,0.149094132158073
"Gorbea","2021","3","4","Ranunculus repens",0.714285714285714,0.14477503628447,0.311755324300946,1.52357380234329
"Gorbea","2021","3","5","Bellis perennis",0.363636363636364,0.204499528492523,0.624667711559024,0.881019281378313
"Gorbea","2021","3","5","Helianthemum nummularium",0.0909090909090909,0.0491452991452991,0,0.0999339055663598
"Gorbea","2021","3","5","Hippocrepis comosa",0.0909090909090909,0,1,-1.01052182978023
"Gorbea","2021","3","5","Lathyrus linifolius",0.0909090909090909,0,0.61223806496151,-0.934832579102389
"Gorbea","2021","3","5","Lotus corniculatus",0.0909090909090909,0.0491452991452991,0,0.0470859831381746
"Gorbea","2021","3","5","Pedicularis sylvatica subsp. sylvatica",0.0909090909090909,0,0.830318212662808,-1.03650894825892
"Gorbea","2021","3","5","Pilosella officinarum",0.0909090909090909,0.0491452991452991,0,-0.157157158619016
"Gorbea","2021","3","5","Potentilla erecta",0.272727272727273,0.118728246842126,0,0.892077347562196
"Gorbea","2021","3","5","Potentilla montana",0.0909090909090909,0.0475154550434306,0.313179096400337,-0.717315663284378
"Gorbea","2021","3","5","Ranunculus repens",0.545454545454545,0.501345352462918,0.347826434259483,1.41188628135385
"Gorbea","2021","3","5","Thymus praecox subsp. polytrichus",0.0909090909090909,0.0491452991452991,0,-0.00221302889482736
"Gorbea","2021","3","5","Vicia pyrenaica",0.0909090909090909,0,1,-0.882846545786952
"Gorbea","2021","3","6","Bellis perennis",0.333333333333333,0.119487908961593,0.439845382108605,0.536860210206845
"Gorbea","2021","3","6","Helianthemum nummularium",0.0666666666666667,0.0493537015276146,0.583710336134201,0.288213522634788
"Gorbea","2021","3","6","Lotus corniculatus",0.0666666666666667,0,1,-1.11815721427374
"Gorbea","2021","3","6","Medicago lupulina",0.0666666666666667,0.0638228590035819,0.583710336134201,-0.680510695756158
"Gorbea","2021","3","6","Potentilla erecta",0.0666666666666667,0,1,-0.901846421681236
"Gorbea","2021","3","6","Potentilla montana",0.0666666666666667,0.0504504504504505,0,-0.0190548926156146
"Gorbea","2021","3","6","Prunella grandiflora",0.2,0,0.861104790314909,-0.0636100379453055
"Gorbea","2021","3","6","Ranunculus repens",0.333333333333333,0.129202373104812,0.434531006119433,0.817094347194635
"Gorbea","2021","3","6","Thymus praecox subsp. polytrichus",0.0666666666666667,0.0638228590035819,0.583710336134201,-0.776336063661328
"Gorbea","2021","3","6","Trifolium repens",0.133333333333333,0,0.861104790314909,0.106406987799419
"Gorbea","2021","3","7","Bellis perennis",0.0769230769230769,0,1,-0.939016894987252
"Gorbea","2021","3","7","Helianthemum nummularium",0.153846153846154,0.0590909090909091,0.366014999711538,-0.130830632696817
"Gorbea","2021","3","7","Lotus corniculatus",0.307692307692308,0.0286764705882353,0.921598681303117,-0.341516728841602
"Gorbea","2021","3","7","Pilosella officinarum",0.230769230769231,0.05,0.392555386676547,0.917932626461655
"Gorbea","2021","3","7","Potentilla erecta",0.0769230769230769,0.0609375,0.355332320059283,0.319741887422107
"Gorbea","2021","3","7","Prunella grandiflora",0.307692307692308,0.0672413793103448,0.615076288544517,0.31427797118148
"Gorbea","2021","3","7","Ranunculus ficaria",0.0769230769230769,0.040625,0,0.150591335659927
"Gorbea","2021","3","7","Ranunculus repens",0.153846153846154,0.0722222222222222,0.286397978252132,1.04360441015844
"Gorbea","2021","3","7","Trifolium pratense",0.153846153846154,0.0464285714285714,0.822333839970358,-0.695540228368925
"Gorbea","2021","3","7","Trifolium repens",0.153846153846154,0.0414893617021277,0.483007499855769,0.0113305771888833
"Gorbea","2021","1","1","Bellis perennis",0.166666666666667,0.116883116883117,0.287585625783956,-0.322465507427062
"Gorbea","2021","1","1","Helleborus viridis subsp. occidentalis",0.333333333333333,0.122448979591837,0.801315421306442,-0.430170860716871
"Gorbea","2021","1","1","Ranunculus ficaria",0.166666666666667,0.111801242236025,0,-0.229988201851953
"Gorbea","2021","1","1","Taraxacum sp.",0.833333333333333,0.428571428571429,0.465296583657709,1.75568417233476
"Gorbea","2021","1","2","Bellis perennis",0.125,0,1,-1.69970313347396
"Gorbea","2021","1","2","Helleborus viridis subsp. occidentalis",0.25,0.25,0.171855509242725,-0.53693693999346
"Gorbea","2021","1","2","Taraxacum sp.",0.75,1.75,0.448942628532088,0.33045033597846
"Gorbea","2021","1","3","Bellis perennis",0.363636363636364,0.2,0.817614504527742,0.239922183376947
"Gorbea","2021","1","3","Erysimum gorbeanum",0.0909090909090909,0,1,-0.987234667549976
"Gorbea","2021","1","3","Hutchinsia alpina",0.0909090909090909,0.2,0.744041975190184,0.20934716498531
"Gorbea","2021","1","3","Primula elatior",0.0909090909090909,0,1,-0.967540880834485
"Gorbea","2021","1","3","Scilla verna",0.181818181818182,0.2,0.661412384802437,0.0547417271116989
"Gorbea","2021","1","3","Taraxacum sp.",0.363636363636364,0.4,0.742106089788094,0.708229885956638
"Gorbea","2021","1","3","Viola riviniana",0.0909090909090909,0,1,-1.23566402612893
"Gorbea","2021","1","4","Bellis perennis",0.285714285714286,0,0.882418602747934,0.141696942980558
"Gorbea","2021","1","4","Erinus alpinus",0.0476190476190476,0.5,0.61223806496151,-0.681241881390343
"Gorbea","2021","1","4","Erysimum gorbeanum",0.19047619047619,0,0.794596140550623,-0.41869597730063
"Gorbea","2021","1","4","Ranunculus repens",0.0476190476190476,0,1,-1.49120052196588
"Gorbea","2021","1","4","Scilla verna",0.0952380952380952,0,1,-1.62665751559448
"Gorbea","2021","1","4","Taraxacum sp.",0.142857142857143,0,0.951209898161251,-0.520300883828869
"Gorbea","2021","1","4","Veronica sp.",0.0952380952380952,0.5,0.770122640636591,-0.553279896558936
"Gorbea","2021","1","4","Vicia pyrenaica",0.285714285714286,0.5,0.92175406751767,-0.15060483445046
"Gorbea","2021","1","5","Bellis perennis",0.4,0.0532128514056225,0.839192320566233,0.436255210014256
"Gorbea","2021","1","5","Erysimum gorbeanum",0.1,0.0342422320862397,0.554881260846844,0.292780439605116
"Gorbea","2021","1","5","Geranium robertianum",0.1,0.0342422320862397,0.554881260846844,0.196700814896283
"Gorbea","2021","1","5","Ranunculus repens",0.3,0.0813253012048193,0.67843203684397,1.22973249263679
"Gorbea","2021","1","5","Taraxacum sp.",0.4,0.0464716006884682,0.39962639055175,1.27951770191774
"Gorbea","2021","1","5","Vicia pyrenaica",0.3,0.0867469879518072,0.929897393409009,0.0914817738322393
"Gorbea","2021","1","6","Bellis perennis",0.454545454545455,0.787256820909887,0.638274081760172,0.757761899567522
"Gorbea","2021","1","6","Geranium robertianum",0.0909090909090909,0,1,-1.10326772637807
"Gorbea","2021","1","6","Hutchinsia alpina",0.0909090909090909,0.0303564168586529,0,-0.14399134743778
"Gorbea","2021","1","6","Medicago lupulina",0.0909090909090909,0.0303564168586529,0,-0.263994832408875
"Gorbea","2021","1","6","Pilosella officinarum",0.0909090909090909,0.0602852785502826,0.199807071848241,-0.250682754574358
"Gorbea","2021","1","6","Ranunculus repens",0.454545454545455,0.083756440566036,0.571558477032176,-0.378693379881937
"Gorbea","2021","1","6","Taraxacum sp.",0.272727272727273,0.0838827040188803,0.506638454465049,0.0889244960067577
"Gorbea","2021","1","6","Vicia pyrenaica",0.181818181818182,0,1,-1.11157415024754
"Gorbea","2021","5","2","Pedicularis sylvatica subsp. sylvatica",0.333333333333333,NA,1,-1.0537387534651
"Gorbea","2021","5","2","Scilla verna",0.666666666666667,NA,1,-0.928619775299318
"Gorbea","2021","5","3","Pedicularis sylvatica subsp. sylvatica",0.142857142857143,0,1,-0.645808762772594
"Gorbea","2021","5","3","Polygala vulgaris",0.142857142857143,0,1,-0.759918401001389
"Gorbea","2021","5","3","Potentilla erecta",0.428571428571429,1,0.5,0.435746125490323
"Gorbea","2021","5","3","Ranunculus repens",0.428571428571429,1,0.5,0.333827517500896
"Gorbea","2021","5","3","Scilla verna",0.142857142857143,0,1,-0.696578141496578
"Gorbea","2021","5","4","Pedicularis sylvatica subsp. sylvatica",0.25,0,1,-1.02762508473514
"Gorbea","2021","5","4","Potentilla erecta",0.5,0.3,0,-1.15698947432422
"Gorbea","2021","5","4","Ranunculus repens",0.5,0.9,0.357524458920352,-1.38391806666046
"Gorbea","2021","5","4","Scilla verna",0.25,0,1,-0.987767675439823
"Gorbea","2021","5","4","Scorzonera humilis",0.5,0.3,0,-1.24351828193128
"Gorbea","2021","5","5","Bellis perennis",0.5,1.84615384615385,0.853313819651866,-0.202292309677451
"Gorbea","2021","5","5","Myosotis lamottiana",0.125,0.153846153846154,0,0.0692688105075445
"Gorbea","2021","5","5","Ranunculus repens",0.25,0,1,-1.12949862979389
"Gorbea","2021","5","5","Taraxacum sp.",0.25,0,1,-1.0636168683494
"Gorbea","2021","5","6","Daboecia cantabrica",0.0909090909090909,0.0626959247648903,0.784661720963303,-0.513278033882447
"Gorbea","2021","5","6","Potentilla erecta",0.363636363636364,0.126436781609195,0.553002860437239,-0.375754971368971
"Gorbea","2021","5","6","Scorzonera humilis",0.818181818181818,0.114942528735632,0.226859487957081,1.56086085489484
"Gorbea","2021","5","7","Daboecia cantabrica",0.25,0.333333333333333,0,0.685066063684069
"Gorbea","2021","5","7","Erica cinerea",0.25,0,0.72105705434887,0.494336851624068
"Gorbea","2021","5","7","Erica tetralix",0.5,0,0.837923475606878,0.36141001627989
"Gorbea","2021","5","7","Potentilla erecta",0.5,1.66666666666667,0.606218234940774,0.109230922735872
"Gorbea","2021","4","1","Scilla verna",0.333333333333333,NA,NA,-1.05388095691209
"Gorbea","2021","4","1","Taraxacum sp.",0.666666666666667,NA,NA,-0.910473777839038
"Gorbea","2021","4","2","Bellis perennis",0.4,0.0758928571428571,0.346007039854221,-0.477331315785195
"Gorbea","2021","4","2","Potentilla erecta",0.2,0.0390625,0.775756175782425,-0.524073776313107
"Gorbea","2021","4","2","Ranunculus repens",0.4,0.0625,0.626389131845393,0.564910127475012
"Gorbea","2021","4","2","Scilla verna",0.6,0.0754310344827586,0.030877808731477,0.596580114711399
"Gorbea","2021","4","2","Taraxacum sp.",0.4,0.04375,0.855467586841056,-0.74300722787066
"Gorbea","2021","4","3","Bellis perennis",0.142857142857143,0.215384615384615,0.5612532771581,-1.54304420449299
"Gorbea","2021","4","3","Polygala vulgaris",0.285714285714286,0,1,-1.44777374510587
"Gorbea","2021","4","3","Potentilla erecta",0.214285714285714,0.0933333333333333,0.761620267058556,-0.930928125891604
"Gorbea","2021","4","3","Ranunculus repens",0.5,0.186666666666667,0.55621937686337,0.0688570584671088
"Gorbea","2021","4","3","Taraxacum sp.",0.0714285714285714,0.112,0.471679166426281,-0.768426097248832
"Gorbea","2021","4","3","Veronica officinalis",0.142857142857143,0.193103448275862,0.581639606624675,-1.28914644703787
"Gorbea","2021","4","4","Bellis perennis",0.285714285714286,0.102915951972556,0.101167188843563,0.43190204498142
"Gorbea","2021","4","4","Galium saxatila",0.285714285714286,0,1,-0.87575691325099
"Gorbea","2021","4","4","Polygala vulgaris",0.142857142857143,0.283018867924528,0.0154891535060871,1.05746368631748
"Gorbea","2021","4","4","Potentilla erecta",0.285714285714286,0.283018867924528,0.0730307443929517,0.250729134092569
"Gorbea","2021","4","4","Ranunculus repens",0.428571428571429,0.246103363412633,0.0584468836395096,0.747733470777348
"Gorbea","2021","4","4","Veronica officinalis",0.285714285714286,0.330188679245283,0.0701675917789071,-0.0532895816601192
"Gorbea","2021","4","5","Erica tetralix",0.222222222222222,0,1,-1.04684922848274
"Gorbea","2021","4","5","Galium saxatila",0.111111111111111,0.149333333333333,0.392555386676547,1.08607178429864
"Gorbea","2021","4","5","Potentilla erecta",0.333333333333333,0.164705882352941,0.267034509488889,0.757952066508314
"Gorbea","2021","4","5","Ranunculus repens",0.222222222222222,0.191090047393365,0.435497478843189,-0.10863468469285
"Gorbea","2021","4","5","Sedum anglicum",0.222222222222222,0.164705882352941,0.340800959856477,0.745055901001934
"Gorbea","2021","4","5","Taraxacum sp.",0.555555555555556,0.307786259541985,0.185922220906599,0.996428656409136
"Gorbea","2022","1","1","Bellis perennis",0.333333333333333,NA,1,-0.503219608282713
"Gorbea","2022","1","1","Potentilla sterilis",0.333333333333333,NA,1,-0.513571787446744
"Gorbea","2022","1","1","Taraxacum officinale",0.333333333333333,NA,1,-0.570558718899071
"Gorbea","2022","1","2","Bellis perennis",0.2,1.75,0.923266738448449,-0.614551270435834
"Gorbea","2022","1","2","Helleborus viridis subsp. occidentalis",0.5,0,0.864324105088629,-0.120445590908133
"Gorbea","2022","1","2","Hutchinsia alpina",0.1,0.25,0.212051394888419,-0.220430806883559
"Gorbea","2022","1","2","Taraxacum officinale",0.2,0,1,-1.23597734950357
"Gorbea","2022","1","2","Vicia pyrenaica",0.1,0,1,-1.1305929620263
"Gorbea","2022","1","2","Viola riviniana",0.1,0,0.175199485203558,0.413210081546157
"Gorbea","2022","1","3","Bellis perennis",0.333333333333333,0.0622222222222222,0.75,-0.918139140743822
"Gorbea","2022","1","3","Helleborus viridis subsp. occidentalis",0.666666666666667,0.155555555555556,0.192486120916167,0.446828706973956
"Gorbea","2022","1","3","Taraxacum officinale",0.666666666666667,0.186666666666667,0.0866317019806238,0.738804775324178
"Gorbea","2022","1","3","Vicia pyrenaica",0.333333333333333,0.056,0,0.456304351542223
"Gorbea","2022","1","3","Viola riviniana",0.333333333333333,0.14,0.029728217522908,0.665312322028023
"Gorbea","2022","1","4","Bellis perennis",0.416666666666667,0.112813095785944,0.487586507718484,0.64860442579731
"Gorbea","2022","1","4","Erysimum gorbeanum",0.0833333333333333,0,1,-0.612903843974313
"Gorbea","2022","1","4","Helleborus viridis subsp. occidentalis",0.25,0.141261696347721,0.647867166180513,0.803407855142601
"Gorbea","2022","1","4","Hutchinsia alpina",0.0833333333333333,0.0274599542334096,0,0.422788437288953
"Gorbea","2022","1","4","Pinguicula grandiflora",0.0833333333333333,0.0274599542334096,0,0.509735885019975
"Gorbea","2022","1","4","Scilla verna",0.166666666666667,0.0444528875379939,0.357325744520506,-0.445767549989928
"Gorbea","2022","1","4","Taraxacum officinale",0.666666666666667,0.126384012962463,0.28869493947545,2.49668048312401
"Gorbea","2022","1","4","Vicia pyrenaica",0.0833333333333333,0.106242905788876,0.617546179147702,0.302386378345275
"Gorbea","2022","1","5","Bellis perennis",0.25,0.197849659567639,0.665853929969757,0.746740089922855
"Gorbea","2022","1","5","Erinus alpinus",0.125,0,0.579543216992229,0.243659861098563
"Gorbea","2022","1","5","Geranium robertianum",0.0625,0.0220747790187401,0.557553321965806,-0.304634192699665
"Gorbea","2022","1","5","Hutchinsia alpina",0.0625,0.024108488196886,0,0.790733985330256
"Gorbea","2022","1","5","Medicago lupulina",0.1875,0.0528968052069237,0.33559449713116,0.862708175090334
"Gorbea","2022","1","5","Ranunculus sp.",0.3125,0.0776916260110671,0.425192493236478,1.55566233551459
"Gorbea","2022","1","5","Taraxacum officinale",0.5,0.124360443350313,0.431106311879797,2.09170936383278
"Gorbea","2022","1","5","Vicia pyrenaica",0.25,0,0.963159476318423,-0.0434540756633466
"Gorbea","2022","1","6"," Thymus praecox subsp. polytrichus",0.153846153846154,0.0695366169072412,0.195680489036586,-1.29763407086276
"Gorbea","2022","1","6","Bellis perennis",0.384615384615385,0.879059735692411,0.406080649351396,0.904584115425956
"Gorbea","2022","1","6","Erinus alpinus",0.0769230769230769,0,0.819968673343307,-1.3043305226977
"Gorbea","2022","1","6","Lotus corniculatus",0.153846153846154,0,0.620225696402536,-0.385666754897017
"Gorbea","2022","1","6","Medicago lupulina",0.230769230769231,0.153256704980843,0.194391220955343,-0.434466829032249
"Gorbea","2022","1","6","Pilosella officinarum",0.0769230769230769,0,0.819968673343307,-1.07061062009569
"Gorbea","2022","1","6","Ranunculus ficaria",0.0769230769230769,0.0246305418719212,0,0.538215574024239
"Gorbea","2022","1","6","Ranunculus sp.",0.461538461538462,0.202820262141875,0.424635876411655,0.380433790835297
"Gorbea","2022","1","6","Vicia pyrenaica",0.153846153846154,0,0.952112559532168,-0.433874404489903
"Gorbea","2022","1","7"," Thymus praecox subsp. polytrichus",0.294117647058824,0.0631631558305593,0.171328223520451,0.316523621205316
"Gorbea","2022","1","7","Bellis perennis",0.588235294117647,0.078396742501756,0.292481866703761,2.01391552371028
"Gorbea","2022","1","7","Cerastium fontanum",0.0588235294117647,0.0119524689119301,0.546532788954023,-1.86118906506188
"Gorbea","2022","1","7","Dianthus hyssopifolius subsp. Hyssopifolius",0.0588235294117647,0.0131155508179037,0.721957852535978,0.335201578610447
"Gorbea","2022","1","7","Galium mollugo",0.117647058823529,0.0328778859844884,0.0537278684448409,0.955049432069674
"Gorbea","2022","1","7","Geranium robertianum",0.117647058823529,0,1,-0.779357663766201
"Gorbea","2022","1","7","Linaria propinqua",0.0588235294117647,0,0.611099311929245,-0.032186162700933
"Gorbea","2022","1","7","Lotus corniculatus",0.176470588235294,0,0.7205569361255,0.513706733788989
"Gorbea","2022","1","7","Medicago lupulina",0.176470588235294,0.0325820456956849,0.381914269136883,-0.369387927273783
"Gorbea","2022","1","7","Plantago sp.",0.0588235294117647,0.011885717994062,0.195682661790114,0.341560636060994
"Gorbea","2022","1","7","Polygala vulgaris",0.0588235294117647,0.011839530332681,0,1.02876477158362
"Gorbea","2022","1","7","Prunella vulgaris",0.117647058823529,0,0.708324483946934,0.178325085724863
"Gorbea","2022","1","7","Ranunculus sp.",0.176470588235294,0.057397707225277,0.557390041140911,-0.114292328278428
"Gorbea","2022","1","7","Trifolium pratense",0.0588235294117647,0,0.805549655964622,-0.431884376518763
"Gorbea","2022","1","7","Vicia pyrenaica",0.0588235294117647,0,0.7764455489004,-0.144690929405796
"Gorbea","2022","2","1","Helleborus viridis subsp. occidentalis",0.666666666666667,0.865384615384615,0.113524973135111,-0.376660179712147
"Gorbea","2022","2","1","Hepatica nobilis",0.333333333333333,0.230769230769231,0,0.884357929882706
"Gorbea","2022","2","1","Potentilla sterilis",0.666666666666667,0.346153846153846,0,-0.283030876240313
"Gorbea","2022","2","1","Ranunculus ficaria",0.333333333333333,0,1,-1.11391691191229
"Gorbea","2022","2","2","Bellis perennis",0.583333333333333,0.164469090162251,0.299616798322664,2.05164157410043
"Gorbea","2022","2","2","Helleborus viridis subsp. occidentalis",0.0833333333333333,0,1,-1.01297379813735
"Gorbea","2022","2","2","Hepatica nobilis",0.0833333333333333,0.0296296296296296,0,1.01026708890932
"Gorbea","2022","2","2","Potentilla sterilis",0.25,0.128780487804878,0.303862988714395,0.933733150325594
"Gorbea","2022","2","2","Ranunculus ficaria",0.0833333333333333,0.0312267657992565,0.649620693577789,-0.559803392090297
"Gorbea","2022","2","2","Taraxacum officinale",0.666666666666667,0.17319587628866,0.301831854242306,2.46539529342041
"Gorbea","2022","2","3","Bellis perennis",0.25,0.300540973752755,0.521954616505917,0.209184682815917
"Gorbea","2022","2","3","Cardamine pratensis",0.0833333333333333,0,1,-1.83625938960764
"Gorbea","2022","2","3","Helleborus viridis subsp. occidentalis",0.0833333333333333,0.0496277915632754,0.353984985057691,-0.593227212978452
"Gorbea","2022","2","3","Taraxacum officinale",0.916666666666667,0.341555977229602,0.276280401850864,1.92683840610433
"Gorbea","2022","2","3","Viola riviniana",0.166666666666667,0.0936524453694069,0.593254878587911,-0.417355041962997
"Gorbea","2022","2","4","Bellis perennis",0.461538461538462,0.318475179443875,0.492815129966457,1.04133808573006
"Gorbea","2022","2","4","Cardamine pratensis",0.230769230769231,0,1,-0.902573158877138
"Gorbea","2022","2","4","Hutchinsia alpina",0.0769230769230769,0,1,-0.994941003698495
"Gorbea","2022","2","4","Myosotis lamottiana",0.0769230769230769,0.0847457627118644,0,0.585738123509467
"Gorbea","2022","2","4","Orchis mascula",0.0769230769230769,0.0847457627118644,0,0.553267929671687
"Gorbea","2022","2","4","Ranunculus sp.",0.384615384615385,0.211864406779661,0.318414488824675,0.842870883673471
"Gorbea","2022","2","4","Taraxacum officinale",0.461538461538462,0.338983050847458,0.28720788753403,1.00686232406933
"Gorbea","2022","2","5","Ajuga reptans",0.214285714285714,0,0.924302799625924,-0.0768049662955795
"Gorbea","2022","2","5","Bellis perennis",0.5,0.264706691235115,0.178074511442515,2.29887676721275
"Gorbea","2022","2","5","Fragaria vesca",0.0714285714285714,0.0345651080945199,0.192918215239697,1.7473960915545
"Gorbea","2022","2","5","Hypochaeris radicata",0.142857142857143,0.111421741420526,0.379693149367282,0.814013182263573
"Gorbea","2022","2","5","Myosotis lamottiana",0.357142857142857,0.198314950292486,0.21777728473114,1.33908450322287
"Gorbea","2022","2","5","Potentilla erecta",0.285714285714286,0.114483160567836,0.165251716348502,1.79737203932058
"Gorbea","2022","2","5","Ranunculus sp.",0.357142857142857,0.0799119930258624,0.269805028518842,1.53084054721739
"Gorbea","2022","2","5","Veronica chamaedrys",0.0714285714285714,0.0320689023272861,0,0.784483074919187
"Gorbea","2022","2","5","Veronica officinalis",0.214285714285714,0.0786478293199108,0.237799058946407,1.26855621048821
"Gorbea","2022","2","5","Vicia sp.",0.0714285714285714,0,0.654312875956595,-0.0445480649118033
"Gorbea","2022","2","6","Bellis perennis",0.461538461538462,0.0554903112155021,0.502026429122516,0.794418079659071
"Gorbea","2022","2","6","Geranium robertianum",0.0769230769230769,0.0231504164625184,0.594316128917787,-0.960765700202376
"Gorbea","2022","2","6","Lotus corniculatus",0.153846153846154,0.0435283279594657,0.599192476464852,-0.240272511307903
"Gorbea","2022","2","6","Myosotis lamottiana",0.230769230769231,0.0416574829182279,0.167176061965438,0.277851919803475
"Gorbea","2022","2","6","Plantago sp.",0.0769230769230769,0.0238726790450928,0,0.996995486270257
"Gorbea","2022","2","6","Potentilla erecta",0.153846153846154,0.0289035020645359,0.240283463804382,-0.0631475774014593
"Gorbea","2022","2","6","Ranunculus sp.",0.538461538461538,0.0534174949361722,0.412441890423144,1.5499106558367
"Gorbea","2022","2","6","Trifolium repens",0.0769230769230769,0.0239053903071442,0.744041975190185,-0.499117321018331
